pxd	run	tissue_llm	tissue_mlm	confidence_mlm
PXD061593	RUG118	blood	Adipose tissue	0.1216
PXD062431	/public/conode53/AIRFLOW/temp/PXD062431/diann/P100C	blood	Adipose tissue	0.0568
PXD062431	/public/conode53/AIRFLOW/temp/PXD062431/diann/P101C	blood	Adipose tissue	0.0776
PXD062431	/public/conode53/AIRFLOW/temp/PXD062431/diann/P102C	blood	Adipose tissue	0.0684
PXD062431	/public/conode53/AIRFLOW/temp/PXD062431/diann/P103C	blood	Adipose tissue	0.0566
PXD062431	/public/conode53/AIRFLOW/temp/PXD062431/diann/P104C	blood	Adipose tissue	0.08
PXD062431	/public/conode53/AIRFLOW/temp/PXD062431/diann/P105C	blood	Adipose tissue	0.073
PXD062431	/public/conode53/AIRFLOW/temp/PXD062431/diann/P106C	blood	Adipose tissue	0.0725
PXD062431	/public/conode53/AIRFLOW/temp/PXD062431/diann/P107C	blood	Adipose tissue	0.0803
PXD062431	/public/conode53/AIRFLOW/temp/PXD062431/diann/P108C	blood	Adipose tissue	0.0784
PXD062431	/public/conode53/AIRFLOW/temp/PXD062431/diann/P109C	blood	Adipose tissue	0.0557
PXD062431	/public/conode53/AIRFLOW/temp/PXD062431/diann/P10C	blood	Adipose tissue	0.0858
PXD062431	/public/conode53/AIRFLOW/temp/PXD062431/diann/P110C	blood	Adipose tissue	0.0782
PXD062431	/public/conode53/AIRFLOW/temp/PXD062431/diann/P111C	blood	Lymph node	0.0395
PXD062431	/public/conode53/AIRFLOW/temp/PXD062431/diann/P112C	blood	Adipose tissue	0.0682
PXD062431	/public/conode53/AIRFLOW/temp/PXD062431/diann/P113C	blood	Appendix	0.0461
PXD062431	/public/conode53/AIRFLOW/temp/PXD062431/diann/P114C	blood	Adipose tissue	0.0661
PXD062431	/public/conode53/AIRFLOW/temp/PXD062431/diann/P115C	blood	Adipose tissue	0.0847
PXD062431	/public/conode53/AIRFLOW/temp/PXD062431/diann/P116C	blood	Adipose tissue	0.077
PXD062431	/public/conode53/AIRFLOW/temp/PXD062431/diann/P117C	blood	Adipose tissue	0.0694
PXD062431	/public/conode53/AIRFLOW/temp/PXD062431/diann/P118C	blood	Adipose tissue	0.0762
PXD062431	/public/conode53/AIRFLOW/temp/PXD062431/diann/P119C	blood	Adipose tissue	0.0822
PXD062431	/public/conode53/AIRFLOW/temp/PXD062431/diann/P11C	blood	Testis	0.0472
PXD062431	/public/conode53/AIRFLOW/temp/PXD062431/diann/P120C	blood	Adipose tissue	0.0561
PXD062431	/public/conode53/AIRFLOW/temp/PXD062431/diann/P121C	blood	Adipose tissue	0.0646
PXD062431	/public/conode53/AIRFLOW/temp/PXD062431/diann/P122C	blood	Adipose tissue	0.0607
PXD062431	/public/conode53/AIRFLOW/temp/PXD062431/diann/P123C	blood	Adipose tissue	0.054
PXD062431	/public/conode53/AIRFLOW/temp/PXD062431/diann/P124C	blood	Adipose tissue	0.0693
PXD062431	/public/conode53/AIRFLOW/temp/PXD062431/diann/P125C	blood	Adipose tissue	0.0796
PXD062431	/public/conode53/AIRFLOW/temp/PXD062431/diann/P126C	blood	Adipose tissue	0.0786
PXD062431	/public/conode53/AIRFLOW/temp/PXD062431/diann/P127C	blood	Adipose tissue	0.067
PXD062431	/public/conode53/AIRFLOW/temp/PXD062431/diann/P128C	blood	Adipose tissue	0.0455
PXD062431	/public/conode53/AIRFLOW/temp/PXD062431/diann/P129C	blood	Adipose tissue	0.0684
PXD062431	/public/conode53/AIRFLOW/temp/PXD062431/diann/P12C	blood	Adipose tissue	0.0764
PXD062431	/public/conode53/AIRFLOW/temp/PXD062431/diann/P130C	blood	Adipose tissue	0.0742
PXD062431	/public/conode53/AIRFLOW/temp/PXD062431/diann/P131C	blood	Adipose tissue	0.087
PXD062431	/public/conode53/AIRFLOW/temp/PXD062431/diann/P132C	blood	Adipose tissue	0.0723
PXD062431	/public/conode53/AIRFLOW/temp/PXD062431/diann/P133C	blood	Adipose tissue	0.0431
PXD062431	/public/conode53/AIRFLOW/temp/PXD062431/diann/P134C	blood	Adipose tissue	0.0905
PXD062431	/public/conode53/AIRFLOW/temp/PXD062431/diann/P135C	blood	Adipose tissue	0.0738
PXD062431	/public/conode53/AIRFLOW/temp/PXD062431/diann/P136C	blood	Esophagus	0.0619
PXD062431	/public/conode53/AIRFLOW/temp/PXD062431/diann/P137C	blood	Testis	0.0503
PXD062431	/public/conode53/AIRFLOW/temp/PXD062431/diann/P138C	blood	Adipose tissue	0.0749
PXD062431	/public/conode53/AIRFLOW/temp/PXD062431/diann/P139C	blood	Adipose tissue	0.063
PXD062431	/public/conode53/AIRFLOW/temp/PXD062431/diann/P13C	blood	Adipose tissue	0.0613
PXD062431	/public/conode53/AIRFLOW/temp/PXD062431/diann/P140C	blood	Adipose tissue	0.0697
PXD062431	/public/conode53/AIRFLOW/temp/PXD062431/diann/P141C	blood	Adipose tissue	0.0637
PXD062431	/public/conode53/AIRFLOW/temp/PXD062431/diann/P142C	blood	Adipose tissue	0.0649
PXD062431	/public/conode53/AIRFLOW/temp/PXD062431/diann/P143C	blood	Adipose tissue	0.0854
PXD062431	/public/conode53/AIRFLOW/temp/PXD062431/diann/P144C	blood	Esophagus	0.0571
PXD062431	/public/conode53/AIRFLOW/temp/PXD062431/diann/P145C	blood	Testis	0.0469
PXD062431	/public/conode53/AIRFLOW/temp/PXD062431/diann/P146C	blood	Adipose tissue	0.0876
PXD062431	/public/conode53/AIRFLOW/temp/PXD062431/diann/P147C	blood	Adipose tissue	0.0769
PXD062431	/public/conode53/AIRFLOW/temp/PXD062431/diann/P14C	blood	Adipose tissue	0.0833
PXD062431	/public/conode53/AIRFLOW/temp/PXD062431/diann/P15C	blood	Adipose tissue	0.0706
PXD062431	/public/conode53/AIRFLOW/temp/PXD062431/diann/P16C	blood	Adipose tissue	0.0648
PXD062431	/public/conode53/AIRFLOW/temp/PXD062431/diann/P17C	blood	Adipose tissue	0.0781
PXD062431	/public/conode53/AIRFLOW/temp/PXD062431/diann/P18C	blood	Esophagus	0.0599
PXD062431	/public/conode53/AIRFLOW/temp/PXD062431/diann/P19C	blood	Adipose tissue	0.0808
PXD062431	/public/conode53/AIRFLOW/temp/PXD062431/diann/P1C	blood	Adipose tissue	0.0812
PXD062431	/public/conode53/AIRFLOW/temp/PXD062431/diann/P20C	blood	Adipose tissue	0.0684
PXD062431	/public/conode53/AIRFLOW/temp/PXD062431/diann/P21C	blood	Adipose tissue	0.0793
PXD062431	/public/conode53/AIRFLOW/temp/PXD062431/diann/P22C	blood	Adipose tissue	0.0925
PXD062431	/public/conode53/AIRFLOW/temp/PXD062431/diann/P23C	blood	Adipose tissue	0.0804
PXD062431	/public/conode53/AIRFLOW/temp/PXD062431/diann/P24C	blood	Adipose tissue	0.0811
PXD062431	/public/conode53/AIRFLOW/temp/PXD062431/diann/P25C	blood	Adipose tissue	0.0666
PXD062431	/public/conode53/AIRFLOW/temp/PXD062431/diann/P26C	blood	Adipose tissue	0.0722
PXD062431	/public/conode53/AIRFLOW/temp/PXD062431/diann/P27C	blood	Adipose tissue	0.0804
PXD062431	/public/conode53/AIRFLOW/temp/PXD062431/diann/P28C	blood	Adipose tissue	0.0799
PXD062431	/public/conode53/AIRFLOW/temp/PXD062431/diann/P29C	blood	Adipose tissue	0.0737
PXD062431	/public/conode53/AIRFLOW/temp/PXD062431/diann/P2C	blood	Adipose tissue	0.0767
PXD062431	/public/conode53/AIRFLOW/temp/PXD062431/diann/P30C	blood	Adipose tissue	0.059
PXD062431	/public/conode53/AIRFLOW/temp/PXD062431/diann/P31C	blood	Adipose tissue	0.0801
PXD062431	/public/conode53/AIRFLOW/temp/PXD062431/diann/P32C	blood	Adipose tissue	0.0664
PXD062431	/public/conode53/AIRFLOW/temp/PXD062431/diann/P33C	blood	Adipose tissue	0.0565
PXD062431	/public/conode53/AIRFLOW/temp/PXD062431/diann/P34C	blood	Adipose tissue	0.0818
PXD062431	/public/conode53/AIRFLOW/temp/PXD062431/diann/P35C	blood	Adipose tissue	0.0697
PXD062431	/public/conode53/AIRFLOW/temp/PXD062431/diann/P36C	blood	Testis	0.0405
PXD062431	/public/conode53/AIRFLOW/temp/PXD062431/diann/P37C	blood	Adipose tissue	0.0515
PXD062431	/public/conode53/AIRFLOW/temp/PXD062431/diann/P38C	blood	Adipose tissue	0.0652
PXD062431	/public/conode53/AIRFLOW/temp/PXD062431/diann/P39C	blood	Adipose tissue	0.0746
PXD062431	/public/conode53/AIRFLOW/temp/PXD062431/diann/P3C	blood	Adipose tissue	0.0625
PXD062431	/public/conode53/AIRFLOW/temp/PXD062431/diann/P40C	blood	Adipose tissue	0.1013
PXD062431	/public/conode53/AIRFLOW/temp/PXD062431/diann/P41C	blood	Adipose tissue	0.0615
PXD062431	/public/conode53/AIRFLOW/temp/PXD062431/diann/P42C	blood	Adipose tissue	0.0671
PXD062431	/public/conode53/AIRFLOW/temp/PXD062431/diann/P43C	blood	Adipose tissue	0.0922
PXD062431	/public/conode53/AIRFLOW/temp/PXD062431/diann/P44C	blood	Adipose tissue	0.0437
PXD062431	/public/conode53/AIRFLOW/temp/PXD062431/diann/P45C	blood	Adipose tissue	0.073
PXD062431	/public/conode53/AIRFLOW/temp/PXD062431/diann/P46C	blood	Adipose tissue	0.0575
PXD062431	/public/conode53/AIRFLOW/temp/PXD062431/diann/P47C	blood	Adipose tissue	0.0777
PXD062431	/public/conode53/AIRFLOW/temp/PXD062431/diann/P48C	blood	Adipose tissue	0.0615
PXD062431	/public/conode53/AIRFLOW/temp/PXD062431/diann/P49C	blood	Adipose tissue	0.0725
PXD062431	/public/conode53/AIRFLOW/temp/PXD062431/diann/P4C	blood	Adipose tissue	0.0743
PXD062431	/public/conode53/AIRFLOW/temp/PXD062431/diann/P50C	blood	Placenta	0.0461
PXD062431	/public/conode53/AIRFLOW/temp/PXD062431/diann/P51C	blood	Adipose tissue	0.0615
PXD062431	/public/conode53/AIRFLOW/temp/PXD062431/diann/P52C	blood	Esophagus	0.0604
PXD062431	/public/conode53/AIRFLOW/temp/PXD062431/diann/P53C	blood	Adipose tissue	0.0652
PXD062431	/public/conode53/AIRFLOW/temp/PXD062431/diann/P54C	blood	Adipose tissue	0.0489
PXD062431	/public/conode53/AIRFLOW/temp/PXD062431/diann/P55C	blood	Adipose tissue	0.0787
PXD062431	/public/conode53/AIRFLOW/temp/PXD062431/diann/P56C	blood	Adipose tissue	0.0799
PXD062431	/public/conode53/AIRFLOW/temp/PXD062431/diann/P57C	blood	Adipose tissue	0.0643
PXD062431	/public/conode53/AIRFLOW/temp/PXD062431/diann/P58C	blood	Adipose tissue	0.0731
PXD062431	/public/conode53/AIRFLOW/temp/PXD062431/diann/P59C	blood	Adipose tissue	0.0661
PXD062431	/public/conode53/AIRFLOW/temp/PXD062431/diann/P5C	blood	Adipose tissue	0.0564
PXD062431	/public/conode53/AIRFLOW/temp/PXD062431/diann/P60C	blood	Adipose tissue	0.0483
PXD062431	/public/conode53/AIRFLOW/temp/PXD062431/diann/P61C	blood	Adipose tissue	0.0828
PXD062431	/public/conode53/AIRFLOW/temp/PXD062431/diann/P62C	blood	Adipose tissue	0.0807
PXD062431	/public/conode53/AIRFLOW/temp/PXD062431/diann/P63C	blood	Adipose tissue	0.0756
PXD062431	/public/conode53/AIRFLOW/temp/PXD062431/diann/P64C	blood	Adipose tissue	0.0782
PXD062431	/public/conode53/AIRFLOW/temp/PXD062431/diann/P65C	blood	Adipose tissue	0.0734
PXD062431	/public/conode53/AIRFLOW/temp/PXD062431/diann/P66C	blood	Adipose tissue	0.0663
PXD062431	/public/conode53/AIRFLOW/temp/PXD062431/diann/P67C	blood	Appendix	0.0468
PXD062431	/public/conode53/AIRFLOW/temp/PXD062431/diann/P68C	blood	Esophagus	0.0549
PXD062431	/public/conode53/AIRFLOW/temp/PXD062431/diann/P69C	blood	Adipose tissue	0.0704
PXD062431	/public/conode53/AIRFLOW/temp/PXD062431/diann/P6C	blood	Adipose tissue	0.0635
PXD062431	/public/conode53/AIRFLOW/temp/PXD062431/diann/P70C	blood	Adipose tissue	0.0595
PXD062431	/public/conode53/AIRFLOW/temp/PXD062431/diann/P71C	blood	Appendix	0.046
PXD062431	/public/conode53/AIRFLOW/temp/PXD062431/diann/P72C	blood	Adipose tissue	0.0892
PXD062431	/public/conode53/AIRFLOW/temp/PXD062431/diann/P73C	blood	Adipose tissue	0.0862
PXD062431	/public/conode53/AIRFLOW/temp/PXD062431/diann/P74C	blood	Adipose tissue	0.0555
PXD062431	/public/conode53/AIRFLOW/temp/PXD062431/diann/P75C	blood	Adipose tissue	0.0853
PXD062431	/public/conode53/AIRFLOW/temp/PXD062431/diann/P76C	blood	Adipose tissue	0.0698
PXD062431	/public/conode53/AIRFLOW/temp/PXD062431/diann/P77C	blood	Adipose tissue	0.0709
PXD062431	/public/conode53/AIRFLOW/temp/PXD062431/diann/P78C	blood	Adipose tissue	0.0849
PXD062431	/public/conode53/AIRFLOW/temp/PXD062431/diann/P79C	blood	Adipose tissue	0.0659
PXD062431	/public/conode53/AIRFLOW/temp/PXD062431/diann/P7C	blood	Adipose tissue	0.0799
PXD062431	/public/conode53/AIRFLOW/temp/PXD062431/diann/P80C	blood	Adipose tissue	0.079
PXD062431	/public/conode53/AIRFLOW/temp/PXD062431/diann/P81C	blood	Adipose tissue	0.0849
PXD062431	/public/conode53/AIRFLOW/temp/PXD062431/diann/P82C	blood	Adipose tissue	0.0517
PXD062431	/public/conode53/AIRFLOW/temp/PXD062431/diann/P83C	blood	Adipose tissue	0.0592
PXD062431	/public/conode53/AIRFLOW/temp/PXD062431/diann/P84C	blood	Adipose tissue	0.0565
PXD062431	/public/conode53/AIRFLOW/temp/PXD062431/diann/P85C	blood	Esophagus	0.0584
PXD062431	/public/conode53/AIRFLOW/temp/PXD062431/diann/P86C	blood	Adipose tissue	0.0749
PXD062431	/public/conode53/AIRFLOW/temp/PXD062431/diann/P87C	blood	Testis	0.0444
PXD062431	/public/conode53/AIRFLOW/temp/PXD062431/diann/P88C	blood	Adipose tissue	0.0814
PXD062431	/public/conode53/AIRFLOW/temp/PXD062431/diann/P89C	blood	Adipose tissue	0.0784
PXD062431	/public/conode53/AIRFLOW/temp/PXD062431/diann/P8C	blood	Adipose tissue	0.0713
PXD062431	/public/conode53/AIRFLOW/temp/PXD062431/diann/P90C	blood	Adipose tissue	0.0625
PXD062431	/public/conode53/AIRFLOW/temp/PXD062431/diann/P91C	blood	Adipose tissue	0.0841
PXD062431	/public/conode53/AIRFLOW/temp/PXD062431/diann/P92C	blood	Adipose tissue	0.0533
PXD062431	/public/conode53/AIRFLOW/temp/PXD062431/diann/P93C	blood	Ovary	0.0444
PXD062431	/public/conode53/AIRFLOW/temp/PXD062431/diann/P94C	blood	Adipose tissue	0.0605
PXD062431	/public/conode53/AIRFLOW/temp/PXD062431/diann/P95C	blood	Adipose tissue	0.0698
PXD062431	/public/conode53/AIRFLOW/temp/PXD062431/diann/P96C	blood	Adipose tissue	0.0783
PXD062431	/public/conode53/AIRFLOW/temp/PXD062431/diann/P97C	blood	Adipose tissue	0.066
PXD062431	/public/conode53/AIRFLOW/temp/PXD062431/diann/P98C	blood	Adipose tissue	0.0841
PXD062431	/public/conode53/AIRFLOW/temp/PXD062431/diann/P99C	blood	Adipose tissue	0.0755
PXD062431	/public/conode53/AIRFLOW/temp/PXD062431/diann/P9C	blood	Adipose tissue	0.0812
PXD062431	N.Proteotypic.Sequences	blood	Adipose tissue	0.2079
PXD062431	N.Sequences	blood	Adipose tissue	0.2166
PXD062785	/public/conode53/AIRFLOW/temp/PXD062785/diann/IPA_TCA_control_1	blood	Colon	0.0417
PXD062785	/public/conode53/AIRFLOW/temp/PXD062785/diann/IPA_TCA_control_2	blood	Colon	0.0409
PXD062785	/public/conode53/AIRFLOW/temp/PXD062785/diann/IPA_TCA_control_3	blood	Testis	0.0408
PXD062785	/public/conode53/AIRFLOW/temp/PXD062785/diann/IPA_TCA_spike1_1	blood	Colon	0.0425
PXD062785	/public/conode53/AIRFLOW/temp/PXD062785/diann/IPA_TCA_spike1_2	blood	Colon	0.0418
PXD062785	/public/conode53/AIRFLOW/temp/PXD062785/diann/IPA_TCA_spike1_3	blood	Colon	0.0403
PXD062785	/public/conode53/AIRFLOW/temp/PXD062785/diann/IPA_TCA_spike2_1	blood	Colon	0.0427
PXD062785	/public/conode53/AIRFLOW/temp/PXD062785/diann/IPA_TCA_spike2_2	blood	Lung	0.0412
PXD062785	/public/conode53/AIRFLOW/temp/PXD062785/diann/IPA_TCA_spike2_3	blood	Colon	0.0397
PXD062785	/public/conode53/AIRFLOW/temp/PXD062785/diann/IPA_TCA_spike3_1	blood	Lung	0.0414
PXD062785	/public/conode53/AIRFLOW/temp/PXD062785/diann/IPA_TCA_spike3_2	blood	Colon	0.0431
PXD062785	/public/conode53/AIRFLOW/temp/PXD062785/diann/IPA_TCA_spike3_3	blood	Testis	0.0411
PXD062785	/public/conode53/AIRFLOW/temp/PXD062785/diann/IPA_TCA_spike4_1	blood	Testis	0.0408
PXD062785	/public/conode53/AIRFLOW/temp/PXD062785/diann/IPA_TCA_spike4_2_20250127130704	blood	Colon	0.0432
PXD062785	/public/conode53/AIRFLOW/temp/PXD062785/diann/IPA_TCA_spike4_3	blood	Colon	0.0398
PXD062785	/public/conode53/AIRFLOW/temp/PXD062785/diann/In_gel_digestion_Spike1_1	blood	Testis	0.0462
PXD062785	/public/conode53/AIRFLOW/temp/PXD062785/diann/In_gel_digestion_Spike1_2	blood	Testis	0.049
PXD062785	/public/conode53/AIRFLOW/temp/PXD062785/diann/In_gel_digestion_Spike1_3	blood	Testis	0.0469
PXD062785	/public/conode53/AIRFLOW/temp/PXD062785/diann/In_gel_digestion_Spike2_1	blood	Testis	0.0442
PXD062785	/public/conode53/AIRFLOW/temp/PXD062785/diann/In_gel_digestion_Spike2_2_20241217120821	blood	Testis	0.0436
PXD062785	/public/conode53/AIRFLOW/temp/PXD062785/diann/In_gel_digestion_Spike2_3	blood	Adipose tissue	0.0456
PXD062785	/public/conode53/AIRFLOW/temp/PXD062785/diann/In_gel_digestion_Spike3_1	blood	Adipose tissue	0.0424
PXD062785	/public/conode53/AIRFLOW/temp/PXD062785/diann/In_gel_digestion_Spike3_2	blood	Testis	0.048
PXD062785	/public/conode53/AIRFLOW/temp/PXD062785/diann/In_gel_digestion_Spike3_3	blood	B-cells	0.0413
PXD062785	/public/conode53/AIRFLOW/temp/PXD062785/diann/In_gel_digestion_Spike4-1	blood	Testis	0.0485
PXD062785	/public/conode53/AIRFLOW/temp/PXD062785/diann/In_gel_digestion_Spike4-2	blood	Adipose tissue	0.0452
PXD062785	/public/conode53/AIRFLOW/temp/PXD062785/diann/In_gel_digestion_Spike4-3	blood	Adipose tissue	0.0423
PXD062785	/public/conode53/AIRFLOW/temp/PXD062785/diann/In_gel_digestion_control1	blood	Testis	0.0412
PXD062785	/public/conode53/AIRFLOW/temp/PXD062785/diann/In_gel_digestion_control2	blood	Esophagus	0.0705
PXD062785	/public/conode53/AIRFLOW/temp/PXD062785/diann/In_gel_digestion_control3	blood	Adipose tissue	0.0426
PXD062785	/public/conode53/AIRFLOW/temp/PXD062785/diann/NPs_mixA_1	blood	Bone marrow	0.187
PXD062785	/public/conode53/AIRFLOW/temp/PXD062785/diann/NPs_mixA_10	blood	Bone marrow	0.1912
PXD062785	/public/conode53/AIRFLOW/temp/PXD062785/diann/NPs_mixA_11	blood	Bone marrow	0.1784
PXD062785	/public/conode53/AIRFLOW/temp/PXD062785/diann/NPs_mixA_12	blood	Bone marrow	0.196
PXD062785	/public/conode53/AIRFLOW/temp/PXD062785/diann/NPs_mixA_13	blood	Bone marrow	0.1627
PXD062785	/public/conode53/AIRFLOW/temp/PXD062785/diann/NPs_mixA_14	blood	Spleen	0.0855
PXD062785	/public/conode53/AIRFLOW/temp/PXD062785/diann/NPs_mixA_15	blood	Spleen	0.0873
PXD062785	/public/conode53/AIRFLOW/temp/PXD062785/diann/NPs_mixA_16	blood	Spleen	0.0843
PXD062785	/public/conode53/AIRFLOW/temp/PXD062785/diann/NPs_mixA_17	blood	Bone marrow	0.1906
PXD062785	/public/conode53/AIRFLOW/temp/PXD062785/diann/NPs_mixA_18	blood	Bone marrow	0.1913
PXD062785	/public/conode53/AIRFLOW/temp/PXD062785/diann/NPs_mixA_19	blood	Bone marrow	0.1678
PXD062785	/public/conode53/AIRFLOW/temp/PXD062785/diann/NPs_mixA_2	blood	Spleen	0.0908
PXD062785	/public/conode53/AIRFLOW/temp/PXD062785/diann/NPs_mixA_20	blood	Bone marrow	0.1916
PXD062785	/public/conode53/AIRFLOW/temp/PXD062785/diann/NPs_mixA_3	blood	Bone marrow	0.1622
PXD062785	/public/conode53/AIRFLOW/temp/PXD062785/diann/NPs_mixA_4	blood	Bone marrow	0.1579
PXD062785	/public/conode53/AIRFLOW/temp/PXD062785/diann/NPs_mixA_5	blood	Bone marrow	0.1672
PXD062785	/public/conode53/AIRFLOW/temp/PXD062785/diann/NPs_mixA_6	blood	Spleen	0.0862
PXD062785	/public/conode53/AIRFLOW/temp/PXD062785/diann/NPs_mixA_7	blood	Spleen	0.0815
PXD062785	/public/conode53/AIRFLOW/temp/PXD062785/diann/NPs_mixA_8	blood	Bone marrow	0.187
PXD062785	/public/conode53/AIRFLOW/temp/PXD062785/diann/NPs_mixA_9	blood	Bone marrow	0.1728
PXD062785	/public/conode53/AIRFLOW/temp/PXD062785/diann/NPs_mixB_1	blood	Bone marrow	0.1887
PXD062785	/public/conode53/AIRFLOW/temp/PXD062785/diann/NPs_mixB_10	blood	Bone marrow	0.191
PXD062785	/public/conode53/AIRFLOW/temp/PXD062785/diann/NPs_mixB_11	blood	Bone marrow	0.1832
PXD062785	/public/conode53/AIRFLOW/temp/PXD062785/diann/NPs_mixB_12	blood	Bone marrow	0.1877
PXD062785	/public/conode53/AIRFLOW/temp/PXD062785/diann/NPs_mixB_13	blood	Bone marrow	0.1764
PXD062785	/public/conode53/AIRFLOW/temp/PXD062785/diann/NPs_mixB_14	blood	Bone marrow	0.177
PXD062785	/public/conode53/AIRFLOW/temp/PXD062785/diann/NPs_mixB_15	blood	Bone marrow	0.1712
PXD062785	/public/conode53/AIRFLOW/temp/PXD062785/diann/NPs_mixB_16	blood	Bone marrow	0.178
PXD062785	/public/conode53/AIRFLOW/temp/PXD062785/diann/NPs_mixB_17	blood	Bone marrow	0.1823
PXD062785	/public/conode53/AIRFLOW/temp/PXD062785/diann/NPs_mixB_18	blood	Bone marrow	0.1898
PXD062785	/public/conode53/AIRFLOW/temp/PXD062785/diann/NPs_mixB_19	blood	Bone marrow	0.1838
PXD062785	/public/conode53/AIRFLOW/temp/PXD062785/diann/NPs_mixB_2	blood	Bone marrow	0.1821
PXD062785	/public/conode53/AIRFLOW/temp/PXD062785/diann/NPs_mixB_20	blood	Bone marrow	0.1768
PXD062785	/public/conode53/AIRFLOW/temp/PXD062785/diann/NPs_mixB_3	blood	Bone marrow	0.1559
PXD062785	/public/conode53/AIRFLOW/temp/PXD062785/diann/NPs_mixB_4	blood	Bone marrow	0.1507
PXD062785	/public/conode53/AIRFLOW/temp/PXD062785/diann/NPs_mixB_5	blood	Bone marrow	0.1739
PXD062785	/public/conode53/AIRFLOW/temp/PXD062785/diann/NPs_mixB_6	blood	Bone marrow	0.189
PXD062785	/public/conode53/AIRFLOW/temp/PXD062785/diann/NPs_mixB_7	blood	Bone marrow	0.1607
PXD062785	/public/conode53/AIRFLOW/temp/PXD062785/diann/NPs_mixB_8	blood	Bone marrow	0.1891
PXD062785	/public/conode53/AIRFLOW/temp/PXD062785/diann/NPs_mixB_9	blood	Bone marrow	0.184
PXD062785	/public/conode53/AIRFLOW/temp/PXD062785/diann/Preomics_control_1	blood	Testis	0.0527
PXD062785	/public/conode53/AIRFLOW/temp/PXD062785/diann/Preomics_control_2	blood	Placenta	0.0488
PXD062785	/public/conode53/AIRFLOW/temp/PXD062785/diann/Preomics_control_3	blood	Placenta	0.0566
PXD062785	/public/conode53/AIRFLOW/temp/PXD062785/diann/Preomics_spike1_1	blood	Placenta	0.0475
PXD062785	/public/conode53/AIRFLOW/temp/PXD062785/diann/Preomics_spike1_2	blood	Testis	0.0498
PXD062785	/public/conode53/AIRFLOW/temp/PXD062785/diann/Preomics_spike1_3	blood	Testis	0.0517
PXD062785	/public/conode53/AIRFLOW/temp/PXD062785/diann/Preomics_spike2_1	blood	Testis	0.0565
PXD062785	/public/conode53/AIRFLOW/temp/PXD062785/diann/Preomics_spike2_2	blood	Testis	0.0556
PXD062785	/public/conode53/AIRFLOW/temp/PXD062785/diann/Preomics_spike2_3	blood	Placenta	0.0473
PXD062785	/public/conode53/AIRFLOW/temp/PXD062785/diann/Preomics_spike3_1	blood	Placenta	0.0531
PXD062785	/public/conode53/AIRFLOW/temp/PXD062785/diann/Preomics_spike3_2	blood	Placenta	0.0466
PXD062785	/public/conode53/AIRFLOW/temp/PXD062785/diann/Preomics_spike3_3	blood	Testis	0.0482
PXD062785	/public/conode53/AIRFLOW/temp/PXD062785/diann/Preomics_spike4_1	blood	Placenta	0.0551
PXD062785	/public/conode53/AIRFLOW/temp/PXD062785/diann/Preomics_spike4_2	blood	Placenta	0.0503
PXD062785	/public/conode53/AIRFLOW/temp/PXD062785/diann/Preomics_spike4_3	blood	Placenta	0.0501
PXD062785	/public/conode53/AIRFLOW/temp/PXD062785/diann/SP3_C1	blood	Testis	0.0485
PXD062785	/public/conode53/AIRFLOW/temp/PXD062785/diann/SP3_C2	blood	Testis	0.047
PXD062785	/public/conode53/AIRFLOW/temp/PXD062785/diann/SP3_C3	blood	Testis	0.0486
PXD062785	/public/conode53/AIRFLOW/temp/PXD062785/diann/SP3_Spike1_1	blood	Testis	0.0448
PXD062785	/public/conode53/AIRFLOW/temp/PXD062785/diann/SP3_Spike1_2	blood	Testis	0.0469
PXD062785	/public/conode53/AIRFLOW/temp/PXD062785/diann/SP3_Spike1_3	blood	Adipose tissue	0.0429
PXD062785	/public/conode53/AIRFLOW/temp/PXD062785/diann/SP3_Spike2_1	blood	Testis	0.0492
PXD062785	/public/conode53/AIRFLOW/temp/PXD062785/diann/SP3_Spike2_2_20241205200122	blood	Adipose tissue	0.0413
PXD062785	/public/conode53/AIRFLOW/temp/PXD062785/diann/SP3_Spike2_3	blood	Testis	0.0466
PXD062785	/public/conode53/AIRFLOW/temp/PXD062785/diann/SP3_Spike3_1	blood	Colon	0.0425
PXD062785	/public/conode53/AIRFLOW/temp/PXD062785/diann/SP3_Spike3_2	blood	Testis	0.0439
PXD062785	/public/conode53/AIRFLOW/temp/PXD062785/diann/SP3_Spike3_3	blood	Testis	0.047
PXD062785	/public/conode53/AIRFLOW/temp/PXD062785/diann/SP3_Spike4_1	blood	Testis	0.0477
PXD062785	/public/conode53/AIRFLOW/temp/PXD062785/diann/SP3_Spike4_2	blood	Testis	0.0568
PXD062785	/public/conode53/AIRFLOW/temp/PXD062785/diann/SP3_Spike4_3	blood	Testis	0.0469
PXD062785	/public/conode53/AIRFLOW/temp/PXD062785/diann/top14_depl_c1	blood	Adipose tissue	0.1161
PXD062785	/public/conode53/AIRFLOW/temp/PXD062785/diann/top14_depl_c2	blood	Adipose tissue	0.1127
PXD062785	/public/conode53/AIRFLOW/temp/PXD062785/diann/top14_depl_c3	blood	Adipose tissue	0.1087
PXD062785	/public/conode53/AIRFLOW/temp/PXD062785/diann/top14_depl_sp1_1	blood	Adipose tissue	0.1011
PXD062785	/public/conode53/AIRFLOW/temp/PXD062785/diann/top14_depl_sp1_2	blood	Adipose tissue	0.1066
