label,category,annotator_a,annotator_b,pair_category,n_shared_docs,kappa
FactorValue,experimental_design,Annotator1,Annotator2,MultiHuman annotator vs. MultiHuman annotator,2,0.0
FractionIdentifier,experimental_design,Annotator1,Annotator2,MultiHuman annotator vs. MultiHuman annotator,2,
FractionationFraction,experimental_design,Annotator1,Annotator2,MultiHuman annotator vs. MultiHuman annotator,2,
FractionationMethod,technical,Annotator1,Annotator2,MultiHuman annotator vs. MultiHuman annotator,2,
FragmentMassTolerance,technical,Annotator1,Annotator2,MultiHuman annotator vs. MultiHuman annotator,2,1.0
FragmentationMethod,technical,Annotator1,Annotator2,MultiHuman annotator vs. MultiHuman annotator,2,
GradientTime,technical,Annotator1,Annotator2,MultiHuman annotator vs. MultiHuman annotator,2,
Instrument,technical,Annotator1,Annotator2,MultiHuman annotator vs. MultiHuman annotator,2,
IonizationType,technical,Annotator1,Annotator2,MultiHuman annotator vs. MultiHuman annotator,2,
Label,technical,Annotator1,Annotator2,MultiHuman annotator vs. MultiHuman annotator,2,
MS2MassAnalyzer,technical,Annotator1,Annotator2,MultiHuman annotator vs. MultiHuman annotator,2,1.0
Modification,technical,Annotator1,Annotator2,MultiHuman annotator vs. MultiHuman annotator,2,1.0
NumberOfBiologicalReplicates,experimental_design,Annotator1,Annotator2,MultiHuman annotator vs. MultiHuman annotator,2,
NumberOfFractions,experimental_design,Annotator1,Annotator2,MultiHuman annotator vs. MultiHuman annotator,2,
NumberOfMissedCleavages,technical,Annotator1,Annotator2,MultiHuman annotator vs. MultiHuman annotator,2,1.0
NumberOfSamples,experimental_design,Annotator1,Annotator2,MultiHuman annotator vs. MultiHuman annotator,2,0.0
NumberOfTechnicalReplicates,experimental_design,Annotator1,Annotator2,MultiHuman annotator vs. MultiHuman annotator,2,
Organism,biological,Annotator1,Annotator2,MultiHuman annotator vs. MultiHuman annotator,2,
OrganismPart,biological,Annotator1,Annotator2,MultiHuman annotator vs. MultiHuman annotator,2,0.0
PooledSample,biological,Annotator1,Annotator2,MultiHuman annotator vs. MultiHuman annotator,2,
PrecursorMassTolerance,technical,Annotator1,Annotator2,MultiHuman annotator vs. MultiHuman annotator,2,1.0
ReductionReagent,technical,Annotator1,Annotator2,MultiHuman annotator vs. MultiHuman annotator,2,1.0
SampleTreatment,experimental_design,Annotator1,Annotator2,MultiHuman annotator vs. MultiHuman annotator,2,0.0
SamplingTime,experimental_design,Annotator1,Annotator2,MultiHuman annotator vs. MultiHuman annotator,2,
Separation,technical,Annotator1,Annotator2,MultiHuman annotator vs. MultiHuman annotator,2,
Sex,biological,Annotator1,Annotator2,MultiHuman annotator vs. MultiHuman annotator,2,
Staining,biological,Annotator1,Annotator2,MultiHuman annotator vs. MultiHuman annotator,2,
Strain,biological,Annotator1,Annotator2,MultiHuman annotator vs. MultiHuman annotator,2,
SupplementaryFile,technical,Annotator1,Annotator2,MultiHuman annotator vs. MultiHuman annotator,2,1.0
Time,experimental_design,Annotator1,Annotator2,MultiHuman annotator vs. MultiHuman annotator,2,
Treatment,biological,Annotator1,Annotator2,MultiHuman annotator vs. MultiHuman annotator,2,0.0
AcquisitionMethod,technical,Annotator1,Annotator3,MultiHuman annotator vs. MultiHuman annotator,2,
Age,biological,Annotator1,Annotator3,MultiHuman annotator vs. MultiHuman annotator,2,
AlkylationReagent,technical,Annotator1,Annotator3,MultiHuman annotator vs. MultiHuman annotator,2,0.0
CellLine,biological,Annotator1,Annotator3,MultiHuman annotator vs. MultiHuman annotator,2,
CellType,biological,Annotator1,Annotator3,MultiHuman annotator vs. MultiHuman annotator,2,0.0
Chromatography,technical,Annotator1,Annotator3,MultiHuman annotator vs. MultiHuman annotator,2,0.0
CleavageAgent,technical,Annotator1,Annotator3,MultiHuman annotator vs. MultiHuman annotator,2,0.0
CollisionEnergy,technical,Annotator1,Annotator3,MultiHuman annotator vs. MultiHuman annotator,2,0.0
Compound,biological,Annotator1,Annotator3,MultiHuman annotator vs. MultiHuman annotator,2,
Disease,biological,Annotator1,Annotator3,MultiHuman annotator vs. MultiHuman annotator,2,1.0
EnrichmentMethod,technical,Annotator1,Annotator3,MultiHuman annotator vs. MultiHuman annotator,2,
FactorValue,experimental_design,Annotator1,Annotator3,MultiHuman annotator vs. MultiHuman annotator,2,0.0
FractionIdentifier,experimental_design,Annotator1,Annotator3,MultiHuman annotator vs. MultiHuman annotator,2,0.0
FractionationFraction,experimental_design,Annotator1,Annotator3,MultiHuman annotator vs. MultiHuman annotator,2,
FractionationMethod,technical,Annotator1,Annotator3,MultiHuman annotator vs. MultiHuman annotator,2,1.0
FragmentMassTolerance,technical,Annotator1,Annotator3,MultiHuman annotator vs. MultiHuman annotator,2,
FragmentationMethod,technical,Annotator1,Annotator3,MultiHuman annotator vs. MultiHuman annotator,2,0.0
GradientTime,technical,Annotator1,Annotator3,MultiHuman annotator vs. MultiHuman annotator,2,0.0
Instrument,technical,Annotator1,Annotator3,MultiHuman annotator vs. MultiHuman annotator,2,
IonizationType,technical,Annotator1,Annotator3,MultiHuman annotator vs. MultiHuman annotator,2,1.0
Label,technical,Annotator1,Annotator3,MultiHuman annotator vs. MultiHuman annotator,2,1.0
MS2MassAnalyzer,technical,Annotator1,Annotator3,MultiHuman annotator vs. MultiHuman annotator,2,
Modification,technical,Annotator1,Annotator3,MultiHuman annotator vs. MultiHuman annotator,2,1.0
NumberOfBiologicalReplicates,experimental_design,Annotator1,Annotator3,MultiHuman annotator vs. MultiHuman annotator,2,
NumberOfFractions,experimental_design,Annotator1,Annotator3,MultiHuman annotator vs. MultiHuman annotator,2,0.0
NumberOfMissedCleavages,technical,Annotator1,Annotator3,MultiHuman annotator vs. MultiHuman annotator,2,0.0
NumberOfSamples,experimental_design,Annotator1,Annotator3,MultiHuman annotator vs. MultiHuman annotator,2,1.0
NumberOfTechnicalReplicates,experimental_design,Annotator1,Annotator3,MultiHuman annotator vs. MultiHuman annotator,2,
Organism,biological,Annotator1,Annotator3,MultiHuman annotator vs. MultiHuman annotator,2,0.0
OrganismPart,biological,Annotator1,Annotator3,MultiHuman annotator vs. MultiHuman annotator,2,0.0
PooledSample,biological,Annotator1,Annotator3,MultiHuman annotator vs. MultiHuman annotator,2,
PrecursorMassTolerance,technical,Annotator1,Annotator3,MultiHuman annotator vs. MultiHuman annotator,2,1.0
ReductionReagent,technical,Annotator1,Annotator3,MultiHuman annotator vs. MultiHuman annotator,2,0.0
SampleTreatment,experimental_design,Annotator1,Annotator3,MultiHuman annotator vs. MultiHuman annotator,2,
SamplingTime,experimental_design,Annotator1,Annotator3,MultiHuman annotator vs. MultiHuman annotator,2,
Separation,technical,Annotator1,Annotator3,MultiHuman annotator vs. MultiHuman annotator,2,0.0
Sex,biological,Annotator1,Annotator3,MultiHuman annotator vs. MultiHuman annotator,2,0.0
Staining,biological,Annotator1,Annotator3,MultiHuman annotator vs. MultiHuman annotator,2,
Strain,biological,Annotator1,Annotator3,MultiHuman annotator vs. MultiHuman annotator,2,
SupplementaryFile,technical,Annotator1,Annotator3,MultiHuman annotator vs. MultiHuman annotator,2,
Time,experimental_design,Annotator1,Annotator3,MultiHuman annotator vs. MultiHuman annotator,2,
Treatment,biological,Annotator1,Annotator3,MultiHuman annotator vs. MultiHuman annotator,2,
AcquisitionMethod,technical,Annotator1,Annotator4,MultiHuman annotator vs. MultiHuman annotator,0,
Age,biological,Annotator1,Annotator4,MultiHuman annotator vs. MultiHuman annotator,0,
AlkylationReagent,technical,Annotator1,Annotator4,MultiHuman annotator vs. MultiHuman annotator,0,
CellLine,biological,Annotator1,Annotator4,MultiHuman annotator vs. MultiHuman annotator,0,
CellType,biological,Annotator1,Annotator4,MultiHuman annotator vs. MultiHuman annotator,0,
Chromatography,technical,Annotator1,Annotator4,MultiHuman annotator vs. MultiHuman annotator,0,
CleavageAgent,technical,Annotator1,Annotator4,MultiHuman annotator vs. MultiHuman annotator,0,
CollisionEnergy,technical,Annotator1,Annotator4,MultiHuman annotator vs. MultiHuman annotator,0,
Compound,biological,Annotator1,Annotator4,MultiHuman annotator vs. MultiHuman annotator,0,
Disease,biological,Annotator1,Annotator4,MultiHuman annotator vs. MultiHuman annotator,0,
EnrichmentMethod,technical,Annotator1,Annotator4,MultiHuman annotator vs. MultiHuman annotator,0,
FactorValue,experimental_design,Annotator1,Annotator4,MultiHuman annotator vs. MultiHuman annotator,0,
FractionIdentifier,experimental_design,Annotator1,Annotator4,MultiHuman annotator vs. MultiHuman annotator,0,
FractionationFraction,experimental_design,Annotator1,Annotator4,MultiHuman annotator vs. MultiHuman annotator,0,
FractionationMethod,technical,Annotator1,Annotator4,MultiHuman annotator vs. MultiHuman annotator,0,
FragmentMassTolerance,technical,Annotator1,Annotator4,MultiHuman annotator vs. MultiHuman annotator,0,
FragmentationMethod,technical,Annotator1,Annotator4,MultiHuman annotator vs. MultiHuman annotator,0,
GradientTime,technical,Annotator1,Annotator4,MultiHuman annotator vs. MultiHuman annotator,0,
Instrument,technical,Annotator1,Annotator4,MultiHuman annotator vs. MultiHuman annotator,0,
IonizationType,technical,Annotator1,Annotator4,MultiHuman annotator vs. MultiHuman annotator,0,
Label,technical,Annotator1,Annotator4,MultiHuman annotator vs. MultiHuman annotator,0,
MS2MassAnalyzer,technical,Annotator1,Annotator4,MultiHuman annotator vs. MultiHuman annotator,0,
Modification,technical,Annotator1,Annotator4,MultiHuman annotator vs. MultiHuman annotator,0,
NumberOfBiologicalReplicates,experimental_design,Annotator1,Annotator4,MultiHuman annotator vs. MultiHuman annotator,0,
NumberOfFractions,experimental_design,Annotator1,Annotator4,MultiHuman annotator vs. MultiHuman annotator,0,
NumberOfMissedCleavages,technical,Annotator1,Annotator4,MultiHuman annotator vs. MultiHuman annotator,0,
NumberOfSamples,experimental_design,Annotator1,Annotator4,MultiHuman annotator vs. MultiHuman annotator,0,
NumberOfTechnicalReplicates,experimental_design,Annotator1,Annotator4,MultiHuman annotator vs. MultiHuman annotator,0,
Organism,biological,Annotator1,Annotator4,MultiHuman annotator vs. MultiHuman annotator,0,
OrganismPart,biological,Annotator1,Annotator4,MultiHuman annotator vs. MultiHuman annotator,0,
PooledSample,biological,Annotator1,Annotator4,MultiHuman annotator vs. MultiHuman annotator,0,
PrecursorMassTolerance,technical,Annotator1,Annotator4,MultiHuman annotator vs. MultiHuman annotator,0,
ReductionReagent,technical,Annotator1,Annotator4,MultiHuman annotator vs. MultiHuman annotator,0,
SampleTreatment,experimental_design,Annotator1,Annotator4,MultiHuman annotator vs. MultiHuman annotator,0,
SamplingTime,experimental_design,Annotator1,Annotator4,MultiHuman annotator vs. MultiHuman annotator,0,
Separation,technical,Annotator1,Annotator4,MultiHuman annotator vs. MultiHuman annotator,0,
Sex,biological,Annotator1,Annotator4,MultiHuman annotator vs. MultiHuman annotator,0,
Staining,biological,Annotator1,Annotator4,MultiHuman annotator vs. MultiHuman annotator,0,
Strain,biological,Annotator1,Annotator4,MultiHuman annotator vs. MultiHuman annotator,0,
SupplementaryFile,technical,Annotator1,Annotator4,MultiHuman annotator vs. MultiHuman annotator,0,
Time,experimental_design,Annotator1,Annotator4,MultiHuman annotator vs. MultiHuman annotator,0,
Treatment,biological,Annotator1,Annotator4,MultiHuman annotator vs. MultiHuman annotator,0,
AcquisitionMethod,technical,Annotator1,Annotator5,MultiHuman annotator vs. MultiHuman annotator,4,1.0
Age,biological,Annotator1,Annotator5,MultiHuman annotator vs. MultiHuman annotator,4,0.0
AlkylationReagent,technical,Annotator1,Annotator5,MultiHuman annotator vs. MultiHuman annotator,4,1.0
CellLine,biological,Annotator1,Annotator5,MultiHuman annotator vs. MultiHuman annotator,4,0.0
CellType,biological,Annotator1,Annotator5,MultiHuman annotator vs. MultiHuman annotator,4,
Chromatography,technical,Annotator1,Annotator5,MultiHuman annotator vs. MultiHuman annotator,4,1.0
CleavageAgent,technical,Annotator1,Annotator5,MultiHuman annotator vs. MultiHuman annotator,4,1.0
CollisionEnergy,technical,Annotator1,Annotator5,MultiHuman annotator vs. MultiHuman annotator,4,
Compound,biological,Annotator1,Annotator5,MultiHuman annotator vs. MultiHuman annotator,4,0.0
Disease,biological,Annotator1,Annotator5,MultiHuman annotator vs. MultiHuman annotator,4,0.2
EnrichmentMethod,technical,Annotator1,Annotator5,MultiHuman annotator vs. MultiHuman annotator,4,0.0
FactorValue,experimental_design,Annotator1,Annotator5,MultiHuman annotator vs. MultiHuman annotator,4,1.0
FractionIdentifier,experimental_design,Annotator1,Annotator5,MultiHuman annotator vs. MultiHuman annotator,4,
FractionationFraction,experimental_design,Annotator1,Annotator5,MultiHuman annotator vs. MultiHuman annotator,4,
FractionationMethod,technical,Annotator1,Annotator5,MultiHuman annotator vs. MultiHuman annotator,4,
FragmentMassTolerance,technical,Annotator1,Annotator5,MultiHuman annotator vs. MultiHuman annotator,4,0.0
FragmentationMethod,technical,Annotator1,Annotator5,MultiHuman annotator vs. MultiHuman annotator,4,0.0
GradientTime,technical,Annotator1,Annotator5,MultiHuman annotator vs. MultiHuman annotator,4,0.0
Instrument,technical,Annotator1,Annotator5,MultiHuman annotator vs. MultiHuman annotator,4,
IonizationType,technical,Annotator1,Annotator5,MultiHuman annotator vs. MultiHuman annotator,4,0.5
Label,technical,Annotator1,Annotator5,MultiHuman annotator vs. MultiHuman annotator,4,0.0
MS2MassAnalyzer,technical,Annotator1,Annotator5,MultiHuman annotator vs. MultiHuman annotator,4,
Modification,technical,Annotator1,Annotator5,MultiHuman annotator vs. MultiHuman annotator,4,1.0
NumberOfBiologicalReplicates,experimental_design,Annotator1,Annotator5,MultiHuman annotator vs. MultiHuman annotator,4,
NumberOfFractions,experimental_design,Annotator1,Annotator5,MultiHuman annotator vs. MultiHuman annotator,4,
NumberOfMissedCleavages,technical,Annotator1,Annotator5,MultiHuman annotator vs. MultiHuman annotator,4,0.0
NumberOfSamples,experimental_design,Annotator1,Annotator5,MultiHuman annotator vs. MultiHuman annotator,4,0.0
NumberOfTechnicalReplicates,experimental_design,Annotator1,Annotator5,MultiHuman annotator vs. MultiHuman annotator,4,
Organism,biological,Annotator1,Annotator5,MultiHuman annotator vs. MultiHuman annotator,4,-0.5
OrganismPart,biological,Annotator1,Annotator5,MultiHuman annotator vs. MultiHuman annotator,4,0.0
PooledSample,biological,Annotator1,Annotator5,MultiHuman annotator vs. MultiHuman annotator,4,
PrecursorMassTolerance,technical,Annotator1,Annotator5,MultiHuman annotator vs. MultiHuman annotator,4,0.0
ReductionReagent,technical,Annotator1,Annotator5,MultiHuman annotator vs. MultiHuman annotator,4,1.0
SampleTreatment,experimental_design,Annotator1,Annotator5,MultiHuman annotator vs. MultiHuman annotator,4,0.0
SamplingTime,experimental_design,Annotator1,Annotator5,MultiHuman annotator vs. MultiHuman annotator,4,0.0
Separation,technical,Annotator1,Annotator5,MultiHuman annotator vs. MultiHuman annotator,4,0.0
Sex,biological,Annotator1,Annotator5,MultiHuman annotator vs. MultiHuman annotator,4,0.0
Staining,biological,Annotator1,Annotator5,MultiHuman annotator vs. MultiHuman annotator,4,0.0
Strain,biological,Annotator1,Annotator5,MultiHuman annotator vs. MultiHuman annotator,4,
SupplementaryFile,technical,Annotator1,Annotator5,MultiHuman annotator vs. MultiHuman annotator,4,
Time,experimental_design,Annotator1,Annotator5,MultiHuman annotator vs. MultiHuman annotator,4,
Treatment,biological,Annotator1,Annotator5,MultiHuman annotator vs. MultiHuman annotator,4,0.0
AcquisitionMethod,technical,Annotator1,Annotator6,MultiHuman annotator vs. MultiHuman annotator,4,1.0
Age,biological,Annotator1,Annotator6,MultiHuman annotator vs. MultiHuman annotator,4,
AlkylationReagent,technical,Annotator1,Annotator6,MultiHuman annotator vs. MultiHuman annotator,4,0.5
CellLine,biological,Annotator1,Annotator6,MultiHuman annotator vs. MultiHuman annotator,4,1.0
CellType,biological,Annotator1,Annotator6,MultiHuman annotator vs. MultiHuman annotator,4,0.0
