pxd,cohort,field,kind,score,category,old_values,new_values
PXD005755,with_methods,technical_replicate,numeric,0.0,agree,"[""3""]","[""3""]"
PXD005755,with_methods,experimental_design,exact,1.0,agree,"[""case vs control""]","[""case vs control""]"
PXD005755,with_methods,factor_value,lin,0.8793664346775232,partial,"[""t2dm vs non-diabetic control""]","[""diabetic status""]"
PXD005755,with_methods,number_of_technical_replicates,numeric,0.0,agree,"[""3""]","[""3""]"
PXD005755,with_methods,number_of_biological_replicates,numeric,0.0,agree,"[""17""]","[""17""]"
PXD005755,with_methods,number_of_samples,numeric,0.0,agree,"[""17""]","[""17""]"
PXD005755,with_methods,technology_type,lin,1.0,agree,"[""shotgun proteomics""]","[""shotgun proteomics""]"
PXD006178,abstract_only,experimental_design,exact,1.0,agree,"[""treated vs control""]","[""treated vs control""]"
PXD006178,abstract_only,factor_value,lin,1.0,agree,"[""genistein vs control""]","[""genistein""]"
PXD006178,abstract_only,technology_type,lin,1.0,agree,"[""tmt-based quantitative proteomics""]","[""shotgun proteomics""]"
PXD006335,with_methods,experimental_design,exact,1.0,agree,"[""treated vs control""]","[""treated vs control""]"
PXD006335,with_methods,technology_type,lin,1.0,agree,"[""affinity purification coupled with mass spectrometry proteomics""]","[""affinity purification coupled with mass spectrometry proteomics"", ""shotgun proteomics""]"
PXD006465,abstract_only,technology_type,lin,1.0,agree,"[""shotgun proteomics""]","[""gel-based experiment"", ""shotgun proteomics""]"
PXD006572,abstract_only,experimental_design,exact,0.0,disagree,"[""cross-sectional""]","[""case vs control""]"
PXD006572,abstract_only,factor_value,lin,0.0,disagree,"[""age group"", ""disease status""]","[""b-cll cells vs b cells from younger and elderly healthy donors""]"
PXD006572,abstract_only,technology_type,lin,0.9663632996183132,partial,"[""proteomics""]","[""shotgun proteomics""]"
PXD006672,abstract_only,experimental_design,exact,1.0,agree,"[""treated vs control""]","[""treated vs control""]"
PXD006672,abstract_only,factor_value,lin,0.0,disagree,"[""chronic cigarette smoke exposure""]","[""cigarette smoke condensate""]"
PXD006672,abstract_only,technology_type,lin,0.9663632996183132,partial,"[""quantitative phosphoproteomic analysis""]","[""shotgun proteomics"", ""silac""]"
PXD006776,with_methods,biological_replicate,numeric,0.0,agree,"[""6""]","[""6""]"
PXD006776,with_methods,experimental_design,exact,1.0,agree,"[""treated vs control""]","[""treated vs control""]"
PXD006776,with_methods,factor_value,lin,0.0,disagree,"[""low-stage vs high-stage"", ""tumor vs normal""]","[""tumor vs normal mucosa""]"
PXD006776,with_methods,number_of_biological_replicates,numeric,0.0,agree,"[""6""]","[""6""]"
PXD006776,with_methods,number_of_samples,numeric,0.0,agree,"[""12""]","[""12""]"
PXD006776,with_methods,technology_type,lin,0.9663632996183132,partial,"[""bottom-up proteomics""]","[""shotgun proteomics""]"
PXD006911,with_methods,experimental_design,exact,0.0,disagree,"[""case vs control""]","[""treated vs control""]"
PXD006911,with_methods,factor_value,lin,1.0,agree,"[""af vs sr""]","[""af vs sr""]"
PXD006911,with_methods,number_of_biological_replicates,numeric,0.0,agree,"[""62""]","[""62""]"
PXD006911,with_methods,number_of_samples,numeric,0.0,agree,"[""62""]","[""62""]"
PXD006911,with_methods,technology_type,lin,0.0003945309329985463,disagree,"[""itraq""]","[""shotgun proteomics""]"
PXD007153,abstract_only,experimental_design,exact,1.0,agree,"[""treated vs control""]","[""treated vs control""]"
PXD007153,abstract_only,factor_value,lin,1.0,agree,"[""h2o2 treatment""]","[""h2o2 treatment""]"
PXD007153,abstract_only,technology_type,lin,0.9663632996183132,partial,"[""chemoproteomics""]","[""shotgun proteomics""]"
PXD007271,with_methods,experimental_design,exact,1.0,agree,"[""treated vs control""]","[""treated vs control""]"
PXD007271,with_methods,factor_value,lin,0.0,disagree,"[""treatment""]","[""csde1 knockdown""]"
PXD007271,with_methods,technology_type,lin,1.0,agree,"[""affinity purification coupled with mass spectrometry proteomics""]","[""affinity purification coupled with mass spectrometry proteomics""]"
PXD007662,abstract_only,number_of_samples,numeric,42.0,disagree,"[""6""]","[""48""]"
PXD007846,abstract_only,experimental_design,exact,0.0,disagree,"[""treated vs control""]","[""cross-sectional""]"
PXD007846,abstract_only,factor_value,lin,,,"[""edta-plasma vs heparin-plasma""]","[""edta-plasma vs heparin-plasma""]"
PXD007846,abstract_only,number_of_biological_replicates,numeric,0.0,agree,"[""20""]","[""20""]"
PXD007846,abstract_only,number_of_samples,numeric,20.0,disagree,"[""20""]","[""40""]"
PXD007846,abstract_only,technology_type,lin,0.9663632996183132,partial,"[""shotgun proteomics""]","[""bottom-up proteomics""]"
PXD007975,with_methods,experimental_design,exact,0.0,disagree,"[""case vs control""]","[""cross-sectional""]"
PXD007975,with_methods,factor_value,lin,,,"[""healthy vs chb vs hbv-aclf""]","[""healthy control, chb, hbv-aclf""]"
PXD007975,with_methods,number_of_fractions,numeric,0.0,agree,"[""14""]","[""14""]"
PXD007975,with_methods,number_of_biological_replicates,numeric,40.0,disagree,"[""20""]","[""60""]"
PXD007975,with_methods,number_of_samples,numeric,0.0,agree,"[""12""]","[""12""]"
PXD007975,with_methods,technology_type,lin,0.9831816498091566,partial,"[""bottom-up proteomics"", ""itraq-based quantitative proteomics""]","[""shotgun proteomics""]"
PXD008079,abstract_only,experimental_design,exact,1.0,agree,"[""treated vs control""]","[""treated vs control""]"
PXD008079,abstract_only,factor_value,lin,,,"[""past p. falciparum-infected placentas""]","[""infected vs control""]"
PXD008079,abstract_only,technology_type,lin,0.9663632996183132,partial,"[""proteomics""]","[""shotgun proteomics"", ""tmt""]"
PXD008197,abstract_only,technology_type,lin,1.0,agree,"[""affinity purification coupled with mass spectrometry proteomics""]","[""affinity purification coupled with mass spectrometry proteomics""]"
PXD008338,abstract_only,technology_type,lin,1.0,agree,"[""shotgun proteomics""]","[""shotgun proteomics""]"
PXD008493,with_methods,biological_replicate,numeric,0.0,agree,"[""3""]","[""3""]"
PXD008493,with_methods,experimental_design,exact,0.0,disagree,"[""treated vs control""]","[""cross-sectional""]"
PXD008493,with_methods,factor_value,lin,1.79087882642036e-05,disagree,"[""digestion method"", ""tissue type""]","[""sample preparation method""]"
PXD008493,with_methods,number_of_biological_replicates,numeric,0.0,agree,"[""3""]","[""3""]"
PXD008493,with_methods,number_of_samples,numeric,3.0,disagree,"[""9""]","[""12""]"
PXD008493,with_methods,technology_type,lin,1.0,agree,"[""shotgun proteomics"", ""targeted proteomics""]","[""shotgun proteomics"", ""targeted proteomics""]"
PXD008584,with_methods,experimental_design,exact,1.0,agree,"[""time course""]","[""time course""]"
PXD008584,with_methods,factor_value,lin,1.6552695140765584e-05,disagree,"[""scrna21 vs scrambled circrna vs pbs""]","[""time""]"
PXD008584,with_methods,number_of_samples,numeric,0.0,agree,"[""10""]","[""10""]"
PXD008584,with_methods,technology_type,lin,0.0003382729301403422,disagree,"[""tmt labeling proteomics""]","[""shotgun proteomics""]"
PXD008722,with_methods,biological_replicate,numeric,0.0,agree,"[""7""]","[""7""]"
PXD008722,with_methods,technical_replicate,numeric,0.0,agree,"[""0""]","[""0""]"
PXD008722,with_methods,experimental_design,exact,0.0,disagree,"[""cross-sectional""]","[""case vs control""]"
PXD008722,with_methods,factor_value,lin,1.0,agree,"[""cardiac chamber""]","[""cardiac chamber""]"
PXD008722,with_methods,number_of_fractions,numeric,0.0,agree,"[""12""]","[""12""]"
PXD008722,with_methods,number_of_technical_replicates,numeric,0.0,agree,"[""0""]","[""0""]"
PXD008722,with_methods,number_of_biological_replicates,numeric,0.0,agree,"[""7""]","[""7""]"
PXD008722,with_methods,number_of_samples,numeric,0.0,agree,"[""21""]","[""21""]"
PXD008722,with_methods,technology_type,lin,0.9663632996183132,partial,"[""bottom-up proteomics""]","[""shotgun proteomics""]"
PXD008925,with_methods,biological_replicate,numeric,0.0,agree,"[""3""]","[""3""]"
PXD008925,with_methods,experimental_design,exact,1.0,agree,"[""treated vs control""]","[""treated vs control""]"
PXD008925,with_methods,factor_value,lin,,,"[""ve-821 treatment and gamma irradiation""]","[""treatment""]"
PXD008925,with_methods,number_of_fractions,numeric,0.0,agree,"[""22""]","[""22""]"
PXD008925,with_methods,number_of_biological_replicates,numeric,0.0,agree,"[""3""]","[""3""]"
PXD008925,with_methods,number_of_samples,numeric,3.0,disagree,"[""12"", ""6""]","[""3""]"
PXD008925,with_methods,technology_type,lin,1.0,agree,"[""phosphoproteomics"", ""shotgun proteomics""]","[""quantitative proteomics"", ""shotgun proteomics"", ""silac""]"
PXD008992,abstract_only,experimental_design,exact,0.0,disagree,"[""treated vs control""]","[""time course""]"
PXD008992,abstract_only,factor_value,lin,,,"[""gluten-free diet vs gluten provocation""]","[""treatment vs provocation""]"
PXD008992,abstract_only,number_of_biological_replicates,numeric,4.0,disagree,"[""10"", ""4""]","[""14""]"
PXD008992,abstract_only,number_of_samples,numeric,14.0,disagree,"[""14""]","[""28""]"
PXD008992,abstract_only,technology_type,lin,0.9663632996183132,partial,"[""bottom-up proteomics""]","[""shotgun proteomics""]"
PXD009110,abstract_only,technology_type,lin,0.9663632996183132,partial,"[""quantitative proteomics""]","[""shotgun proteomics""]"
PXD009174,abstract_only,experimental_design,exact,1.0,agree,"[""time course"", ""treated vs control""]","[""time course"", ""treated vs control""]"
PXD009174,abstract_only,factor_value,lin,1.676283574196419e-05,disagree,"[""tnf\u03b1 vs il-1\u03b2"", ""treated vs control""]","[""il-1\u03b2"", ""mock"", ""tnf\u03b1""]"
PXD009174,abstract_only,technology_type,lin,1.0,agree,"[""affinity purification coupled with mass spectrometry proteomics"", ""shotgun proteomics""]","[""shotgun proteomics""]"
PXD009254,with_methods,number_of_samples,numeric,0.0,agree,"[""12""]","[""12""]"
PXD009254,with_methods,technology_type,lin,0.9663632996183132,partial,"[""bottom-up proteomics""]","[""shotgun proteomics""]"
PXD009302,abstract_only,technology_type,lin,1.0,agree,"[""affinity purification coupled with mass spectrometry proteomics""]","[""affinity purification coupled with mass spectrometry proteomics"", ""shotgun proteomics""]"
PXD009360,with_methods,experimental_design,exact,0.0,disagree,"[""case vs control""]","[""treated vs control""]"
PXD009360,with_methods,factor_value,lin,2.013354188697118e-05,disagree,"[""sle vs healthy""]","[""treatment""]"
PXD009360,with_methods,number_of_biological_replicates,numeric,3.0,disagree,"[""6"", ""8""]","[""3""]"
PXD009360,with_methods,number_of_samples,numeric,0.0,agree,"[""14""]","[""14""]"
PXD009360,with_methods,technology_type,lin,1.0,agree,"[""affinity purification coupled with mass spectrometry proteomics""]","[""shotgun proteomics""]"
PXD009442,abstract_only,experimental_design,exact,1.0,agree,"[""treated vs control""]","[""treated vs control""]"
PXD009442,abstract_only,factor_value,lin,0.0,disagree,"[""linezolid treatment""]","[""csc and chemoresistant cells""]"
PXD009515,abstract_only,technology_type,lin,1.0,agree,"[""targeted proteomics""]","[""bottom-up proteomics"", ""targeted proteomics""]"
PXD009592,with_methods,experimental_design,exact,1.0,agree,"[""time course""]","[""time course"", ""treated vs control""]"
PXD009592,with_methods,technology_type,lin,0.9663632996183132,partial,"[""top-down proteomics""]","[""affinity purification coupled with mass spectrometry proteomics""]"
PXD009709,with_methods,experimental_design,exact,1.0,agree,"[""case vs control""]","[""case vs control""]"
PXD009709,with_methods,factor_value,lin,1.0,agree,"[""healthy vs proteinuria""]","[""healthy vs proteinuria""]"
PXD009709,with_methods,number_of_biological_replicates,numeric,0.0,agree,"[""5""]","[""5""]"
PXD009709,with_methods,number_of_samples,numeric,0.0,agree,"[""5""]","[""5""]"
PXD009709,with_methods,technology_type,lin,1.0,agree,"[""shotgun proteomics""]","[""shotgun proteomics""]"
PXD009781,abstract_only,experimental_design,exact,1.0,agree,"[""case vs control"", ""cross-sectional""]","[""case vs control""]"
PXD009781,abstract_only,factor_value,lin,1.0,agree,"[""sex""]","[""sex""]"
PXD009781,abstract_only,technology_type,lin,1.0,agree,"[""shotgun proteomics""]","[""shotgun proteomics""]"
PXD009916,abstract_only,technology_type,lin,0.9663632996183132,partial,"[""quantitative proteomics""]","[""shotgun proteomics""]"
PXD009996,abstract_only,experimental_design,exact,1.0,agree,"[""time course""]","[""time course""]"
PXD009996,abstract_only,factor_value,lin,0.10581693361991203,disagree,"[""time""]","[""gefitinib treatment time""]"
PXD009996,abstract_only,technology_type,lin,1.0,agree,"[""discovery phosphoproteomics""]","[""shotgun proteomics""]"
PXD010103,with_methods,biological_replicate,numeric,0.0,agree,"[""2""]","[""2"", ""3""]"
PXD010103,with_methods,experimental_design,exact,1.0,agree,"[""treated vs control""]","[""cross-sectional"", ""treated vs control""]"
PXD010103,with_methods,factor_value,lin,0.0,disagree,"[""ap-4 depletion""]","[""ap4b1 knockout vs control"", ""ap4e1 knockout vs control""]"
PXD010103,with_methods,number_of_biological_replicates,numeric,0.0,agree,"[""3""]","[""2"", ""3""]"
PXD010103,with_methods,number_of_samples,numeric,0.0,agree,"[""9""]","[""6"", ""9""]"
PXD010103,with_methods,technology_type,lin,1.0,agree,"[""shotgun proteomics""]","[""shotgun proteomics""]"
PXD010155,abstract_only,experimental_design,exact,1.0,agree,"[""dose response""]","[""dose response""]"
PXD010155,abstract_only,factor_value,lin,,,"[""induction of galnac-t2 or -t11"", ""knockout background""]","[""doxycycline concentration""]"
PXD010155,abstract_only,technology_type,lin,,,"[""quantitative o-glycoproteomics""]","[""shotgun proteomics""]"
PXD010296,abstract_only,technology_type,lin,0.9663632996183132,partial,"[""bottom-up proteomics""]","[""shotgun proteomics""]"
PXD010516,abstract_only,experimental_design,exact,1.0,agree,"[""treated vs control""]","[""treated vs control""]"
PXD010516,abstract_only,technology_type,lin,0.9663632996183132,partial,"[""bottom-up proteomics""]","[""shotgun proteomics""]"
PXD010634,with_methods,biological_replicate,numeric,0.0,agree,"[""3""]","[""3""]"
PXD010634,with_methods,experimental_design,exact,0.0,disagree,"[""dose response""]","[""treated vs control""]"
PXD010634,with_methods,factor_value,lin,,,"[""dmso, 1 nm or 100 nm imp-1088""]","[""nmt inhibitor dose and labeling method""]"
PXD010634,with_methods,number_of_fractions,numeric,0.0,agree,"[""6""]","[""6""]"
PXD010634,with_methods,number_of_technical_replicates,numeric,0.0,agree,"[""1""]","[""1""]"
PXD010634,with_methods,number_of_biological_replicates,numeric,0.0,agree,"[""3""]","[""3""]"
PXD010634,with_methods,number_of_samples,numeric,9.0,disagree,"[""9""]","[""18""]"
PXD010634,with_methods,technology_type,lin,0.9663632996183132,partial,"[""bottom-up proteomics""]","[""shotgun proteomics""]"
PXD010870,with_methods,factor_value,lin,,,"[""flag-tagged cx43tail""]","[""transfected vs untransfected""]"
PXD010870,with_methods,technology_type,lin,1.0,agree,"[""affinity purification coupled with mass spectrometry proteomics""]","[""affinity purification coupled with mass spectrometry proteomics""]"
PXD011256,with_methods,technology_type,lin,0.43895122933337194,disagree,"[""nano-liquid chromatography-tandem mass spectrometry""]","[""affinity purification coupled with mass spectrometry proteomics""]"
PXD011618,abstract_only,experimental_design,exact,1.0,agree,"[""treated vs control""]","[""treated vs control""]"
PXD011618,abstract_only,factor_value,lin,1.6279461401430464e-05,disagree,"[""er stress vs no er stress""]","[""dmso control"", ""erm-ph-bc"", ""erm-ph-sf"", ""erm-ph-te""]"
PXD011618,abstract_only,technology_type,lin,1.0,agree,"[""shotgun proteomics""]","[""top-down proteomics""]"
