pxd,cohort,old_fields,new_fields,shared_fields,earlier_only_fields,expanded_only_fields,old_values,new_values,field_jaccard,field_delta,value_delta,equivalent_pairs,hierarchical_inclusive_pairs,semantic_inclusive_pairs,equivalent_pairs_jaccard,hierarchical_inclusive_pairs_jaccard,semantic_inclusive_pairs_jaccard
PXD068665,abstract_only,5,21,4,1,17,5,39,0.18181818181818182,16,34,1,1,2,0.023255813953488372,0.023255813953488372,0.047619047619047616
PXD069084,with_methods,25,24,24,1,0,25,27,0.96,-1,2,15,15,19,0.40540540540540543,0.40540540540540543,0.5757575757575758
PXD069587,abstract_only,4,16,4,0,12,4,25,0.25,12,21,3,4,4,0.11538461538461539,0.16,0.16
PXD070477,abstract_only,11,26,10,1,16,11,32,0.37037037037037035,15,21,5,6,8,0.13157894736842105,0.16216216216216217,0.22857142857142856
PXD000218,abstract_only,9,14,8,1,6,11,21,0.5333333333333333,5,10,6,7,8,0.23076923076923078,0.28,0.3333333333333333
PXD000561,with_methods,22,26,21,1,5,40,70,0.7777777777777778,4,30,28,28,32,0.34146341463414637,0.34146341463414637,0.41025641025641024
PXD001118,with_methods,16,16,15,1,1,24,24,0.8823529411764706,0,0,15,15,20,0.45454545454545453,0.45454545454545453,0.7142857142857143
PXD001359,with_methods,17,20,16,1,4,27,38,0.7619047619047619,3,11,24,24,25,0.5853658536585366,0.5853658536585366,0.625
PXD001422,abstract_only,8,24,8,0,16,9,31,0.3333333333333333,16,22,4,4,6,0.1111111111111111,0.1111111111111111,0.17647058823529413
PXD001674,abstract_only,7,24,7,0,17,10,33,0.2916666666666667,17,23,2,2,4,0.04878048780487805,0.04878048780487805,0.10256410256410256
PXD002088,with_methods,14,20,10,4,10,20,27,0.4166666666666667,6,7,7,8,9,0.175,0.20512820512820512,0.23684210526315788
PXD002565,abstract_only,6,19,6,0,13,6,26,0.3157894736842105,13,20,5,5,6,0.18518518518518517,0.18518518518518517,0.23076923076923078
PXD002883,with_methods,29,30,29,0,1,43,55,0.9666666666666667,1,12,29,29,31,0.42028985507246375,0.42028985507246375,0.4626865671641791
PXD003132,abstract_only,2,19,2,0,17,2,25,0.10526315789473684,17,23,2,2,2,0.08,0.08,0.08
PXD003323,with_methods,29,28,28,1,0,37,37,0.9655172413793104,-1,0,25,25,28,0.5102040816326531,0.5102040816326531,0.6086956521739131
PXD003411,abstract_only,13,27,13,0,14,14,37,0.48148148148148145,14,23,11,11,13,0.275,0.275,0.34210526315789475
PXD003531,with_methods,19,17,15,4,2,26,24,0.7142857142857143,-2,-2,11,11,14,0.28205128205128205,0.28205128205128205,0.3888888888888889
PXD003668,with_methods,28,26,25,3,1,50,46,0.8620689655172413,-2,-4,30,30,34,0.45454545454545453,0.45454545454545453,0.5483870967741935
PXD004059,abstract_only,7,17,6,1,11,7,24,0.3333333333333333,10,17,4,4,4,0.14814814814814814,0.14814814814814814,0.14814814814814814
PXD004415,abstract_only,18,22,17,1,5,20,27,0.7391304347826086,4,7,13,13,15,0.38235294117647056,0.38235294117647056,0.46875
PXD004713,with_methods,22,17,17,5,0,28,22,0.7727272727272727,-5,-6,16,16,18,0.47058823529411764,0.47058823529411764,0.5625
PXD005187,with_methods,17,18,16,1,2,26,25,0.8421052631578947,1,-1,10,11,14,0.24390243902439024,0.275,0.3783783783783784
PXD005389,abstract_only,6,16,6,0,10,9,19,0.375,10,10,2,3,3,0.07692307692307693,0.12,0.12
PXD005650,abstract_only,10,23,10,0,13,10,24,0.43478260869565216,13,14,4,4,9,0.13333333333333333,0.13333333333333333,0.36
PXD005944,abstract_only,1,18,1,0,17,1,19,0.05555555555555555,17,18,1,1,1,0.05263157894736842,0.05263157894736842,0.05263157894736842
PXD006201,abstract_only,9,21,9,0,12,9,39,0.42857142857142855,12,30,7,7,8,0.17073170731707318,0.17073170731707318,0.2
PXD006386,with_methods,17,23,13,4,10,21,30,0.48148148148148145,6,9,11,11,11,0.275,0.275,0.275
PXD006497,with_methods,23,22,22,1,0,25,29,0.9565217391304348,-1,4,18,18,22,0.5,0.5,0.6875
PXD006578,abstract_only,8,28,8,0,20,12,37,0.2857142857142857,20,25,8,9,11,0.1951219512195122,0.225,0.2894736842105263
PXD006697,with_methods,21,16,16,5,0,22,21,0.7619047619047619,-5,-1,7,7,11,0.19444444444444445,0.19444444444444445,0.34375
PXD006805,abstract_only,13,18,12,1,6,17,22,0.631578947368421,5,5,10,10,11,0.3448275862068966,0.3448275862068966,0.39285714285714285
PXD007080,with_methods,18,22,18,0,4,23,29,0.8181818181818182,4,6,18,18,21,0.5294117647058824,0.5294117647058824,0.6774193548387096
PXD007165,abstract_only,2,19,2,0,17,2,28,0.10526315789473684,17,26,1,1,2,0.034482758620689655,0.034482758620689655,0.07142857142857142
PXD007543,with_methods,29,29,29,0,0,32,32,1.0,0,0,26,26,29,0.6842105263157895,0.6842105263157895,0.8285714285714286
PXD007675,with_methods,26,26,25,1,1,36,34,0.9259259259259259,0,-2,24,24,27,0.5217391304347826,0.5217391304347826,0.627906976744186
PXD007745,abstract_only,8,23,8,0,15,9,28,0.34782608695652173,15,19,5,6,8,0.15625,0.1935483870967742,0.27586206896551724
PXD007890,with_methods,11,22,11,0,11,11,24,0.5,11,13,7,9,10,0.25,0.34615384615384615,0.4
PXD008003,with_methods,31,31,30,1,1,54,53,0.9375,0,-1,40,40,43,0.5970149253731343,0.5970149253731343,0.671875
PXD008127,abstract_only,7,27,7,0,20,9,39,0.25925925925925924,20,30,7,7,8,0.17073170731707318,0.17073170731707318,0.2
PXD008217,abstract_only,8,12,6,2,6,8,16,0.42857142857142855,4,8,2,2,3,0.09090909090909091,0.09090909090909091,0.14285714285714285
PXD008440,with_methods,27,20,20,7,0,34,24,0.7407407407407407,-7,-10,15,16,18,0.3488372093023256,0.38095238095238093,0.45
PXD008518,abstract_only,2,10,2,0,8,2,12,0.2,8,10,1,1,2,0.07692307692307693,0.07692307692307693,0.16666666666666666
PXD008682,abstract_only,8,15,8,0,7,9,17,0.5333333333333333,7,8,5,6,7,0.23809523809523808,0.3,0.3684210526315789
PXD008832,with_methods,25,22,22,3,0,33,32,0.88,-3,-1,21,21,25,0.4772727272727273,0.4772727272727273,0.625
PXD008934,with_methods,24,23,23,1,0,32,33,0.9583333333333334,-1,1,20,20,25,0.4444444444444444,0.4444444444444444,0.625
PXD009021,with_methods,27,28,26,1,2,37,45,0.896551724137931,1,8,25,25,29,0.43859649122807015,0.43859649122807015,0.5471698113207547
PXD009118,with_methods,19,23,18,1,5,25,27,0.75,4,2,16,16,18,0.4444444444444444,0.4444444444444444,0.5294117647058824
PXD009196,with_methods,13,30,13,0,17,13,35,0.43333333333333335,17,22,6,6,7,0.14285714285714285,0.14285714285714285,0.17073170731707318
PXD009266,with_methods,21,19,18,3,1,22,24,0.8181818181818182,-2,2,15,15,18,0.4838709677419355,0.4838709677419355,0.6428571428571429
PXD009317,with_methods,19,22,18,1,4,22,36,0.782608695652174,3,14,9,9,15,0.1836734693877551,0.1836734693877551,0.3488372093023256
PXD009367,with_methods,25,28,25,0,3,44,45,0.8928571428571429,3,1,28,28,34,0.45901639344262296,0.45901639344262296,0.6181818181818182
PXD009453,abstract_only,12,20,12,0,8,13,32,0.6,8,19,6,6,8,0.15384615384615385,0.15384615384615385,0.21621621621621623
PXD009557,abstract_only,8,16,7,1,9,10,27,0.4117647058823529,8,17,7,7,8,0.23333333333333334,0.23333333333333334,0.27586206896551724
PXD009600,with_methods,26,23,22,4,1,33,27,0.8148148148148148,-3,-6,15,16,21,0.3333333333333333,0.36363636363636365,0.5384615384615384
PXD009724,with_methods,9,18,5,4,13,18,23,0.22727272727272727,9,5,3,3,5,0.07894736842105263,0.07894736842105263,0.1388888888888889
PXD009797,abstract_only,3,21,3,0,18,5,31,0.14285714285714285,18,26,2,2,4,0.058823529411764705,0.058823529411764705,0.125
PXD009870,abstract_only,14,22,13,1,9,15,31,0.5652173913043478,8,16,8,8,12,0.21052631578947367,0.21052631578947367,0.35294117647058826
PXD009924,with_methods,28,28,27,1,1,36,39,0.9310344827586207,0,3,29,29,33,0.6304347826086957,0.6304347826086957,0.7857142857142857
PXD010027,abstract_only,3,19,2,1,17,3,22,0.1,16,19,1,1,1,0.041666666666666664,0.041666666666666664,0.041666666666666664
PXD010124,with_methods,23,22,21,2,1,40,30,0.875,-1,-10,22,22,23,0.4583333333333333,0.4583333333333333,0.48936170212765956
PXD010210,abstract_only,3,18,3,0,15,3,21,0.16666666666666666,15,18,2,2,2,0.09090909090909091,0.09090909090909091,0.09090909090909091
PXD010372,with_methods,29,23,23,6,0,43,37,0.7931034482758621,-6,-6,32,32,32,0.6666666666666666,0.6666666666666666,0.6666666666666666
PXD010527,with_methods,9,17,9,0,8,16,24,0.5294117647058824,8,8,10,11,12,0.3333333333333333,0.3793103448275862,0.42857142857142855
PXD010698,abstract_only,11,25,11,0,14,14,28,0.44,14,14,8,8,9,0.23529411764705882,0.23529411764705882,0.2727272727272727
PXD010942,with_methods,26,26,26,0,0,30,40,1.0,0,10,22,22,28,0.4583333333333333,0.4583333333333333,0.6666666666666666
PXD011152,abstract_only,9,18,9,0,9,9,19,0.5,9,10,5,6,6,0.21739130434782608,0.2727272727272727,0.2727272727272727
PXD011309,with_methods,31,26,26,5,0,36,35,0.8387096774193549,-5,-1,23,24,27,0.4791666666666667,0.5106382978723404,0.6136363636363636
PXD011960,abstract_only,9,19,9,0,10,9,29,0.47368421052631576,10,20,4,4,6,0.11764705882352941,0.11764705882352941,0.1875
PXD016273,abstract_only,12,21,12,0,9,12,26,0.5714285714285714,9,14,6,6,10,0.1875,0.1875,0.35714285714285715
PXD020352,abstract_only,11,26,11,0,15,13,32,0.4230769230769231,15,19,6,6,7,0.15384615384615385,0.15384615384615385,0.18421052631578946
PXD030804,abstract_only,6,12,6,0,6,6,15,0.5,6,9,5,5,6,0.3125,0.3125,0.4
PXD037654,with_methods,22,23,22,0,1,24,29,0.9565217391304348,1,5,19,19,21,0.5588235294117647,0.5588235294117647,0.65625
PXD046414,abstract_only,4,16,4,0,12,4,23,0.25,12,19,1,1,2,0.038461538461538464,0.038461538461538464,0.08
PXD046500,with_methods,25,27,24,1,3,30,36,0.8571428571428571,2,6,24,24,24,0.5714285714285714,0.5714285714285714,0.5714285714285714
PXD046587,abstract_only,7,17,6,1,11,7,18,0.3333333333333333,10,11,2,2,5,0.08695652173913043,0.08695652173913043,0.25
PXD046731,abstract_only,11,20,9,2,11,12,26,0.4090909090909091,9,14,7,7,9,0.22580645161290322,0.22580645161290322,0.3103448275862069
PXD046787,abstract_only,5,18,5,0,13,6,23,0.2777777777777778,13,17,0,0,2,0.0,0.0,0.07407407407407407
PXD046856,abstract_only,2,23,2,0,21,2,27,0.08695652173913043,21,25,1,1,1,0.03571428571428571,0.03571428571428571,0.03571428571428571
PXD047005,abstract_only,8,15,4,4,11,8,22,0.21052631578947367,7,14,2,2,4,0.07142857142857142,0.07142857142857142,0.15384615384615385
PXD047062,with_methods,30,23,23,7,0,32,26,0.7666666666666667,-7,-6,18,18,20,0.45,0.45,0.5263157894736842
PXD047157,with_methods,23,22,22,1,0,36,39,0.9565217391304348,-1,3,30,30,31,0.6666666666666666,0.6666666666666666,0.7045454545454546
PXD047271,abstract_only,1,19,1,0,18,1,20,0.05263157894736842,18,19,1,1,1,0.05,0.05,0.05
PXD047413,with_methods,7,20,7,0,13,7,24,0.35,13,17,4,4,6,0.14814814814814814,0.14814814814814814,0.24
PXD047566,abstract_only,2,19,2,0,17,2,22,0.10526315789473684,17,20,2,2,2,0.09090909090909091,0.09090909090909091,0.09090909090909091
PXD047725,abstract_only,5,18,4,1,14,5,19,0.21052631578947367,13,14,4,4,4,0.2,0.2,0.2
PXD047864,abstract_only,16,27,15,1,12,29,43,0.5357142857142857,11,14,20,20,21,0.38461538461538464,0.38461538461538464,0.4117647058823529
PXD047958,abstract_only,10,21,10,0,11,11,25,0.47619047619047616,11,14,7,8,10,0.2413793103448276,0.2857142857142857,0.38461538461538464
PXD048054,abstract_only,7,17,7,0,10,8,23,0.4117647058823529,10,15,4,4,5,0.14814814814814814,0.14814814814814814,0.19230769230769232
PXD048186,with_methods,25,26,22,3,4,28,28,0.7586206896551724,1,0,19,19,22,0.5135135135135135,0.5135135135135135,0.6470588235294118
PXD048450,with_methods,11,18,11,0,7,13,28,0.6111111111111112,7,15,9,9,11,0.28125,0.28125,0.36666666666666664
PXD048534,abstract_only,10,29,10,0,19,11,33,0.3448275862068966,19,22,6,6,7,0.15789473684210525,0.15789473684210525,0.1891891891891892
PXD048623,abstract_only,3,18,3,0,15,3,22,0.16666666666666666,15,19,1,1,1,0.041666666666666664,0.041666666666666664,0.041666666666666664
PXD048718,abstract_only,1,26,1,0,25,1,33,0.038461538461538464,25,32,0,0,0,0.0,0.0,0.0
PXD048866,abstract_only,10,27,10,0,17,11,30,0.37037037037037035,17,19,5,6,7,0.1388888888888889,0.17142857142857143,0.20588235294117646
PXD048968,with_methods,24,23,23,1,0,35,32,0.9583333333333334,-1,-3,22,22,23,0.4888888888888889,0.4888888888888889,0.5227272727272727
PXD049091,abstract_only,7,13,6,1,7,7,15,0.42857142857142855,6,8,3,3,5,0.15789473684210525,0.15789473684210525,0.29411764705882354
PXD049295,abstract_only,6,19,5,1,14,6,22,0.25,13,16,3,3,4,0.12,0.12,0.16666666666666666
PXD049427,abstract_only,6,18,6,0,12,6,22,0.3333333333333333,12,16,5,5,5,0.21739130434782608,0.21739130434782608,0.21739130434782608
PXD049998,with_methods,20,23,18,2,5,23,26,0.72,3,3,14,14,15,0.4,0.4,0.4411764705882353
PXD050135,with_methods,23,21,19,4,2,29,27,0.76,-2,-2,19,19,20,0.5135135135135135,0.5135135135135135,0.5555555555555556
PXD050300,abstract_only,6,21,6,0,15,10,24,0.2857142857142857,15,14,3,3,4,0.0967741935483871,0.0967741935483871,0.13333333333333333
PXD050445,abstract_only,9,26,9,0,17,9,39,0.34615384615384615,17,30,9,9,9,0.23076923076923078,0.23076923076923078,0.23076923076923078
PXD050565,abstract_only,12,24,12,0,12,16,30,0.5,12,14,10,10,12,0.2777777777777778,0.2777777777777778,0.35294117647058826
PXD050727,abstract_only,2,21,2,0,19,2,27,0.09523809523809523,19,25,2,2,2,0.07407407407407407,0.07407407407407407,0.07407407407407407
PXD050892,abstract_only,8,21,8,0,13,8,24,0.38095238095238093,13,16,3,4,6,0.10344827586206896,0.14285714285714285,0.23076923076923078
PXD050986,abstract_only,15,20,8,7,12,15,32,0.2962962962962963,5,17,4,4,4,0.09302325581395349,0.09302325581395349,0.09302325581395349
PXD051072,abstract_only,10,17,10,0,7,10,25,0.5882352941176471,7,15,6,7,8,0.20689655172413793,0.25,0.2962962962962963
PXD051197,abstract_only,9,18,9,0,9,10,23,0.5,9,13,3,4,6,0.1,0.13793103448275862,0.2222222222222222
PXD051415,abstract_only,2,15,2,0,13,2,21,0.13333333333333333,13,19,0,0,1,0.0,0.0,0.045454545454545456
PXD051677,with_methods,26,28,24,2,4,29,42,0.8,2,13,17,17,21,0.3148148148148148,0.3148148148148148,0.42
PXD051723,with_methods,25,27,25,0,2,63,59,0.9259259259259259,2,-4,49,50,50,0.6712328767123288,0.6944444444444444,0.6944444444444444
PXD051859,abstract_only,9,23,8,1,15,11,28,0.3333333333333333,14,17,7,7,7,0.21875,0.21875,0.21875
PXD051985,abstract_only,8,19,8,0,11,13,23,0.42105263157894735,11,10,7,7,7,0.2413793103448276,0.2413793103448276,0.2413793103448276
PXD052184,abstract_only,5,20,5,0,15,5,25,0.25,15,20,3,3,4,0.1111111111111111,0.1111111111111111,0.15384615384615385
PXD052324,abstract_only,8,22,8,0,14,8,23,0.36363636363636365,14,15,6,6,6,0.24,0.24,0.24
PXD052726,with_methods,25,23,21,4,2,31,28,0.7777777777777778,-2,-3,20,20,21,0.5128205128205128,0.5128205128205128,0.5526315789473685
PXD052868,abstract_only,7,18,7,0,11,8,21,0.3888888888888889,11,13,6,6,7,0.2608695652173913,0.2608695652173913,0.3181818181818182
PXD053105,abstract_only,10,23,8,2,15,10,31,0.32,13,21,7,8,8,0.20588235294117646,0.24242424242424243,0.24242424242424243
PXD053290,abstract_only,5,16,4,1,12,5,17,0.23529411764705882,11,12,2,2,3,0.1,0.1,0.15789473684210525
PXD053474,abstract_only,10,18,10,0,8,12,31,0.5555555555555556,8,19,11,11,11,0.34375,0.34375,0.34375
PXD053677,abstract_only,14,26,14,0,12,14,34,0.5384615384615384,12,20,5,5,9,0.11627906976744186,0.11627906976744186,0.23076923076923078
PXD053882,abstract_only,4,16,4,0,12,7,20,0.25,12,13,1,2,2,0.038461538461538464,0.08,0.08
PXD054033,abstract_only,1,13,1,0,12,1,14,0.07692307692307693,12,13,0,0,0,0.0,0.0,0.0
PXD054183,abstract_only,2,16,2,0,14,2,26,0.125,14,24,1,1,2,0.037037037037037035,0.037037037037037035,0.07692307692307693
PXD054304,abstract_only,8,28,7,1,21,10,40,0.2413793103448276,20,30,5,5,5,0.1111111111111111,0.1111111111111111,0.1111111111111111
PXD054428,abstract_only,11,24,10,1,14,11,34,0.4,13,23,9,9,10,0.25,0.25,0.2857142857142857
PXD054678,abstract_only,9,13,7,2,6,9,19,0.4666666666666667,4,10,3,3,5,0.12,0.12,0.21739130434782608
PXD054861,abstract_only,11,20,10,1,10,11,25,0.47619047619047616,9,14,7,7,10,0.2413793103448276,0.2413793103448276,0.38461538461538464
PXD055227,abstract_only,1,22,1,0,21,1,26,0.045454545454545456,21,25,0,0,0,0.0,0.0,0.0
PXD055535,abstract_only,10,21,9,1,12,10,25,0.4090909090909091,11,15,6,6,7,0.20689655172413793,0.20689655172413793,0.25
PXD055766,abstract_only,8,26,6,2,20,9,31,0.21428571428571427,18,22,4,4,4,0.1111111111111111,0.1111111111111111,0.1111111111111111
PXD055950,with_methods,23,24,21,2,3,32,46,0.8076923076923077,1,14,23,23,24,0.41818181818181815,0.41818181818181815,0.4444444444444444
PXD056059,abstract_only,2,14,2,0,12,2,19,0.14285714285714285,12,17,2,2,2,0.10526315789473684,0.10526315789473684,0.10526315789473684
PXD056095,abstract_only,2,16,2,0,14,2,25,0.125,14,23,0,0,1,0.0,0.0,0.038461538461538464
PXD056164,abstract_only,2,20,1,1,19,2,32,0.047619047619047616,18,30,1,1,1,0.030303030303030304,0.030303030303030304,0.030303030303030304
PXD056192,abstract_only,5,16,2,3,14,5,27,0.10526315789473684,11,22,0,0,0,0.0,0.0,0.0
PXD056251,with_methods,11,21,11,0,10,11,28,0.5238095238095238,10,17,6,7,8,0.18181818181818182,0.21875,0.25806451612903225
PXD056345,with_methods,16,22,15,1,7,18,24,0.6521739130434783,6,6,14,14,15,0.5,0.5,0.5555555555555556
PXD056469,abstract_only,10,19,10,0,9,12,20,0.5263157894736842,9,8,6,6,7,0.23076923076923078,0.23076923076923078,0.28
PXD056541,abstract_only,2,21,1,1,20,2,29,0.045454545454545456,19,27,1,1,1,0.03333333333333333,0.03333333333333333,0.03333333333333333
PXD056703,abstract_only,10,18,8,2,10,13,18,0.4,8,5,6,6,7,0.24,0.24,0.2916666666666667
PXD056894,with_methods,21,20,20,1,0,27,34,0.9523809523809523,-1,7,20,21,23,0.4878048780487805,0.525,0.6052631578947368
PXD057003,with_methods,13,23,13,0,10,13,30,0.5652173913043478,10,17,9,10,10,0.2647058823529412,0.30303030303030304,0.30303030303030304
PXD057096,with_methods,25,18,18,7,0,28,21,0.72,-7,-7,16,16,16,0.48484848484848486,0.48484848484848486,0.48484848484848486
PXD057205,with_methods,25,24,24,1,0,35,41,0.96,-1,6,25,25,32,0.49019607843137253,0.49019607843137253,0.7272727272727273
PXD057360,abstract_only,5,18,5,0,13,5,27,0.2777777777777778,13,22,4,4,4,0.14285714285714285,0.14285714285714285,0.14285714285714285
PXD057456,abstract_only,3,13,2,1,11,4,14,0.14285714285714285,10,10,2,2,2,0.125,0.125,0.125
PXD057599,abstract_only,3,14,3,0,11,3,14,0.21428571428571427,11,11,3,3,3,0.21428571428571427,0.21428571428571427,0.21428571428571427
PXD057692,abstract_only,10,14,10,0,4,13,18,0.7142857142857143,4,5,8,8,9,0.34782608695652173,0.34782608695652173,0.4090909090909091
PXD057800,with_methods,29,27,24,5,3,36,31,0.75,-2,-5,15,15,20,0.28846153846153844,0.28846153846153844,0.425531914893617
PXD057905,with_methods,24,19,19,5,0,30,28,0.7916666666666666,-5,-2,19,19,21,0.48717948717948717,0.48717948717948717,0.5675675675675675
PXD058040,with_methods,33,28,28,5,0,62,61,0.8484848484848485,-5,-1,38,38,45,0.4470588235294118,0.4470588235294118,0.5769230769230769
PXD058191,abstract_only,6,12,5,1,7,6,18,0.38461538461538464,6,12,2,2,3,0.09090909090909091,0.09090909090909091,0.14285714285714285
PXD058318,abstract_only,11,25,11,0,14,11,32,0.44,14,21,7,7,8,0.19444444444444445,0.19444444444444445,0.22857142857142856
PXD058412,abstract_only,1,21,1,0,20,1,33,0.047619047619047616,20,32,0,0,1,0.0,0.0,0.030303030303030304
PXD058514,abstract_only,0,19,0,0,19,0,22,0.0,19,22,0,0,0,0.0,0.0,0.0
PXD058574,abstract_only,0,13,0,0,13,0,23,0.0,13,23,0,0,0,0.0,0.0,0.0
PXD058659,abstract_only,6,17,6,0,11,6,25,0.35294117647058826,11,19,4,4,5,0.14814814814814814,0.14814814814814814,0.19230769230769232
PXD058727,abstract_only,1,23,1,0,22,1,26,0.043478260869565216,22,25,0,0,1,0.0,0.0,0.038461538461538464
PXD058816,abstract_only,5,18,5,0,13,5,21,0.2777777777777778,13,16,3,3,4,0.13043478260869565,0.13043478260869565,0.18181818181818182
PXD058918,abstract_only,16,26,16,0,10,19,49,0.6153846153846154,10,30,12,12,14,0.21428571428571427,0.21428571428571427,0.25925925925925924
PXD059054,with_methods,12,16,8,4,8,12,22,0.4,4,10,5,5,7,0.1724137931034483,0.1724137931034483,0.25925925925925924
PXD059345,with_methods,21,22,20,1,2,29,25,0.8695652173913043,1,-4,17,17,19,0.4594594594594595,0.4594594594594595,0.5428571428571428
PXD059474,abstract_only,10,16,10,0,6,12,25,0.625,6,13,9,9,12,0.32142857142857145,0.32142857142857145,0.48
PXD059593,with_methods,24,25,24,0,1,29,29,0.96,1,0,23,24,25,0.6571428571428571,0.7058823529411765,0.7575757575757576
PXD059716,with_methods,20,28,20,0,8,32,45,0.7142857142857143,8,13,22,23,27,0.4,0.42592592592592593,0.54
PXD059892,with_methods,21,22,18,3,4,36,41,0.72,1,5,26,26,29,0.5098039215686274,0.5098039215686274,0.6041666666666666
PXD059977,abstract_only,9,24,9,0,15,10,30,0.375,15,20,6,6,9,0.17647058823529413,0.17647058823529413,0.2903225806451613
PXD060047,abstract_only,1,18,1,0,17,1,22,0.05555555555555555,17,21,0,0,1,0.0,0.0,0.045454545454545456
PXD060261,abstract_only,0,21,0,0,21,0,30,0.0,21,30,0,0,0,0.0,0.0,0.0
PXD060340,with_methods,15,21,13,2,8,18,38,0.5652173913043478,6,20,11,11,11,0.24444444444444444,0.24444444444444444,0.24444444444444444
PXD060519,abstract_only,0,23,0,0,23,0,26,0.0,23,26,0,0,0,0.0,0.0,0.0
PXD060714,abstract_only,12,23,12,0,11,13,36,0.5217391304347826,11,23,9,9,11,0.225,0.225,0.2894736842105263
