field,value,ontology_id
disease_state,sarcoma,MONDO:0005089
disease_state,sars-cov-2 infection,
disease_state,schizophrenia,MONDO:0005090
disease_state,schwannoma,MONDO:0002546
disease_state,sciatic nerve injury,
disease_state,sclerotic glomerular disease,
disease_state,scott syndrome,MONDO:0009885
disease_state,seminoma,MONDO:0003001
disease_state,sepn1-related myopathy,MONDO:0100100
disease_state,sepsis,
disease_state,septic implant loosening,
disease_state,septic shock,
disease_state,serous tubal intraepithelial carcinoma,
disease_state,"serous-papillary high-grade, figo stage iiib/c, ovca",
disease_state,severe alcohol-associated hepatitis,
disease_state,severe cardiomyopathy,
disease_state,severe covid-19,
disease_state,severe covid-19 who score 3–5,
disease_state,severe dengue,
disease_state,shiverer,
disease_state,silva-pattern endocervical adenocarcinoma,
disease_state,simpson-golabi-behmel syndrome,MONDO:0010731
disease_state,simpson-golabi-behmel syndrome type 1,MONDO:0020602
disease_state,simpson–golabi–behmel syndrome,
disease_state,sjogren's syndrome,
disease_state,sjögren’s disease,
disease_state,skin cancer,MONDO:0002898
disease_state,skin melanoma,MONDO:0005012
disease_state,skin squamous cell carcinoma,MONDO:0002529
disease_state,sle,MONDO:0007915
disease_state,small-cell lung cancer,
disease_state,smoldering myeloma,MONDO:0005235
disease_state,sod1-als,
disease_state,solid cancer,
disease_state,spinal cord injury,MONDO:0043797
disease_state,spontaneously developed mammary tumors,
disease_state,sporadic als,
disease_state,squamous cell carcinoma,MONDO:0005096
disease_state,squamous cell carcinoma of the lung,MONDO:0005097
disease_state,ssr3-cdg,MONDO:0300000
disease_state,st segment elevation myocardial infarction,MONDO:0041656
disease_state,stemi,MONDO:0041656
disease_state,steroid-resistant nephrotic syndrome,MONDO:0044765
disease_state,stomach cancer,MONDO:0001056
disease_state,stomach carcinoma,MONDO:0004950
disease_state,stroke,MONDO:0005098
disease_state,sudden infant death syndrome,MONDO:1010116
disease_state,susceptibility to dengue virus,
disease_state,synovial sarcoma,MONDO:0010434
disease_state,systemic hypoxia,
disease_state,systemic lupus,
disease_state,systemic lupus erythematosus,MONDO:0007915
disease_state,systemic sclerosis,MONDO:0005100
disease_state,systemic sclerosis (ssc),
disease_state,t cell-mediated rejection,
disease_state,t-cell acute lymphoblastic leukaemia,MONDO:0004963
disease_state,t-cell acute lymphoblastic leukemia,MONDO:0004963
disease_state,t-cell acute lymphoblastic leukemia (t-all),
disease_state,t-cell large granular lymphocyte leukemia,MONDO:0019469
disease_state,t-cell leukemia,MONDO:0005525
disease_state,t-cell lymphoma,MONDO:0015760
disease_state,t-cell mediated rejection,
disease_state,t-lgll,
disease_state,t1d,MONDO:0005147
disease_state,t2d,MONDO:0005148
disease_state,tauopathy,MONDO:0005574
disease_state,tay-sachs and sandhoff diseases,
disease_state,tay-sachs disease,MONDO:0010100
disease_state,tdp-43-als,
disease_state,temporal lobe epilepsy,MONDO:0005115
disease_state,teratoma,MONDO:0002601
disease_state,term birth,
disease_state,thyroid disease,MONDO:0003240
disease_state,traumatic brain injury,MONDO:0858950
disease_state,triple negative breast cancer,
disease_state,triple-negative breast cancer,MONDO:0005494
disease_state,trypanosomiasis,MONDO:0000940
disease_state,tuberculosis,MONDO:0018076
disease_state,tumor,MONDO:0005070
disease_state,type 1 diabetes,MONDO:0005147
disease_state,type 1 diabetes mellitus,MONDO:0005147
disease_state,type 2 diabetes,MONDO:0005148
disease_state,type 2 diabetes mellitus,MONDO:0005148
disease_state,type xv oi,
disease_state,ua,
disease_state,ulcerative colitis,MONDO:0005101
disease_state,unaffected,
disease_state,uncomplicated malaria,
disease_state,urachal carcinoma,MONDO:0003715
disease_state,urgency of urination,
disease_state,urinary bladder cancer,MONDO:0001187
disease_state,urinary frequency,
disease_state,urinary tract infection,MONDO:0100338
disease_state,urinary tract infections,
disease_state,uvb-induced damage,
disease_state,vesicoureteral reflux,MONDO:0006007
disease_state,viral infectious disease,MONDO:0005108
disease_state,viral meningitis,MONDO:0007015
disease_state,visceral leishmaniasis,MONDO:0005445
disease_state,w580s mutation in malt1,
disease_state,wounds and injuries,
disease_state,xeroderma pigmentosum,MONDO:0019600
disease_state,zikv infection,MONDO:0018661
fragmentation_method,cid,MS:1000133
fragmentation_method,cid fragmentation,
fragmentation_method,cid/hcd peptide fragmentation,
fragmentation_method,collision induced dissociation,
fragmentation_method,collision induced dissociation (cid),
fragmentation_method,collision-induced dissociation,MS:1000133
fragmentation_method,collision-induced dissociation (cid,
fragmentation_method,collision-induced dissociation (cid),
fragmentation_method,collision-induced dissociation (cid)-ms2 fragmentation in the linear ion trap,
fragmentation_method,collision-induced dissociation (higher-energy collisonal dissociation,
fragmentation_method,collisional dissociation methods,
fragmentation_method,collisional induced dissociation,
fragmentation_method,complementary collision-induced dissociation (cid),
fragmentation_method,dd-ms2,
fragmentation_method,electron transfer dissociation,MS:1000598
fragmentation_method,electron-based methods,
fragmentation_method,electron-transfer/higher-energy collision dissociation (ethcd),
fragmentation_method,etcid,MS:1003182
fragmentation_method,etd,MS:1000598
fragmentation_method,ethcd,MS:1002631
fragmentation_method,ethcd/etd,
fragmentation_method,hcd,MS:1000422
fragmentation_method,hcd (high energy collisional dissociation,
fragmentation_method,hcd fragmentation,
fragmentation_method,hcd ms/ms fragmentation events,
fragmentation_method,hcd-ms2,
fragmentation_method,hcd-pd-ethcd,
fragmentation_method,high collision dissociation,
fragmentation_method,high collision dissociation (hcd),
fragmentation_method,high collision dissociation fragmentation,
fragmentation_method,high collision induced dissociation,
fragmentation_method,high energy c-trap dissociation,
fragmentation_method,high energy collision dissociation,
fragmentation_method,high energy collision dissociation (hcd),
fragmentation_method,high energy collision dissociation fragmentation,
fragmentation_method,high energy collision-induced dissociation,
fragmentation_method,high energy collisional dissociation (hcd),
fragmentation_method,high energy dissociation,
fragmentation_method,high-collision dissociation,
fragmentation_method,high-collision dissociation fragmentation,
fragmentation_method,high-collision-dissociation,
fragmentation_method,high-energy c-trap dissociation (hcd),
fragmentation_method,high-energy collision dissociation,
fragmentation_method,high-energy collision dissociation (hcd),
fragmentation_method,high-energy collision-induced dissociation (hcd),
fragmentation_method,high-energy collisional dissociation,
fragmentation_method,high-energy collisional dissociation (hcd),
fragmentation_method,"high-energy collisional dissociation (hcd, normalized collision energy of 34%)",
fragmentation_method,"high-energy collisional dissociation (hcd, normalized collision energy of 38%)",
fragmentation_method,higher energy collision dissociation,
fragmentation_method,higher energy collision-induced dissociation,
fragmentation_method,higher energy collisional dissociation,
fragmentation_method,higher energy collisional dissociation (hcd),
fragmentation_method,higher energy collisional dissociation [hcd],
fragmentation_method,higher energy induced collision dissociation,
fragmentation_method,higher-energy c-trap dissociation,
fragmentation_method,higher-energy collision dissociation,
fragmentation_method,higher-energy collision dissociation (hcd),
fragmentation_method,higher-energy collision dissociation (hcd) fragmentation,
fragmentation_method,higher-energy collision-induced dissociation (hcd),
fragmentation_method,higher-energy collisional dissociation,
fragmentation_method,higher-energy collisional dissociation (hcd),
fragmentation_method,"higher-energy collisional dissociation (hcd, 36% normalized collision energy)",
fragmentation_method,higher-energy collisional dissociation fragmentation,
fragmentation_method,higher-energy collisonal dissociation,
fragmentation_method,higher-energy dissociation fragmentation,
fragmentation_method,higher‐energy collisional dissociation,
fragmentation_method,ms2 scans for trigger and target were acquired in the orbitrap with an isolation width of 1.0 m/z using hcd or cid (depending on experiment),
fragmentation_method,nce,
fragmentation_method,normalized collision energy,MS:1000138
fragmentation_method,normalized collision energy of 30%,
fragmentation_method,pasef,
fragmentation_method,sps,MS:1002528
fragmentation_method,sps-ms3,
fragmentation_method,stepped higher-energy collisional dissociation,
instrument,6490 triple-quadrupole,
instrument,6490 triple-quadrupole ms,
instrument,6500 q-trap,
instrument,ab sciex 6600 triple-tof,
instrument,"ab, scie triple tof 5600+",
instrument,agilent 6224 tof,
instrument,astral,MS:1003379
instrument,eclipse,
instrument,exploris 120,
instrument,exploris 240,
instrument,exploris 240 mass spectrometer,
instrument,exploris 480,
instrument,exploris 480 mass spectrometer,
instrument,exploris 480 orbitrap,
instrument,exploris orbitrap,
instrument,exploris orbitrap mass spectrometer,
instrument,exploris480,
instrument,exploris480 mass spectrometer (thermo fisher),
instrument,ft-orbitrap elite,
instrument,fusion,
instrument,fusion lumos,
instrument,fusion lumos mass spectrometer,
instrument,fusion lumos orbitrap,
instrument,fusion lumos orbitrap mass spectrometer (thermo fisher scientific),
instrument,fusion lumos tribrid,
instrument,fusion lumos tribrid ms,
instrument,hf-x hybrid quadrupole-orbitrap,
instrument,"hf-x hybrid quadrupole-orbitrap, easy-nlc1000 system, nano c18 column",
instrument,hfx q-exactive orbitrap,
instrument,hfx q-exactive orbitrap mass spectrometer,
instrument,high-fidelity hybrid quadrupole-orbitrap system (hf-x),
instrument,hybrid linear trap quadrupole (ltq) orbitrap velos mass spectrometer,
instrument,hybrid quadruple-obitrap exploris480,
instrument,hybrid quadrupole-orbitrap system (hf-x),
instrument,lc-coupled orbitrap fusion lumos mass spectrometer,
instrument,linear trap quadrupole (ltq) orbitrap velos pro (thermo fisher scientific),
instrument,ltq,MS:1000447
instrument,ltq orbitrap,MS:1000449
instrument,ltq orbitrap elite,MS:1001910
instrument,ltq orbitrap velos,MS:1001742
instrument,ltq orbitrap xl,MS:1000556
instrument,ltq orbitrap xl hybrid ion trap-orbitrap mass spectrometer,
instrument,ltq orbitrap xl mass spectrometer,
instrument,ltq orbitraptm velos pro,
instrument,ltq velos,MS:1000855
instrument,ltq velos-orbitrap mass spectrometer,
instrument,ltq velos-orbitrap mass spectrometer (thermo scientific),
instrument,ltq xl,MS:1000854
instrument,ltq-orbitrap,
instrument,ltq-orbitrap elite,
instrument,ltq-orbitrap elite (thermo scientific),
instrument,ltq-orbitrap mass spectrometer,
instrument,ltq-orbitrap velos,
instrument,ltq-orbitrap velos mass spectrometer,
instrument,ltq-orbitrap velos pro,
instrument,ltq-orbitrap xl,
instrument,ltq-orbitrap xl mass spectrometer,
instrument,ltq-orbitrap-ms,
instrument,ltq-ot elite,
instrument,lumos,
instrument,maxis,MS:1001541
instrument,maxis uhr-qq-tof,
instrument,nano-esi orbitrap elite mass spectrometer,
instrument,nano-lc-msms,
instrument,orbitrap,MS:1000484
instrument,orbitrap ascend,MS:1003356
instrument,orbitrap ascend tribrid,
instrument,orbitrap ascend tribrid mass spectrometer,
instrument,orbitrap astral,MS:1003378
instrument,orbitrap astral mass spectrometer,
instrument,orbitrap eclipse,MS:1003029
instrument,orbitrap eclipse mass spectrometer,
instrument,orbitrap eclipse tribrid,
instrument,orbitrap eclipse tribrid mass spectrometer,
instrument,orbitrap eclipsetm tribidtm mass spectrometer,
instrument,orbitrap eclipsetm tribridtm mass spectrometer,
instrument,orbitrap eclipsetm tribridtm ms,
instrument,orbitrap elite,MS:1001910
instrument,orbitrap excedion pro,MS:1002994
instrument,orbitrap exploris,
instrument,orbitrap exploris 240,MS:1003094
instrument,orbitrap exploris 240 mass spectrometer,
instrument,orbitrap exploris 480,MS:1003028
instrument,orbitrap exploris 480 (oe480),
instrument,orbitrap exploris 480 mass spectrometer,
instrument,orbitrap exploris-480,
instrument,orbitrap exploristm 480,
instrument,"orbitrap exploristm 480 mass spectrometer (thermofisher scientific, bremen, de) coupled with an lc evosep one system, with a pre‐programmed whisper100 10spd method using an acclaimtm pepmaptm rslc c18 column (1.9 μm, 75 μm × 150 mm, thermofisher scientific).",
instrument,orbitrap fusion,MS:1002416
instrument,orbitrap fusion etd,MS:1002417
instrument,orbitrap fusion lumos,MS:1002732
instrument,orbitrap fusion lumos mass spectrometer,
instrument,orbitrap fusion lumos tribrid,
instrument,orbitrap fusion lumos tribrid mass spectrometer,
instrument,orbitrap fusion lumos tribrid ms,
instrument,orbitrap fusion mass spectrometer,
instrument,orbitrap fusion tribid,
instrument,orbitrap fusion tribrid,
instrument,orbitrap fusion tribrid mass spectrometer,
instrument,"orbitrap fusion tribrid mass spectrometer (thermo fisher scientific, bremen, de) coupled to an easy‐nlctm 1200 chromatography system (thermofisher scientific).",
instrument,orbitrap fusiontm tribridtm mass spectrometer,
instrument,orbitrap lumos,
instrument,orbitrap lumos fusion,
instrument,orbitrap mass spectrometer,
instrument,orbitrap mass spectrometry,
instrument,orbitrap q exactive mass-spectrometer,
instrument,orbitrap q exactive plus,
instrument,orbitrap q exactive plus mass spectrometer,
instrument,orbitrap q-exactive,
instrument,orbitrap q-exactive classic,
instrument,orbitrap q-exactive classic mass spectrometer,
instrument,orbitrap q-exactive hf,
instrument,orbitrap q-exactive plus,
instrument,orbitrap qe hf,
instrument,orbitrap qexactive,
instrument,orbitrap q‐exactive plus mass spectrometer,
