source_file	source_shard	age	cell_line	cell_type	developmental_stage	disease_state	material_type	sample_source	sex	species	tissue	biological_confidence_overall	biological_confidence_evidence_score	biological_confidence_completeness	biological_confidence_format_score	biological_replicate	experimental_design	factor_value	number_of_biological_replicates	number_of_fractions	number_of_samples	number_of_technical_replicates	technical_replicate	technology_type	experimental_design_confidence_overall	experimental_design_confidence_evidence_score	experimental_design_confidence_completeness	experimental_design_confidence_format_score	acquisition_method	alkylation_concentration	alkylation_reagent	cleavage_agent	collision_energy	enrichment_method	fractionation_method	fragmentation_method	instrument	ionization_type	labeling	mass_analyzer	ptm	reduction_concentration	reduction_reagent	technical_confidence_overall	technical_confidence_evidence_score	technical_confidence_completeness	technical_confidence_format_score
PXD006179	shard_2	unknown	HMEC-1	Microvascular endothelium	unknown	normal	Cell culture	cell culture	unknown	Homo sapiens	Microvascular endothelium	0.871	0.943	0.5	1.0	4	treated vs control	TGF-β1 treatment	4	unknown	8	unknown	unknown	Shotgun proteomics	0.85	0.833	0.667	1.0	Shotgun proteomics	unknown	unknown	unknown	unknown	unknown	unknown	unknown	['LTQ Orbitrap Velos', 'Orbitrap Velos']	unknown	['iTRAQ8plex', 'iTRAQ']	Orbitrap	['iTRAQ8plex', 'Oxidation']	unknown	unknown	0.889	1.0	0.444	1.0
PXD006371	shard_2	unknown	unknown	peritoneal resident cells	unknown	normal	biofluid	peritoneal dialysis effluent	unknown	Homo sapiens	peritoneum	0.818	0.864	0.429	1.0	['8', '5']	['case vs control', 'time course']	low-density membrane pellet vs SEC vesicle fraction	8	40	['8', '5']	unknown	unknown	['Gel-based experiment', 'bottom-up proteomics']	0.881	0.823	0.846	1.0	DDA	55 mM	iodoacetamide	trypsin	28%	unknown	1D SDS-PAGE	HCD	['Q Exactive', 'Q Exactive Plus Hybrid Quadrupole-Orbitrap']	ESI	label-free	Orbitrap	['carbamidomethyl at cysteine', 'oxidation at methionine', 'iodoacetamide derivatized residue']	10 mM	dithiothreitol	0.942	0.906	0.944	1.0
PXD006476	shard_2	unknown	['HeLa', 'HeLa']	epithelial cell	unknown	cervical adenocarcinoma	cell line	cell culture	unknown	Homo sapiens	cervix	0.84	0.867	0.533	1.0	unknown	treated vs control	Bt-DNMT1 expressing vs non-expressing	unknown	unknown	unknown	unknown	unknown	affinity purification coupled with mass spectrometry proteomics	0.811	0.889	0.333	1.0	DDA	unknown	unknown	trypsin	unknown	affinity	unknown	MS/MS fragmentation	['Q Exactive', 'Easy nLC1000-QExactive Orbitrap']	unknown	label-free	Orbitrap	unknown	unknown	unknown	0.875	0.95	0.5	1.0
PXD006576	shard_2	young and elderly	JVM-13	B cell	adult	['chronic lymphocytic leukemia', 'normal']	['primary cells', 'cell line']	['healthy whole blood', 'cell culture']	unknown	Homo sapiens	blood	0.868	0.853	0.706	1.0	unknown	treated vs control	B-CLL vs healthy donors	2	unknown	unknown	2	2	Shotgun proteomics	0.856	0.844	0.667	1.0	DDA	10mg/ml	iodoacetamide	['trypsin', 'Lys-C']	30%	unknown	unknown	HCD	Q Exactive	nanoESI	label-free	Orbitrap	['residues isobaric at 128.058578 Da', 'Carbamidomethyl', 'Oxidation', 'Acetyl']	5mg/ml	DTT	0.908	0.858	0.895	1.0
PXD006675	shard_2	adult	unknown	['endothelial cell', 'fibroblast', 'smooth muscle cell']	adult	['normal', 'atrial fibrillation']	['tissue', 'cell culture']	['trauma victims', 'patient biopsy']	male	Homo sapiens	['heart', 'atrium', 'subcutaneous fat', 'arteria mammaria interna']	0.909	0.909	0.773	1.0	3	cross-sectional	anatomical region	3	8	16	unknown	unknown	shotgun proteomics	0.906	0.9	0.778	1.0	DDA	unknown	unknown	Lys-C and trypsin	normalized collision energy (NCE) of 27%	unknown	high-pH reversed-phase fractionation	HCD	Q Exactive HF	nano-electrospray ion source	label-free	Orbitrap	['carbamidomethylation', 'N-terminal acetylation', 'methionine oxidations']	unknown	unknown	0.918	0.953	0.706	1.0
PXD006788	shard_2	unknown	HeLa	cervical epithelial cell	unknown	cervical adenocarcinoma	cell line	cell culture	unknown	Homo sapiens	cervix	0.854	0.907	0.5	1.0	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown	affinity purification coupled with mass spectrometry proteomics	0.822	1.0	0.111	1.0	DDA	unknown	iodoacetamide	trypsin	unknown	unknown	unknown	HCD	['Q Exactive', 'Q Exactive Plus']	nanoESI	label-free	Orbitrap	['carbamidomethylation', 'oxidation', 'acetylation']	unknown	tris(2-carboxyethyl)phosphine	0.878	0.867	0.722	1.0
PXD007049	shard_2	unknown	HEK293T	epithelial cell	unknown	normal	cell culture	cell culture	unknown	Homo sapiens	kidney	0.871	0.943	0.5	1.0	unknown	treated vs control	bait construct	unknown	unknown	unknown	unknown	unknown	['Shotgun proteomics', 'affinity purification coupled with mass spectrometry proteomics']	0.825	0.89	0.4	1.0	DDA	unknown	unknown	trypsin	25% Normalized Collision Energy	unknown	unknown	HCD	Q Exactive	positive ionization mode	label free	Orbitrap	No PTMs are included in the dataset	unknown	unknown	0.877	0.913	0.6	1.0
PXD007160	shard_2	unknown	unknown	unknown	unknown	"[""Alzheimer's disease"", ""Parkinson's disease""]"	tissue	post-mortem brain	unknown	Homo sapiens	brain	0.86	0.96	0.4	1.0	['unknown', 'unknown']	cross-sectional	['disease status', 'brain region']	80	21	80	1	['unknown', 'unknown']	shotgun proteomics	0.887	0.908	0.667	1.0	DDA	5 mM	iodoacetamide	['Lysyl endopeptidase', 'trypsin']	['35% normalized collision energy', '65%']	unknown	ERLIC	['CID', 'HCD']	Orbitrap Fusion	nanoESI	TMT	Orbitrap	['carbamidomethylation', 'oxidation', 'deamidation', 'monohydroxylated residue', 'iodoacetamide derivatized residue', 'deamidated residue']	1 mM	dithiothreitol	0.93	0.878	0.957	1.0
PXD007515	shard_2	unknown	unknown	male germ cells	unknown	normal	['tissue', 'biofluid']	['testicular tissues', 'spermatozoa']	male	Homo sapiens	testis	0.878	0.931	0.562	1.0	unknown	treated vs control	anti-TEX101 vs mouse IgG	3	unknown	6	3	3	['Shotgun proteomics', 'Affinity purification coupled with mass spectrometry proteomics']	0.88	0.84	0.8	1.0	unknown	10 mM	iodoacetamide	trypsin	unknown	affinity	unknown	unknown	Q Exactive	unknown	label-free	Orbitrap	['monohydroxylated residue', 'iodoacetamide derivatized residue', 'deamidated residue', 'carbamidomethylation', 'methionine oxidation', 'N-terminal protein acetylation']	5 mM	DTT	0.93	0.96	0.75	1.0
PXD007671	shard_2	unknown	['MCF7', 'MDA-MB-231', 'HEK293T', 'LM2', 'MEF', 'PKM2 KO']	['epithelial cell', 'epithelial cell']	unknown	['Breast cancer', 'Breast cancer', 'breast carcinoma']	['cell line', 'cell line']	['cell culture', 'cell culture']	unknown	['Homo sapiens', 'Homo sapiens', 'Homo sapiens', 'Mus musculus']	['breast', 'breast']	0.909	0.918	0.75	1.0	unknown	unknown	PKM2 knockout vs wild type	unknown	10	unknown	unknown	unknown	shotgun proteomics	0.839	0.944	0.333	1.0	['DDA', 'Shotgun proteomics']	['55 mM', '15 mM']	['iodoacetamide', 'iodoacetamide']	['trypsin', 'trypsin']	['30%', '30']	unknown	['Strong cation exchange (SCX)', 'Strong cation exchange (SCX)']	['high-energy collision dissociation (HCD)', 'HCD']	['Q-Exactive quadrupole orbitrap mass spectrometer', 'Orbitrap Fusion Lumos tribrid mass spectrometer', 'Orbitrap Fusion Lumos']	nanoESI	DiLeu labeling	['orbitrap', 'tribrion']	['carbamidomethylation', 'dimethylation', 'oxidation', 'DiLeu labeling', 'carbamidomethylation', 'Methionine oxidation', 'DiLeu labeling', 'monohydroxylated residue', 'iodoacetamide derivatized residue']	['25 mM', '5 mM']	['dithiothreitol', 'Dithiothreitol (DTT)']	0.979	0.969	0.971	1.0
PXD007744	shard_2	unknown	unknown	['CD4+ T cell', 'CD4+ T lymphocyte']	unknown	normal	['primary cells', 'biofluid']	healthy male donors	male	Homo sapiens	blood	0.869	0.913	0.562	1.0	['3', '6']	case vs control	Treg vs Tconv	['3', '6']	unknown	unknown	unknown	unknown	Shotgun proteomics	0.882	0.909	0.636	1.0	['Shotgun proteomics', 'DDA']	unknown	iodoacetamide	trypsin	30	unknown	unknown	HCD	['Orbitrap Fusion ETD', 'Orbitrap Fusion Tribrid mass spectrometer']	nanoelectrospray	['MS1 intensity based label-free quantification method', 'label-free quantitation (LFQ)']	['Orbitrap', 'Ion trap']	['acetylated residue', 'iodoacetamide derivatized residue']	100 mM	DTT	0.955	0.97	0.85	1.0
PXD007873	shard_2	unknown	unknown	neuron	unknown	['ALS', 'FTLD']	tissue	brain tissue	unknown	Homo sapiens	brain	0.84	0.893	0.467	1.0	unknown	treated vs control	disease subtype	unknown	unknown	unknown	unknown	unknown	Shotgun proteomics	0.833	0.933	0.333	1.0	Shotgun proteomics	unknown	['iodoacetamide', 'carbamidomethylation']	trypsin	25 NCE	unknown	unknown	HCD	['TripleTOF 5600', 'Q Exactive']	['nano-electrospray ion source', 'ESI']	['Spectrum counting', 'label-free']	['Orbitrap', 'QTOF']	['monohydroxylated residue', 'iodoacetamide derivatized residue', 'Methionine oxidation', 'carbamidomethylation of cysteines']	unknown	unknown	0.893	0.874	0.783	1.0
PXD007990	shard_2	unknown	unknown	unknown	unknown	normal	cell line	cell culture	unknown	Homo sapiens	unknown	0.825	0.936	0.286	1.0	unknown	treated vs control	unknown	3	unknown	unknown	unknown	unknown	['Shotgun proteomics', 'Gel-based experiment']	0.84	0.92	0.4	1.0	Shotgun proteomics	unknown	iodoacetamide	trypsin	unknown	unknown	unknown	unknown	['Q Exactive', 'Q-Exactive Plus Orbitrap']	unknown	label-free	Orbitrap	['monohydroxylated residue', 'iodoacetamide derivatized residue', 'carbamidomethylation of cysteine residues', 'acetylation of protein N-termini', 'oxidation of methionine residues']	unknown	unknown	0.917	0.995	0.6	1.0
PXD008115	shard_2	unknown	['HAP-1', 'HEK293', 'HeLa']	unknown	unknown	normal	cell culture	cell culture	unknown	Homo sapiens	unknown	0.859	0.944	0.438	1.0	3	['treated vs control', 'case vs control']	['WT vs METTL13 KO', 'unmodified vs methylated']	3	46	3	unknown	unknown	['affinity purification coupled with mass spectrometry proteomics', 'bottom-up proteomics']	0.85	0.767	0.833	1.0	['data-dependent acquisition mode', 'targeted']	['10 mM', '10 mM', '5 mM']	['chloroacetamide', 'chloroacetamide', 'iodoacetamide']	['trypsin', 'Lys-C', 'Chymotrypsin', 'Glu-C']	unknown	['ion exchange', 'affinity']	reversed-phase chromatography	HCD	['Q-Exactive HF', 'Q-Exactive']	unknown	['SILAC', 'label-free']	Orbitrap	['methylated residue', 'methylation of lysine (mono, di, and tri) and arginine (mono and di) as well as cyclization of N-terminal glutamine to pyro-glutamate', 'N terminus (mono, di, and tri)']	['5 mM', '5 mM']	['tris(2-carboxyethyl)phosphine', 'tris(2-carboxyethyl)phosphine', 'DTT']	0.89	0.805	0.935	1.0
PXD008205	shard_2	unknown	unknown	['cardiomyocyte', 'cardiomyocyte']	unknown	normal	['cell line', 'tissue']	['cell culture', 'human heart']	unknown	Homo sapiens	heart	0.868	0.924	0.529	1.0	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown	0.8	1.0	0.0	1.0	Shotgun proteomics	30 mM iodoacetamide, Sigma I1149	iodoacetamide	trypsin	35	unknown	reverse-phase HPLC	HCD	['Orbitrap Fusion Tribid', 'LTQ Orbitrap']	nanoESI	label-free	['Orbitrap', 'ion trap']	['Deamidated', 'Carbamidomethyl', 'Oxidation']	10 mM	dithiothreitol	0.968	0.958	0.947	1.0
PXD008381	shard_2	unknown	['K052', 'K052']	unknown	unknown	spliceosome-defective	cell line	cell culture	unknown	Homo sapiens	unknown	0.857	0.953	0.4	1.0	unknown	unknown	unknown	unknown	48	unknown	unknown	unknown	Shotgun proteomics	0.844	1.0	0.222	1.0	DDA	unknown	unknown	['LysC endopeptidase', 'modified trypsin']	unknown	unknown	['High-pH reversed-phase separation', 'SCX']	HCD	Orbitrap Fusion	Electrospray ionization	label-free	Orbitrap	['Cysteine carbamidomethylation', 'methionine oxidation', 'glutamine and asparagine deamidation']	unknown	unknown	0.889	0.905	0.684	1.0
PXD008497	shard_2	unknown	unknown	unknown	unknown	Lung adenocarcinoma	['cell culture', 'permanent cell line']	cell culture	unknown	Homo sapiens	lung	0.877	0.993	0.4	1.0	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown	affinity purification coupled with mass spectrometry proteomics	0.822	1.0	0.111	1.0	DDA	unknown	unknown	trypsin	unknown	affinity	unknown	unknown	['Q Exactive', 'Q-Exactive Plus']	unknown	label-free	Orbitrap	No PTMs are included in the dataset	unknown	unknown	0.803	0.806	0.5	1.0
PXD008601	shard_2	['middle adult (36–45)', 'older adult (45+)', '26–35', '25 to 35 years with an average of 29 years']	unknown	Dental plaque	unknown	unknown	['biofluid', 'tissue']	['medieval dental calculus', 'healthy volunteers', 'modern healthy calculus']	['21 male', '3 male and 4 female']	Homo sapiens	Dental plaque	0.814	0.762	0.667	1.0	unknown	case vs control	medieval vs modern	22	12	22	unknown	unknown	shotgun proteomics	0.861	0.856	0.667	1.0	DDA	10 mM	chloroacetamide	['rLysC', 'trypsin']	33	unknown	['high-pH', 'bRP']	HCD	Q Exactive	nanoESI	TMT	Orbitrap	['oxidation (M)', 'Acetyl (protein N-term)', 'deamidation (NQ)', 'Q ->pyro-E', 'E->pyro-E', 'hydroxyproline', 'carbamidomethyl (C)']	5 mM	tris(2-carboxyethyl)phosphine	0.883	0.783	0.957	1.0
PXD008723	shard_2	55 years	['HeLa', 'U87', 'HEK293']	epithelial cell	unknown	['cervical squamous cell cancer', 'normal']	tissue	tumor biopsy	unknown	Homo sapiens	cervix	0.882	0.906	0.647	1.0	unknown	treated vs control	tumor vs normal	35	unknown	35	3	3	shotgun proteomics	0.856	0.8	0.778	1.0	['data-dependent acquisition', 'PRM']	16.9 mM	iodoacetamide	trypsin	35% normalized collision energy	unknown	unknown	['collisional induced dissociation', 'CID']	Orbitrap Fusion	nano ESI	['stable isotope-labeled peptides', 'label-free']	Orbitrap	['Oxidation', 'oxidation of methionine', 'carbamidomethylation of cysteine']	4.7 mM	dithiothreitol	0.945	0.93	0.9	1.0
PXD008933	shard_2	unknown	unknown	T lymphocyte	unknown	normal	cell culture	cell culture	unknown	Homo sapiens	unknown	0.854	0.964	0.357	1.0	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown	Affinity purification coupled with mass spectrometry proteomics	0.822	1.0	0.111	1.0	unknown	unknown	iodoacetamide	trypsin	unknown	affinity pull down	unknown	unknown	Q Exactive	unknown	label-free	Orbitrap	['monohydroxylated residue', 'acetylated residue', 'iodoacetamide derivatized residue']	unknown	unknown	0.862	0.912	0.529	1.0
PXD008996	shard_2	unknown	A431	epithelial cell	unknown	Carcinoma	cell line	cell culture	unknown	Homo sapiens	Skin	0.886	0.971	0.5	1.0	unknown	dose response	DON dose	unknown	unknown	unknown	unknown	unknown	bottom-up proteomics	0.767	0.8	0.333	1.0	DDA	unknown	IAA	Trypsin/Lys-C	30% normalized collision energy	unknown	SDS-PAGE	HCD	Q Exactive	nanospray	label-free	Orbitrap	['residues isobaric at 128.058578 Da', 'Carbamidomethyl', 'Oxidation', 'Acetyl']	unknown	DTT	0.922	0.911	0.833	1.0
PXD009112	shard_2	unknown	['HEK293', 'A375']	['T cell', 'PBMC']	unknown	['Systemic lupus erythematosus', 'normal']	['cell line', 'primary cells', 'biofluid']	['cell culture', 'healthy donors', 'patient serum']	unknown	Homo sapiens	blood	0.862	0.857	0.667	1.0	['6', '8']	case vs control	SLE vs healthy	['6', '8']	unknown	14	unknown	unknown	shotgun proteomics	0.877	0.864	0.727	1.0	DDA	unknown	iodoacetamide	trypsin	unknown	unknown	unknown	unknown	Q Exactive	ESI	label-free	Orbitrap	['monohydroxylated residue', 'mono N-acetylated residue', 'iodoacetamide derivatized residue']	unknown	unknown	0.853	0.871	0.588	1.0
PXD009181	shard_2	unknown	['HEK293', 'A375']	['Epithelial cell', 'CD8+ T cells', 'PBMC']	unknown	['SLE', 'melanoma']	['cell culture', 'primary cells', 'blood']	['cell culture', 'healthy leucocyte samples', 'whole blood']	unknown	Homo sapiens	['kidney', 'blood', 'melanoma']	0.908	0.933	0.708	1.0	unknown	treated vs control	unknown	3	unknown	14	unknown	unknown	Shotgun proteomics	0.828	0.878	0.444	1.0	Shotgun proteomics	unknown	iodoacetamide	trypsin	unknown	unknown	unknown	unknown	['Q Exactive', 'Q Exactive']	nanoESI	label-free	Orbitrap	['monohydroxylated residue', 'mono N-acetylated residue', 'iodoacetamide derivatized residue']	unknown	unknown	0.847	0.85	0.611	1.0
PXD009265	shard_2	unknown	unknown	['parasite', 'bacteria', 'tissue cells']	unknown	normal	['cell culture', 'environmental sample', 'tissue', 'cell culture']	['cell culture', 'ocean water', 'tissue biopsy', 'cell culture']	unknown	['Plasmodium falciparum', 'Escherichia coli', 'Homo sapiens']	adrenal gland	0.8	0.712	0.72	1.0	unknown	cross-sectional	species	unknown	['20', '45']	4	unknown	unknown	shotgun proteomics	0.855	0.87	0.6	1.0	['DDA', 'DDA', 'DDA']	unknown	['iodoacetamide', 'iodoacetamide', 'iodoacetamide', 'iodoacetamide', 'iodoacetamide']	['Lys-C', 'trpysin', 'trypsin', 'Lys-C', 'trypsin']	unknown	unknown	['strong cation exchange chromatography (SCX)', 'strong cation exchange']	HCD	['LTQ Orbitrap Velos', 'Q Exactive', 'LTQ Velos-Orbitrap mass spectrometer (Thermo Scientific)', 'Q-Exactive HF (Thermo Scientific)', 'LTQ-Orbitrap Elite (Thermo Scientific)', 'Q-Exactive (Thermo Scientific)']	unknown	['TMT', 'label-free', 'label-free', 'stable isotope dimethyl labeling']	['Orbitrap', 'Orbitrap', 'Orbitrap', 'Orbitrap', 'Orbitrap']	['TMT6plex-126 reporter+balance reagent acylated residue', 'monohydroxylated residue', 'iodoacetamide derivatized residue', 'fixed carbamidomethyl modification to cysteine', 'variable methionine oxidation modification', 'variable light, intermediate, and heavy dimethyl label (28.0313, 32.0564 and 36.0757 Da, respectively) on lysines and the N-terminus', 'fixed TMT modification (229.16293 Da) on lysines and the N-terminus']	unknown	unknown	0.948	0.95	0.864	1.0
PXD009310	shard_2	adult	unknown	platelet	adult	normal	biofluid	healthy volunteers	unknown	Homo sapiens	blood	0.864	0.9	0.571	1.0	32	unknown	unknown	32	unknown	32	unknown	unknown	['shotgun proteomics', 'label-free quantitative proteomics']	0.855	0.91	0.5	1.0	DDA	unknown	unknown	['Lys-C', 'Trypsin']	high-energy collision dissociation	unknown	unknown	high-energy collision dissociation	Q Exactive	positive ion mode	label-free	Orbitrap	['No PTMs are included in the dataset', 'carbamidomethyl cysteine']	unknown	unknown	0.882	0.906	0.647	1.0
PXD009366	shard_2	unknown	HEK293T	epithelial cell	unknown	normal	cell culture	cell culture	unknown	Homo sapiens	kidney	0.821	0.843	0.5	1.0	2	treated vs control	TNF stimulation	2	unknown	unknown	unknown	unknown	affinity purification coupled with mass spectrometry proteomics	0.867	0.911	0.556	1.0	DDA	unknown	unknown	trypsin	25% Normalized Collision Energy (NCE)	Virotrap	unknown	HCD	Q Exactive	positive ionization mode	label-free	Orbitrap	['Oxidation', 'Acetylation of protein N-termini', 'pyroglutamate formation of N-terminal glutamine', 'methionine oxidation to methionine-sulfoxide']	unknown	unknown	0.894	0.9	0.722	1.0
PXD009444	shard_2	unknown	['HeLa', 'A549', 'SHSY5Y']	['cervical epithelial cell', 'lung epithelial cell', 'neuronal cell']	unknown	normal	cell line	cell culture	unknown	Homo sapiens	['cervix', 'lung', 'brain']	0.85	0.84	0.65	1.0	unknown	treated vs control	compound vs DMSO	unknown	unknown	unknown	unknown	unknown	Shotgun proteomics	0.811	0.889	0.333	1.0	DDA	550 mM	['iodoacetamide', 'iodoacetamide derivatized residue']	['endoproteinase Lys-C (LysC)', 'Trypsin', 'trypsin/P']	27%	avidin-agarose beads	unknown	HCD	['LTQ Orbitrap XL', 'Orbitrap Fusion', 'Q Exactive', 'Q Exactive Plus']	ESI	['Label free', 'SILAC', 'label-free']	['Orbitrap', 'Ion Trap', 'QTOF']	['carbamidomethylation (cysteine)', 'oxidation (methionine)', 'acetylation (N-terminus)', 'NH (aspartate)', '6x(13)C labeled residue', 'iodoacetamide derivatized residue']	1 M	['dithiothreitol (DTT)', 'TCEP']	0.953	0.919	0.968	1.0
PXD009553	shard_2	unknown	['MDA-MB-231', 'MDA-MB-468', 'MCF-12A', 'MCF-10A']	breast epithelial cell	unknown	Breast cancer	cell line	cell culture	unknown	Homo sapiens	breast	0.915	0.994	0.588	1.0	2	treated vs control	chalcone treatment vs vehicle control	2	unknown	12	3	3	shotgun proteomics	0.906	0.856	0.889	1.0	['DDA', 'Shotgun proteomics']	18.75 mM	iodoacetamide	['trypsin', 'trypsin/P']	35	unknown	unknown	['HCD', 'High energy collision-induced dissociation']	['LTQ-Orbitrap Elite', 'LTQ Orbitrap Elite']	unknown	['TMT', 'TMT6plex-126 reporter+balance reagent acylated residue', 'TMT']	['Orbitrap', 'Ion Trap']	['TMT6plex-126 reporter+balance reagent acylated residue', 'monohydroxylated residue', 'iodoacetamide derivatized residue', 'oxidation at methionine', 'acetylation at the protein N-terminus', 'glutamine or glutamic acid conversion to pyroglutamic acid', 'carbamidomethylation at cysteine residues']	10 mM	TCEP	0.954	0.95	0.893	1.0
PXD009596	shard_2	50-76 years	unknown	Cervical epithelial cell	adult	normal	biofluid	Pap test samples	female	Homo sapiens	cervix	0.846	0.836	0.643	1.0	unknown	unknown	unknown	unknown	16	1	unknown	unknown	Shotgun proteomics	0.861	0.989	0.333	1.0	unknown	unknown	unknown	trypsin	unknown	unknown	high pH reverse phase chromatography	unknown	['LTQ Orbitrap Velos', 'LTQ Orbitrap Velos']	unknown	label-free	['Ion Trap', 'Orbitrap']	No PTMs are included in the dataset	unknown	unknown	0.856	0.924	0.471	1.0
PXD009716	shard_2	unknown	unknown	unknown	unknown	unknown	['biofluid', 'cell line']	['cell culture', 'commercial proteins']	unknown	Homo sapiens	Blood plasma	0.812	0.875	0.375	1.0	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown	Shotgun proteomics	0.822	1.0	0.111	1.0	Shotgun proteomics	55 mM	iodoacetamide	trypsin	35	cotton-HILIC-SPE	unknown	['HCD', 'higher-energy collisional dissociation']	LTQ Orbitrap Elite	ESI	label-free	quadrupole linear ion trap-orbitrap hybrid	['monohydroxylated residue', 'iodoacetamide derivatized residue']	40 mM	DL-dithiothreitol	0.965	0.953	0.941	1.0
