pxd	run	organism	tissue	disease	cell_line	instrument	fragmentation	collision_energy	enzymes	modifications	labeling	enrichment	fraction_identifier	fractionation
PXD000561	Adult_NKcells_Gel_Velos_47_f07	Homo sapiens	NK cells			LTQ Orbitrap Velos	HCD		trypsin	C-carbamidomethylation; M-oxidation; Acetyl	label-free		7	True
PXD000561	Adult_NKcells_Gel_Velos_47_f08	Homo sapiens	NK cells			LTQ Orbitrap Velos	HCD		trypsin	C-carbamidomethylation; M-oxidation; Acetyl	label-free		8	True
PXD000561	Adult_NKcells_Gel_Velos_47_f09	Homo sapiens	NK cells			LTQ Orbitrap Velos	HCD		trypsin	C-carbamidomethylation; M-oxidation; Acetyl	label-free		9	True
PXD000561	Adult_NKcells_Gel_Velos_47_f10	Homo sapiens	NK cells			LTQ Orbitrap Velos	HCD		trypsin	C-carbamidomethylation; M-oxidation; Acetyl	label-free		10	True
PXD000561	Adult_NKcells_Gel_Velos_47_f11	Homo sapiens	NK cells			LTQ Orbitrap Velos	HCD		trypsin	C-carbamidomethylation; M-oxidation; Acetyl	label-free		11	True
PXD000561	Adult_NKcells_Gel_Velos_47_f12	Homo sapiens	NK cells			LTQ Orbitrap Velos	HCD		trypsin	C-carbamidomethylation; M-oxidation; Acetyl	label-free		12	True
PXD000561	Adult_NKcells_Gel_Velos_47_f13	Homo sapiens	NK cells			LTQ Orbitrap Velos	HCD		trypsin	C-carbamidomethylation; M-oxidation; Acetyl	label-free		13	True
PXD000561	Adult_NKcells_Gel_Velos_47_f14	Homo sapiens	NK cells			LTQ Orbitrap Velos	HCD		trypsin	C-carbamidomethylation; M-oxidation; Acetyl	label-free		14	True
PXD000561	Adult_NKcells_Gel_Velos_47_f15	Homo sapiens	NK cells			LTQ Orbitrap Velos	HCD		trypsin	C-carbamidomethylation; M-oxidation; Acetyl	label-free		15	True
PXD000561	Adult_NKcells_Gel_Velos_47_f16	Homo sapiens	NK cells			LTQ Orbitrap Velos	HCD		trypsin	C-carbamidomethylation; M-oxidation; Acetyl	label-free		16	True
PXD000561	Adult_NKcells_Gel_Velos_47_f17	Homo sapiens	NK cells			LTQ Orbitrap Velos	HCD		trypsin	C-carbamidomethylation; M-oxidation; Acetyl	label-free		17	True
PXD000561	Adult_NKcells_Gel_Velos_47_f18	Homo sapiens	NK cells			LTQ Orbitrap Velos	HCD		trypsin	C-carbamidomethylation; M-oxidation; Acetyl	label-free		18	True
PXD000561	Adult_NKcells_Gel_Velos_47_f19	Homo sapiens	NK cells			LTQ Orbitrap Velos	HCD		trypsin	C-carbamidomethylation; M-oxidation; Acetyl	label-free		19	True
PXD000561	Adult_NKcells_Gel_Velos_47_f20	Homo sapiens	NK cells			LTQ Orbitrap Velos	HCD		trypsin	C-carbamidomethylation; M-oxidation; Acetyl	label-free		20	True
PXD000561	Adult_NKcells_Gel_Velos_47_f21	Homo sapiens	NK cells			LTQ Orbitrap Velos	HCD		trypsin	C-carbamidomethylation; M-oxidation; Acetyl	label-free		21	True
PXD000561	Adult_NKcells_Gel_Velos_47_f22	Homo sapiens	NK cells			LTQ Orbitrap Velos	HCD		trypsin	C-carbamidomethylation; M-oxidation; Acetyl	label-free		22	True
PXD000561	Adult_NKcells_Gel_Velos_47_f23	Homo sapiens	NK cells			LTQ Orbitrap Velos	HCD		trypsin	C-carbamidomethylation; M-oxidation; Acetyl	label-free		23	True
PXD000561	Adult_NKcells_Gel_Velos_47_f24	Homo sapiens	NK cells			LTQ Orbitrap Velos	HCD		trypsin	C-carbamidomethylation; M-oxidation; Acetyl	label-free		24	True
PXD000561	Adult_NKcells_Gel_Velos_47_f25	Homo sapiens	NK cells			LTQ Orbitrap Velos	HCD		trypsin	C-carbamidomethylation; M-oxidation; Acetyl	label-free		25	True
PXD000561	Adult_NKcells_Gel_Velos_47_f26	Homo sapiens	NK cells			LTQ Orbitrap Velos	HCD		trypsin	C-carbamidomethylation; M-oxidation; Acetyl	label-free		26	True
PXD000561	Adult_NKcells_Gel_Velos_47_f27	Homo sapiens	NK cells			LTQ Orbitrap Velos	HCD		trypsin	C-carbamidomethylation; M-oxidation; Acetyl	label-free		27	True
PXD000561	Adult_NKcells_Gel_Velos_47_f28	Homo sapiens	NK cells			LTQ Orbitrap Velos	HCD		trypsin	C-carbamidomethylation; M-oxidation; Acetyl	label-free		28	True
PXD000561	Adult_NKcells_Gel_Velos_47_f29	Homo sapiens	NK cells			LTQ Orbitrap Velos	HCD		trypsin	C-carbamidomethylation; M-oxidation; Acetyl	label-free		29	True
PXD000561	Adult_NKcells_Gel_Velos_47_f30	Homo sapiens	NK cells			LTQ Orbitrap Velos	HCD		trypsin	C-carbamidomethylation; M-oxidation; Acetyl	label-free		30	True
PXD000561	Adult_Platelets_Gel_Elite_48_f01	Homo sapiens	platelets			LTQ Orbitrap Elite	HCD		trypsin	C-carbamidomethylation; M-oxidation; Acetyl	label-free		1	True
PXD000561	Adult_Platelets_Gel_Elite_48_f02	Homo sapiens	platelets			LTQ Orbitrap Elite	HCD		trypsin	C-carbamidomethylation; M-oxidation; Acetyl	label-free		2	True
PXD000561	Adult_Platelets_Gel_Elite_48_f03	Homo sapiens	platelets			LTQ Orbitrap Elite	HCD		trypsin	C-carbamidomethylation; M-oxidation; Acetyl	label-free		3	True
PXD000561	Adult_Platelets_Gel_Elite_48_f04	Homo sapiens	platelets			LTQ Orbitrap Elite	HCD		trypsin	C-carbamidomethylation; M-oxidation; Acetyl	label-free		4	True
PXD000561	Adult_Platelets_Gel_Elite_48_f05	Homo sapiens	platelets			LTQ Orbitrap Elite	HCD		trypsin	C-carbamidomethylation; M-oxidation; Acetyl	label-free		5	True
PXD000561	Adult_Platelets_Gel_Elite_48_f06	Homo sapiens	platelets			LTQ Orbitrap Elite	HCD		trypsin	C-carbamidomethylation; M-oxidation; Acetyl	label-free		6	True
PXD000561	Adult_Platelets_Gel_Elite_48_f07	Homo sapiens	platelets			LTQ Orbitrap Elite	HCD		trypsin	C-carbamidomethylation; M-oxidation; Acetyl	label-free		7	True
PXD000561	Adult_Platelets_Gel_Elite_48_f08	Homo sapiens	platelets			LTQ Orbitrap Elite	HCD		trypsin	C-carbamidomethylation; M-oxidation; Acetyl	label-free		8	True
PXD000561	Adult_Platelets_Gel_Elite_48_f09	Homo sapiens	platelets			LTQ Orbitrap Elite	HCD		trypsin	C-carbamidomethylation; M-oxidation; Acetyl	label-free		9	True
PXD000561	Adult_Platelets_Gel_Elite_48_f10	Homo sapiens	platelets			LTQ Orbitrap Elite	HCD		trypsin	C-carbamidomethylation; M-oxidation; Acetyl	label-free		10	True
PXD000561	Adult_Platelets_Gel_Elite_48_f11	Homo sapiens	platelets			LTQ Orbitrap Elite	HCD		trypsin	C-carbamidomethylation; M-oxidation; Acetyl	label-free		11	True
PXD000561	Adult_Platelets_Gel_Elite_48_f12	Homo sapiens	platelets			LTQ Orbitrap Elite	HCD		trypsin	C-carbamidomethylation; M-oxidation; Acetyl	label-free		12	True
PXD000561	Adult_Platelets_Gel_Elite_48_f13	Homo sapiens	platelets			LTQ Orbitrap Elite	HCD		trypsin	C-carbamidomethylation; M-oxidation; Acetyl	label-free		13	True
PXD000561	Adult_Platelets_Gel_Elite_48_f14	Homo sapiens	platelets			LTQ Orbitrap Elite	HCD		trypsin	C-carbamidomethylation; M-oxidation; Acetyl	label-free		14	True
PXD000561	Adult_Platelets_Gel_Elite_48_f15	Homo sapiens	platelets			LTQ Orbitrap Elite	HCD		trypsin	C-carbamidomethylation; M-oxidation; Acetyl	label-free		15	True
PXD000561	Adult_Platelets_Gel_Elite_48_f16	Homo sapiens	platelets			LTQ Orbitrap Elite	HCD		trypsin	C-carbamidomethylation; M-oxidation; Acetyl	label-free		16	True
PXD000561	Adult_Platelets_Gel_Elite_48_f17	Homo sapiens	platelets			LTQ Orbitrap Elite	HCD		trypsin	C-carbamidomethylation; M-oxidation; Acetyl	label-free		17	True
PXD000561	Adult_Platelets_Gel_Elite_48_f18	Homo sapiens	platelets			LTQ Orbitrap Elite	HCD		trypsin	C-carbamidomethylation; M-oxidation; Acetyl	label-free		18	True
PXD000561	Adult_Platelets_Gel_Elite_48_f19	Homo sapiens	platelets			LTQ Orbitrap Elite	HCD		trypsin	C-carbamidomethylation; M-oxidation; Acetyl	label-free		19	True
PXD000561	Adult_Platelets_Gel_Elite_48_f20	Homo sapiens	platelets			LTQ Orbitrap Elite	HCD		trypsin	C-carbamidomethylation; M-oxidation; Acetyl	label-free		20	True
PXD000561	Adult_Platelets_Gel_Elite_48_f21	Homo sapiens	platelets			LTQ Orbitrap Elite	HCD		trypsin	C-carbamidomethylation; M-oxidation; Acetyl	label-free		21	True
PXD000561	Adult_Platelets_Gel_Elite_48_f22	Homo sapiens	platelets			LTQ Orbitrap Elite	HCD		trypsin	C-carbamidomethylation; M-oxidation; Acetyl	label-free		22	True
PXD000561	Adult_Platelets_Gel_Elite_48_f23	Homo sapiens	platelets			LTQ Orbitrap Elite	HCD		trypsin	C-carbamidomethylation; M-oxidation; Acetyl	label-free		23	True
PXD000561	Adult_Platelets_Gel_Elite_48_f24	Homo sapiens	platelets			LTQ Orbitrap Elite	HCD		trypsin	C-carbamidomethylation; M-oxidation; Acetyl	label-free		24	True
PXD000561	Adult_Adrenalgland_Gel_Elite_49_f01	Homo sapiens	adrenal gland			LTQ Orbitrap Elite	HCD		trypsin	C-carbamidomethylation; M-oxidation; Acetyl	label-free		1	True
PXD000561	Adult_Adrenalgland_Gel_Elite_49_f02	Homo sapiens	adrenal gland			LTQ Orbitrap Elite	HCD		trypsin	C-carbamidomethylation; M-oxidation; Acetyl	label-free		2	True
PXD000561	Adult_Adrenalgland_Gel_Elite_49_f03	Homo sapiens	adrenal gland			LTQ Orbitrap Elite	HCD		trypsin	C-carbamidomethylation; M-oxidation; Acetyl	label-free		3	True
PXD000561	Adult_Adrenalgland_Gel_Elite_49_f04	Homo sapiens	adrenal gland			LTQ Orbitrap Elite	HCD		trypsin	C-carbamidomethylation; M-oxidation; Acetyl	label-free		4	True
PXD000561	Adult_Adrenalgland_Gel_Elite_49_f05	Homo sapiens	adrenal gland			LTQ Orbitrap Elite	HCD		trypsin	C-carbamidomethylation; M-oxidation; Acetyl	label-free		5	True
PXD000561	Adult_Adrenalgland_Gel_Elite_49_f06	Homo sapiens	adrenal gland			LTQ Orbitrap Elite	HCD		trypsin	C-carbamidomethylation; M-oxidation; Acetyl	label-free		6	True
PXD000561	Adult_Adrenalgland_Gel_Elite_49_f07	Homo sapiens	adrenal gland			LTQ Orbitrap Elite	HCD		trypsin	C-carbamidomethylation; M-oxidation; Acetyl	label-free		7	True
PXD000561	Adult_Adrenalgland_Gel_Elite_49_f08	Homo sapiens	adrenal gland			LTQ Orbitrap Elite	HCD		trypsin	C-carbamidomethylation; M-oxidation; Acetyl	label-free		8	True
PXD000561	Adult_Adrenalgland_Gel_Elite_49_f09	Homo sapiens	adrenal gland			LTQ Orbitrap Elite	HCD		trypsin	C-carbamidomethylation; M-oxidation; Acetyl	label-free		9	True
PXD000561	Adult_Adrenalgland_Gel_Elite_49_f10	Homo sapiens	adrenal gland			LTQ Orbitrap Elite	HCD		trypsin	C-carbamidomethylation; M-oxidation; Acetyl	label-free		10	True
PXD000561	Adult_Adrenalgland_Gel_Elite_49_f11	Homo sapiens	adrenal gland			LTQ Orbitrap Elite	HCD		trypsin	C-carbamidomethylation; M-oxidation; Acetyl	label-free		11	True
PXD000561	Adult_Adrenalgland_Gel_Elite_49_f12	Homo sapiens	adrenal gland			LTQ Orbitrap Elite	HCD		trypsin	C-carbamidomethylation; M-oxidation; Acetyl	label-free		12	True
PXD000561	Adult_Adrenalgland_Gel_Elite_49_f13	Homo sapiens	adrenal gland			LTQ Orbitrap Elite	HCD		trypsin	C-carbamidomethylation; M-oxidation; Acetyl	label-free		13	True
PXD000561	Adult_Adrenalgland_Gel_Elite_49_f14	Homo sapiens	adrenal gland			LTQ Orbitrap Elite	HCD		trypsin	C-carbamidomethylation; M-oxidation; Acetyl	label-free		14	True
PXD000561	Adult_Adrenalgland_Gel_Elite_49_f15	Homo sapiens	adrenal gland			LTQ Orbitrap Elite	HCD		trypsin	C-carbamidomethylation; M-oxidation; Acetyl	label-free		15	True
PXD000561	Adult_Adrenalgland_Gel_Elite_49_f16	Homo sapiens	adrenal gland			LTQ Orbitrap Elite	HCD		trypsin	C-carbamidomethylation; M-oxidation; Acetyl	label-free		16	True
PXD000561	Adult_Adrenalgland_Gel_Elite_49_f17	Homo sapiens	adrenal gland			LTQ Orbitrap Elite	HCD		trypsin	C-carbamidomethylation; M-oxidation; Acetyl	label-free		17	True
PXD000561	Adult_Adrenalgland_Gel_Elite_49_f18	Homo sapiens	adrenal gland			LTQ Orbitrap Elite	HCD		trypsin	C-carbamidomethylation; M-oxidation; Acetyl	label-free		18	True
PXD000561	Adult_Adrenalgland_Gel_Elite_49_f19	Homo sapiens	adrenal gland			LTQ Orbitrap Elite	HCD		trypsin	C-carbamidomethylation; M-oxidation; Acetyl	label-free		19	True
PXD000561	Adult_Adrenalgland_Gel_Elite_49_f20	Homo sapiens	adrenal gland			LTQ Orbitrap Elite	HCD		trypsin	C-carbamidomethylation; M-oxidation; Acetyl	label-free		20	True
PXD000561	Adult_Adrenalgland_Gel_Elite_49_f21	Homo sapiens	adrenal gland			LTQ Orbitrap Elite	HCD		trypsin	C-carbamidomethylation; M-oxidation; Acetyl	label-free		21	True
PXD000561	Adult_Adrenalgland_Gel_Elite_49_f22	Homo sapiens	adrenal gland			LTQ Orbitrap Elite	HCD		trypsin	C-carbamidomethylation; M-oxidation; Acetyl	label-free		22	True
PXD000561	Adult_Adrenalgland_Gel_Elite_49_f23	Homo sapiens	adrenal gland			LTQ Orbitrap Elite	HCD		trypsin	C-carbamidomethylation; M-oxidation; Acetyl	label-free		23	True
PXD000561	Adult_Adrenalgland_Gel_Elite_49_f24	Homo sapiens	adrenal gland			LTQ Orbitrap Elite	HCD		trypsin	C-carbamidomethylation; M-oxidation; Acetyl	label-free		24	True
PXD000561	Adult_Colon_bRP_Elite_50_f01	Homo sapiens	colon			LTQ Orbitrap Elite	HCD		trypsin	C-carbamidomethylation; M-oxidation; Acetyl	label-free		1	True
PXD000561	Adult_Colon_bRP_Elite_50_f02	Homo sapiens	colon			LTQ Orbitrap Elite	HCD		trypsin	C-carbamidomethylation; M-oxidation; Acetyl	label-free		2	True
PXD000561	Adult_Colon_bRP_Elite_50_f03	Homo sapiens	colon			LTQ Orbitrap Elite	HCD		trypsin	C-carbamidomethylation; M-oxidation; Acetyl	label-free		3	True
PXD000561	Adult_Colon_bRP_Elite_50_f04	Homo sapiens	colon			LTQ Orbitrap Elite	HCD		trypsin	C-carbamidomethylation; M-oxidation; Acetyl	label-free		4	True
PXD000561	Adult_Colon_bRP_Elite_50_f05	Homo sapiens	colon			LTQ Orbitrap Elite	HCD		trypsin	C-carbamidomethylation; M-oxidation; Acetyl	label-free		5	True
PXD000561	Adult_Colon_bRP_Elite_50_f06	Homo sapiens	colon			LTQ Orbitrap Elite	HCD		trypsin	C-carbamidomethylation; M-oxidation; Acetyl	label-free		6	True
PXD000561	Adult_Colon_bRP_Elite_50_f07	Homo sapiens	colon			LTQ Orbitrap Elite	HCD		trypsin	C-carbamidomethylation; M-oxidation; Acetyl	label-free		7	True
PXD000561	Adult_Colon_bRP_Elite_50_f08	Homo sapiens	colon			LTQ Orbitrap Elite	HCD		trypsin	C-carbamidomethylation; M-oxidation; Acetyl	label-free		8	True
PXD000561	Adult_Colon_bRP_Elite_50_f09	Homo sapiens	colon			LTQ Orbitrap Elite	HCD		trypsin	C-carbamidomethylation; M-oxidation; Acetyl	label-free		9	True
PXD000561	Adult_Colon_bRP_Elite_50_f10	Homo sapiens	colon			LTQ Orbitrap Elite	HCD		trypsin	C-carbamidomethylation; M-oxidation; Acetyl	label-free		10	True
PXD000561	Adult_Colon_bRP_Elite_50_f11	Homo sapiens	colon			LTQ Orbitrap Elite	HCD		trypsin	C-carbamidomethylation; M-oxidation; Acetyl	label-free		11	True
PXD000561	Adult_Colon_bRP_Elite_50_f12	Homo sapiens	colon			LTQ Orbitrap Elite	HCD		trypsin	C-carbamidomethylation; M-oxidation; Acetyl	label-free		12	True
PXD000561	Adult_Colon_bRP_Elite_50_f13	Homo sapiens	colon			LTQ Orbitrap Elite	HCD		trypsin	C-carbamidomethylation; M-oxidation; Acetyl	label-free		13	True
PXD000561	Adult_Colon_bRP_Elite_50_f14	Homo sapiens	colon			LTQ Orbitrap Elite	HCD		trypsin	C-carbamidomethylation; M-oxidation; Acetyl	label-free		14	True
PXD000561	Adult_Colon_bRP_Elite_50_f15	Homo sapiens	colon			LTQ Orbitrap Elite	HCD		trypsin	C-carbamidomethylation; M-oxidation; Acetyl	label-free		15	True
PXD000561	Adult_Colon_bRP_Elite_50_f16	Homo sapiens	colon			LTQ Orbitrap Elite	HCD		trypsin	C-carbamidomethylation; M-oxidation; Acetyl	label-free		16	True
PXD000561	Adult_Colon_bRP_Elite_50_f17	Homo sapiens	colon			LTQ Orbitrap Elite	HCD		trypsin	C-carbamidomethylation; M-oxidation; Acetyl	label-free		17	True
PXD000561	Adult_Colon_bRP_Elite_50_f18	Homo sapiens	colon			LTQ Orbitrap Elite	HCD		trypsin	C-carbamidomethylation; M-oxidation; Acetyl	label-free		18	True
PXD000561	Adult_Colon_bRP_Elite_50_f19	Homo sapiens	colon			LTQ Orbitrap Elite	HCD		trypsin	C-carbamidomethylation; M-oxidation; Acetyl	label-free		19	True
PXD000561	Adult_Colon_bRP_Elite_50_f20	Homo sapiens	colon			LTQ Orbitrap Elite	HCD		trypsin	C-carbamidomethylation; M-oxidation; Acetyl	label-free		20	True
PXD000561	Adult_Colon_bRP_Elite_50_f21	Homo sapiens	colon			LTQ Orbitrap Elite	HCD		trypsin	C-carbamidomethylation; M-oxidation; Acetyl	label-free		21	True
PXD000561	Adult_Colon_bRP_Elite_50_f22	Homo sapiens	colon			LTQ Orbitrap Elite	HCD		trypsin	C-carbamidomethylation; M-oxidation; Acetyl	label-free		22	True
PXD000561	Adult_Colon_bRP_Elite_50_f23	Homo sapiens	colon			LTQ Orbitrap Elite	HCD		trypsin	C-carbamidomethylation; M-oxidation; Acetyl	label-free		23	True
PXD000561	Adult_Colon_bRP_Elite_50_f24	Homo sapiens	colon			LTQ Orbitrap Elite	HCD		trypsin	C-carbamidomethylation; M-oxidation; Acetyl	label-free		24	True
PXD000561	Adult_Colon_Gel_Elite_51_f01	Homo sapiens	colon			LTQ Orbitrap Elite	HCD		trypsin	C-carbamidomethylation; M-oxidation; Acetyl	label-free		1	True
PXD000561	Adult_Colon_Gel_Elite_51_f02	Homo sapiens	colon			LTQ Orbitrap Elite	HCD		trypsin	C-carbamidomethylation; M-oxidation; Acetyl	label-free		2	True
PXD000561	Adult_Colon_Gel_Elite_51_f03	Homo sapiens	colon			LTQ Orbitrap Elite	HCD		trypsin	C-carbamidomethylation; M-oxidation; Acetyl	label-free		3	True
PXD000561	Adult_Colon_Gel_Elite_51_f04	Homo sapiens	colon			LTQ Orbitrap Elite	HCD		trypsin	C-carbamidomethylation; M-oxidation; Acetyl	label-free		4	True
PXD000561	Adult_Colon_Gel_Elite_51_f05	Homo sapiens	colon			LTQ Orbitrap Elite	HCD		trypsin	C-carbamidomethylation; M-oxidation; Acetyl	label-free		5	True
PXD000561	Adult_Colon_Gel_Elite_51_f06	Homo sapiens	colon			LTQ Orbitrap Elite	HCD		trypsin	C-carbamidomethylation; M-oxidation; Acetyl	label-free		6	True
PXD000561	Adult_Colon_Gel_Elite_51_f07	Homo sapiens	colon			LTQ Orbitrap Elite	HCD		trypsin	C-carbamidomethylation; M-oxidation; Acetyl	label-free		7	True
PXD000561	Adult_Colon_Gel_Elite_51_f08	Homo sapiens	colon			LTQ Orbitrap Elite	HCD		trypsin	C-carbamidomethylation; M-oxidation; Acetyl	label-free		8	True
PXD000561	Adult_Colon_Gel_Elite_51_f09	Homo sapiens	colon			LTQ Orbitrap Elite	HCD		trypsin	C-carbamidomethylation; M-oxidation; Acetyl	label-free		9	True
PXD000561	Adult_Colon_Gel_Elite_51_f10	Homo sapiens	colon			LTQ Orbitrap Elite	HCD		trypsin	C-carbamidomethylation; M-oxidation; Acetyl	label-free		10	True
PXD000561	Adult_Colon_Gel_Elite_51_f11	Homo sapiens	colon			LTQ Orbitrap Elite	HCD		trypsin	C-carbamidomethylation; M-oxidation; Acetyl	label-free		11	True
PXD000561	Adult_Colon_Gel_Elite_51_f12	Homo sapiens	colon			LTQ Orbitrap Elite	HCD		trypsin	C-carbamidomethylation; M-oxidation; Acetyl	label-free		12	True
PXD000561	Adult_Colon_Gel_Elite_51_f13	Homo sapiens	colon			LTQ Orbitrap Elite	HCD		trypsin	C-carbamidomethylation; M-oxidation; Acetyl	label-free		13	True
PXD000561	Adult_Colon_Gel_Elite_51_f14	Homo sapiens	colon			LTQ Orbitrap Elite	HCD		trypsin	C-carbamidomethylation; M-oxidation; Acetyl	label-free		14	True
PXD000561	Adult_Colon_Gel_Elite_51_f15	Homo sapiens	colon			LTQ Orbitrap Elite	HCD		trypsin	C-carbamidomethylation; M-oxidation; Acetyl	label-free		15	True
PXD000561	Adult_Colon_Gel_Elite_51_f16	Homo sapiens	colon			LTQ Orbitrap Elite	HCD		trypsin	C-carbamidomethylation; M-oxidation; Acetyl	label-free		16	True
PXD000561	Adult_Colon_Gel_Elite_51_f17	Homo sapiens	colon			LTQ Orbitrap Elite	HCD		trypsin	C-carbamidomethylation; M-oxidation; Acetyl	label-free		17	True
PXD000561	Adult_Colon_Gel_Elite_51_f18	Homo sapiens	colon			LTQ Orbitrap Elite	HCD		trypsin	C-carbamidomethylation; M-oxidation; Acetyl	label-free		18	True
PXD000561	Adult_Colon_Gel_Elite_51_f19	Homo sapiens	colon			LTQ Orbitrap Elite	HCD		trypsin	C-carbamidomethylation; M-oxidation; Acetyl	label-free		19	True
PXD000561	Adult_Colon_Gel_Elite_51_f20	Homo sapiens	colon			LTQ Orbitrap Elite	HCD		trypsin	C-carbamidomethylation; M-oxidation; Acetyl	label-free		20	True
PXD000561	Adult_Colon_Gel_Elite_51_f21	Homo sapiens	colon			LTQ Orbitrap Elite	HCD		trypsin	C-carbamidomethylation; M-oxidation; Acetyl	label-free		21	True
PXD000561	Adult_Colon_Gel_Elite_51_f22	Homo sapiens	colon			LTQ Orbitrap Elite	HCD		trypsin	C-carbamidomethylation; M-oxidation; Acetyl	label-free		22	True
PXD000561	Adult_Colon_Gel_Elite_51_f23	Homo sapiens	colon			LTQ Orbitrap Elite	HCD		trypsin	C-carbamidomethylation; M-oxidation; Acetyl	label-free		23	True
PXD000561	Adult_Colon_Gel_Elite_51_f24	Homo sapiens	colon			LTQ Orbitrap Elite	HCD		trypsin	C-carbamidomethylation; M-oxidation; Acetyl	label-free		24	True
PXD000561	Adult_Gallbladder_Gel_Elite_52_f01	Homo sapiens	gallbladder			LTQ Orbitrap Elite	HCD		trypsin	C-carbamidomethylation; M-oxidation; Acetyl	label-free		1	True
PXD000561	Adult_Gallbladder_Gel_Elite_52_f02	Homo sapiens	gallbladder			LTQ Orbitrap Elite	HCD		trypsin	C-carbamidomethylation; M-oxidation; Acetyl	label-free		2	True
PXD000561	Adult_Gallbladder_Gel_Elite_52_f03	Homo sapiens	gallbladder			LTQ Orbitrap Elite	HCD		trypsin	C-carbamidomethylation; M-oxidation; Acetyl	label-free		3	True
PXD000561	Adult_Gallbladder_Gel_Elite_52_f04	Homo sapiens	gallbladder			LTQ Orbitrap Elite	HCD		trypsin	C-carbamidomethylation; M-oxidation; Acetyl	label-free		4	True
PXD000561	Adult_Gallbladder_Gel_Elite_52_f05	Homo sapiens	gallbladder			LTQ Orbitrap Elite	HCD		trypsin	C-carbamidomethylation; M-oxidation; Acetyl	label-free		5	True
PXD000561	Adult_Gallbladder_Gel_Elite_52_f06	Homo sapiens	gallbladder			LTQ Orbitrap Elite	HCD		trypsin	C-carbamidomethylation; M-oxidation; Acetyl	label-free		6	True
PXD000561	Adult_Gallbladder_Gel_Elite_52_f07	Homo sapiens	gallbladder			LTQ Orbitrap Elite	HCD		trypsin	C-carbamidomethylation; M-oxidation; Acetyl	label-free		7	True
PXD000561	Adult_Gallbladder_Gel_Elite_52_f08	Homo sapiens	gallbladder			LTQ Orbitrap Elite	HCD		trypsin	C-carbamidomethylation; M-oxidation; Acetyl	label-free		8	True
PXD000561	Adult_Gallbladder_Gel_Elite_52_f09	Homo sapiens	gallbladder			LTQ Orbitrap Elite	HCD		trypsin	C-carbamidomethylation; M-oxidation; Acetyl	label-free		9	True
PXD000561	Adult_Gallbladder_Gel_Elite_52_f10	Homo sapiens	gallbladder			LTQ Orbitrap Elite	HCD		trypsin	C-carbamidomethylation; M-oxidation; Acetyl	label-free		10	True
PXD000561	Adult_Gallbladder_Gel_Elite_52_f11	Homo sapiens	gallbladder			LTQ Orbitrap Elite	HCD		trypsin	C-carbamidomethylation; M-oxidation; Acetyl	label-free		11	True
PXD000561	Adult_Gallbladder_Gel_Elite_52_f12	Homo sapiens	gallbladder			LTQ Orbitrap Elite	HCD		trypsin	C-carbamidomethylation; M-oxidation; Acetyl	label-free		12	True
PXD000561	Adult_Gallbladder_Gel_Elite_52_f13	Homo sapiens	gallbladder			LTQ Orbitrap Elite	HCD		trypsin	C-carbamidomethylation; M-oxidation; Acetyl	label-free		13	True
PXD000561	Adult_Gallbladder_Gel_Elite_52_f14	Homo sapiens	gallbladder			LTQ Orbitrap Elite	HCD		trypsin	C-carbamidomethylation; M-oxidation; Acetyl	label-free		14	True
PXD000561	Adult_Gallbladder_Gel_Elite_52_f15	Homo sapiens	gallbladder			LTQ Orbitrap Elite	HCD		trypsin	C-carbamidomethylation; M-oxidation; Acetyl	label-free		15	True
PXD000561	Adult_Gallbladder_Gel_Elite_52_f16	Homo sapiens	gallbladder			LTQ Orbitrap Elite	HCD		trypsin	C-carbamidomethylation; M-oxidation; Acetyl	label-free		16	True
