pxd	group_name	organism	organism_score	tissue	tissue_score	disease	disease_score	cell_part	cell_part_score	cell_line	cell_line_score	instrument	instrument_score	fragmentation	fragmentation_score	enzymes	enzymes_score	modifications	modifications_score	collision_energy	collision_energy_score	gradient_time_min	gradient_time_min_score	lc_column	lc_column_score	acquisition	acquisition_score	labeling	labeling_score	ionization	ionization_score	treatment_type	treatment_type_score	treatment_name	treatment_name_score	treatment_class	treatment_class_score	fractionation	enrichment
PXD004940	HeLa cell lysate phosphopeptides	Homo sapiens	1.0					cytoplasm	0.716	HeLa	1.0	Orbitrap Fusion Lumos	0.877	HCD; CID	1.0; 1.0	LysC; trypsin	0.933; 1.0	C-carbamidomethylation	1.0					reverse phase C18	1.0	DDA	1.0	label-free	1.0	ESI	1.0								phosphorylation; TiO2
PXD004941	PC9/GR and PC9 NSCLC cells	Homo sapiens	1.0			lung cancer	1.0			PC-9	1.0	Q Exactive Plus	1.0	HCD	1.0	trypsin	1.0	C-carbamidomethylation; K-ubiquitination	1.0; 0.9					reverse phase C18	1.0	DDA	1.0	SILAC	1.0	ESI	1.0					small molecule	1.0	True; high pH reverse-phase HPLC	ubiquitylation; antibody-based affinity enrichment
PXD004945	HRAS/IDH1 glioma cells	Homo sapiens	1.0									Orbitrap Fusion; LTQ Orbitrap Velos	1.0; 1.0			trypsin	1.0	C-carbamidomethylation; S-phosphorylation; T-phosphorylation; Y-phosphorylation	1.0; 1.0; 1.0; 1.0					reverse phase C18	1.0	DDA	1.0	SILAC	1.0							biologics; biologics	1.0; 1.0	True; high pH reversed phase	phosphorylation; TiO2
PXD004981	Lapatinib resistance model	Homo sapiens	1.0			breast cancer	1.0					Q Exactive Plus	1.0	HCD	1.0	trypsin	1.0	C-carbamidomethylation	1.0					reverse phase C18	1.0	DDA	1.0	label-free	1.0							small molecule	1.0	True; hSAX and High pH reversed-phase	phosphorylation; Fe-IMAC
PXD005045	BeWo and HTR8/SVneo cell lines	Homo sapiens	1.0									Q Exactive	1.0			LysC; trypsin	0.933; 1.0	C-carbamidomethylation	1.0					reverse phase C18	1.0	DDA	1.0	label-free	1.0										
PXD005055	Ovarian Cancer Cell Lines (A2780, SKOV3)	Homo sapiens	1.0			ovarian cancer	1.0			A2780; SKOV3	1.0; 1.0	Q Exactive	1.0			trypsin	1.0	C-carbamidomethylation	1.0					reverse phase C18	1.0	DDA	1.0	TMT	1.0							environmental	1.0	True; offline 2D-LC	
PXD005086	Pediatric IBD and Control Biopsies	Homo sapiens	1.0	colon	1.0	inflammatory bowel disease; healthy	1.0; 1.0					LTQ Orbitrap Elite	1.0	HCD	1.0	trypsin	1.0	C-carbamidomethylation	1.0					reverse phase C18	1.0	DDA	1.0	SILAC	1.0	ESI	1.0							True; SCX	
PXD005086	SILAC Reference Cell Lines	Homo sapiens	1.0							HCT-116; HEK293; HuH-7	1.0; 1.0; 1.0	LTQ Orbitrap Elite	1.0	HCD	1.0	trypsin	1.0	C-carbamidomethylation	1.0					reverse phase C18	1.0	DDA	1.0	SILAC	1.0	ESI	1.0							True; SCX	
PXD005154	HepG2 SILAC RNA pull-down	Homo sapiens	1.0			hepatocellular carcinoma	1.0			HepG2	1.0	Q Exactive	1.0	HCD	1.0	trypsin	1.0	C-carbamidomethylation	1.0					reverse phase C18	1.0	DDA	1.0	SILAC	1.0									True; SDS-PAGE	
PXD005187	H441 Hypoxia/Normoxia SILAC	Homo sapiens	1.0			cystic fibrosis	0.705					Q Exactive Plus	1.0	HCD	1.0	trypsin	1.0	C-carbamidomethylation	1.0					reverse phase C18	1.0	DDA	1.0	SILAC	1.0	ESI	1.0					environmental	1.0		
PXD005190	MCF-7 mRNA interactome capture	Homo sapiens	1.0			breast cancer	1.0			MCF-7	1.0	Q Exactive	1.0			LysC; trypsin	1.0; 1.0	C-carbamidomethylation	1.0									label-free	1.0							environmental	1.0	True; oligo(dT) affinity purification	poly(A)+ RNA; oligo(dT) affinity purification
PXD005190	HEK293 SILAC mRNA interactome capture	Homo sapiens	1.0									Q Exactive	1.0			LysC; trypsin	1.0; 1.0	C-carbamidomethylation	1.0									SILAC	1.0							environmental	1.0	True; oligo(dT) affinity purification	poly(A)+ RNA; oligo(dT) affinity purification
PXD005190	DDX54 BioID	Homo sapiens	1.0									Q Exactive	1.0			LysC; trypsin	1.0; 1.0	C-carbamidomethylation	1.0									label-free	1.0							biologics; environmental	1.0; 1.0	True; streptavidin purification	biotinylated proteins; BioID
PXD005190	DDX54 co-IP	Homo sapiens	1.0									Q Exactive	1.0			LysC; trypsin	1.0; 1.0	C-carbamidomethylation	1.0									label-free	1.0							environmental	1.0	True; anti-FLAG co-immunoprecipitation	DDX54; anti-FLAG co-immunoprecipitation
PXD005190	pSILAC protein synthesis	Homo sapiens	1.0									Q Exactive	1.0			LysC; trypsin	1.0; 1.0	C-carbamidomethylation	1.0									SILAC	1.0							biologics; environmental	1.0; 1.0		
PXD005200	RBC and membrane fraction	Homo sapiens	1.0	erythrocyte	1.0			membrane	0.866			Q Exactive	1.0			ArgC; GluC; LysC; trypsin	1.0; 1.0; 1.0; 1.0	C-carbamidomethylation	1.0									label-free	1.0									True; FASP	phosphorylation
PXD005214	Plasma EV Phosphoproteomics	Homo sapiens	1.0	blood plasma	1.0	breast cancer; healthy	1.0; 1.0					LTQ Orbitrap Velos; Q Exactive	1.0; 1.0	CID; HCD	1.0; 1.0	LysC; trypsin	0.933; 1.0	C-carbamidomethylation; S-phosphorylation; T-phosphorylation; Y-phosphorylation	1.0; 1.0; 1.0; 1.0					reverse phase C18	1.0	DDA	1.0	label-free	1.0	ESI	1.0							True; IMAC	phosphorylation; IMAC
PXD005220	Synovial fluid from OA patients	Homo sapiens	1.0	synovial fluid	1.0	osteoarthritis	1.0					Q Exactive	1.0			trypsin	1.0	C-carbamidomethylation	1.0					reverse phase C18	1.0	DDA	1.0	label-free	1.0	ESI	1.0							True; ProteoMiner	
PXD005252	Mouse MEFs (KO and Inhibitors)	Mus musculus	1.0	fibroblast	1.0							Q Exactive HF	1.0	HCD	1.0	LysC; trypsin	0.933; 1.0	C-carbamidomethylation; K-acetylation	1.0; 1.0					reverse phase C18	1.0	DDA	1.0	SILAC	1.0	ESI	1.0					environmental; small molecule	1.0; 1.0	True; high pH reverse-phase chromatography	acetylation; PTMscan acetyllysine enrichment kit
PXD005252	Human Kasumi-1 cells	Homo sapiens	1.0	blood	0.766	acute myeloid leukemia	1.0					Q Exactive HF	1.0	HCD	1.0	LysC; trypsin	0.933; 1.0	C-carbamidomethylation; K-acetylation	1.0; 1.0					reverse phase C18	1.0	DDA	1.0	SILAC	1.0	ESI	1.0					small molecule	1.0	True; high pH reverse-phase chromatography	acetylation; PTMscan acetyllysine enrichment kit
PXD005252	Human 293FT cells	Homo sapiens	1.0	kidney	1.0							Q Exactive HF	1.0	HCD	1.0	trypsin	1.0	C-carbamidomethylation; K-acetylation	1.0; 1.0					reverse phase C18	1.0	DDA	1.0	SILAC	1.0	ESI	1.0					biologics	1.0	True; high pH reverse-phase chromatography	acetylation; PTMscan acetyllysine enrichment kit
PXD005252	In vitro p300 acetylation	Homo sapiens; Saccharomyces cerevisiae	1.0; 1.0									Q Exactive HF	1.0	HCD	1.0	trypsin	1.0	C-carbamidomethylation; K-acetylation	1.0; 1.0					reverse phase C18	1.0	DDA	1.0	label-free	1.0	ESI	1.0					small molecule	1.0		acetylation; anti-acetyllysine antibody
PXD005252	In vitro p300 acetylation (SILAC)	Homo sapiens	1.0	fibroblast	1.0							Q Exactive HF	1.0	HCD	1.0	trypsin	1.0	C-carbamidomethylation; K-acetylation	1.0; 1.0					reverse phase C18	1.0	DDA	1.0	SILAC	1.0	ESI	1.0					small molecule	1.0	True; high pH reverse-phase chromatography	acetylation; PTMscan acetyllysine enrichment kit
PXD005252	Histone stoichiometry measurement	Mus musculus	1.0	fibroblast	1.0							Q Exactive HF	1.0	HCD	1.0	trypsin	1.0	C-carbamidomethylation; K-acetylation	1.0; 1.0					reverse phase C18	1.0	DDA	1.0	SILAC	1.0	ESI	1.0					small molecule	1.0		acetylation; anti-acetyllysine antibody
PXD005296	HeLa and U2OS cells	Homo sapiens	1.0							HeLa; U2-OS	1.0; 1.0	Q Exactive HF	1.0			LysC; trypsin	1.0; 1.0	K-ubiquitination	0.812									label-free	1.0							small molecule	1.0	True; high-pH	sumoylation; affinity purification
PXD005301	A431 cell line mutants	Homo sapiens	1.0			squamous cell carcinoma	0.918			A-431	1.0	Orbitrap Fusion	0.929	HCD	1.0	trypsin	1.0	C-carbamidomethylation; S-phosphorylation; T-phosphorylation; Y-phosphorylation	1.0; 1.0; 1.0; 1.0					reverse phase C18	1.0	DDA	1.0	TMT	1.0	ESI	1.0					biologics	1.0	True; basic reverse phase liquid chromatography	phosphorylation; phosphopeptide enrichment
PXD005323	HepG2 cells treated with VCP2	Homo sapiens	1.0							HepG2	1.0	TripleTOF 5600	0.87	CID	1.0	trypsin	1.0	C-carbamidomethylation	1.0					reverse phase C18	1.0	DDA	1.0	iTRAQ	1.0	ESI	1.0					small molecule	1.0	True; SCX	
PXD005354	CRC65 Cell Lines and CPTAC Patient Samples	Homo sapiens	1.0	colon	0.812	colorectal cancer	1.0					LTQ Orbitrap Velos	1.0	HCD	1.0	trypsin	1.0	C-carbamidomethylation	1.0					reverse phase C18	1.0	DDA	1.0	label-free	1.0	ESI	1.0							True; hSAX	
PXD005389	HCT-116 whole cell lysate	Homo sapiens	1.0	colon	1.0					HCT-116	1.0	Q Exactive	1.0	HCD	1.0	trypsin; LysC	1.0; 0.933	C-carbamidomethylation	1.0					reverse phase C18	1.0	DDA	1.0	label-free	1.0	ESI	1.0					small molecule	1.0		
PXD005436	Human Follicular Fluid Proteomics	Homo sapiens	1.0	follicular fluid	1.0							Q Exactive	1.0	HCD	1.0	trypsin	1.0	C-carbamidomethylation	1.0					reverse phase C18	1.0	DDA	1.0	TMT	1.0	ESI	1.0							True; High pH reverse phase	
PXD005465	EPCs from healthy individuals	Homo sapiens	1.0	epithelial cell	0.701	healthy	1.0					Q Exactive	1.0			LysC; trypsin	0.933; 1.0	C-carbamidomethylation	1.0							DDA	1.0	label-free	1.0							biologics	1.0		
PXD005477	Human CD4+ T cells ex vivo	Homo sapiens	1.0	blood	1.0	healthy	1.0					Orbitrap Fusion	0.919	HCD	1.0	trypsin	1.0	C-carbamidomethylation	1.0					reverse phase C18	1.0	DDA	1.0	label-free	1.0	ESI	1.0								
PXD005507	HepG2 cells treated with metal complexes	Homo sapiens	1.0	liver	1.0	hepatocellular carcinoma	1.0			HepG2	1.0	LTQ Orbitrap Elite	1.0	CID	1.0	trypsin	1.0	C-carbamidomethylation	1.0					reverse phase C18	1.0	DDA	1.0	label-free	1.0							small molecule	1.0		
PXD005508	SK-Mel24 and SK-Mel28 Cell Lines	Homo sapiens	1.0			melanoma	1.0			SK-MEL-24; SK-MEL-28	1.0; 1.0	Q Exactive HF	0.949	HCD	1.0	LysC; trypsin	0.933; 1.0	C-carbamidomethylation	1.0					reverse phase C18	1.0	DDA	1.0	TMT	1.0	ESI	1.0					small molecule	1.0	True; Strong Cation Exchange	
PXD005514	Breast Cancer Cell Lines	Homo sapiens	1.0			breast cancer	1.0			MCF-7; T-47D	1.0; 1.0	Q Exactive Plus	1.0	HCD	1.0	LysC; trypsin	0.933; 1.0	C-carbamidomethylation; S-phosphorylation; T-phosphorylation; Y-phosphorylation	1.0; 1.0; 1.0; 1.0					reverse phase C18	1.0	DDA	1.0	label-free	1.0	ESI	1.0					small molecule	1.0	True; Ti4+-IMAC	phosphorylation; Ti4+-IMAC
PXD005521	Stem cell-derived ECM	Homo sapiens	1.0									Q Exactive	1.0	HCD	1.0	LysC; trypsin	0.933; 1.0	C-carbamidomethylation	1.0					reverse phase C18	1.0	DDA	1.0	TMT	1.0	ESI	1.0								
PXD005544	Primary TNBC Tumors	Homo sapiens	1.0	breast	1.0	breast cancer	1.0					Q Exactive	1.0	HCD	1.0	trypsin	1.0	C-carbamidomethylation	1.0					reverse phase C18	1.0	DDA	1.0	TMT	1.0	ESI	1.0							True; HILIC	
PXD005554	ECM-enriched human tissues	Homo sapiens	1.0	breast; omentum	0.769; 1.0	breast cancer; ovarian cancer; healthy	1.0; 1.0; 1.0	extracellular matrix	1.0			Q Exactive	1.0	HCD	1.0	LysC; trypsin	0.933; 1.0	C-carbamidomethylation	1.0					reverse phase C18	1.0	DDA	1.0	label-free	1.0	nanoESI	0.712							True; high-pH reversed-phase HPLC	extracellular matrix; chemical extraction
PXD005572	Hela cells	Homo sapiens	1.0							HeLa	1.0	TripleTOF 5600	1.0	HCD	1.0	trypsin	1.0	C-carbamidomethylation	1.0					reverse phase C18	1.0	DDA	1.0	label-free	1.0	ESI	1.0								
PXD005572	Hep3B cells	Homo sapiens	1.0							Hep3B	1.0	TripleTOF 5600	1.0	HCD	1.0	trypsin	1.0	C-carbamidomethylation	1.0					reverse phase C18	1.0	DDA	1.0	label-free	1.0	ESI	1.0								
PXD005572	Human heart	Homo sapiens	1.0	heart	1.0							TripleTOF 5600	1.0	HCD	1.0	trypsin	1.0	C-carbamidomethylation	1.0					reverse phase C18	1.0	DDA	1.0	label-free	1.0	ESI	1.0								
PXD005590	Human E. coli Spike-in Benchmark	Homo sapiens; Escherichia coli	1.0; 1.0			pancreatic cancer	1.0			PANC-1	1.0	Orbitrap Fusion Lumos	1.0	HCD	1.0	trypsin	1.0	C-carbamidomethylation; M-oxidation	1.0; 1.0					reverse phase C18	1.0	DDA	1.0	label-free	1.0	ESI	1.0								
PXD005650	Jurkat T cell phosphoproteome	Homo sapiens	1.0			acute leukemia	1.0			Jurkat	1.0	Q Exactive	1.0			trypsin	1.0	C-carbamidomethylation; S-phosphorylation; T-phosphorylation; Y-phosphorylation	1.0; 1.0; 1.0; 1.0					reverse phase C18	1.0	DDA	1.0	label-free	1.0	ESI	1.0					biologics	1.0		phosphorylation; TiO2
PXD005693	Colorectal Cancer (CRC) Tissue Fluids	Homo sapiens	1.0	colon	1.0	colon cancer	1.0					Q Exactive Plus	1.0	HCD	1.0	trypsin	1.0	C-carbamidomethylation	1.0					reverse phase C18	1.0	DDA	1.0	label-free	1.0	ESI	1.0								
PXD005693	Colorectal Cancer Liver Metastases (CRC-LM) Tissue Fluids	Homo sapiens	1.0	liver	1.0	colon cancer	1.0					Q Exactive	1.0	HCD	1.0	trypsin	1.0	C-carbamidomethylation	1.0					reverse phase C18	1.0	DDA	1.0	label-free	1.0	ESI	1.0							True; 2D-LC	
PXD005709	Colorectal Cancer (CRC) Tissue	Homo sapiens	1.0	liver	1.0	colon cancer	1.0					Q Exactive	1.0	HCD	1.0	trypsin	1.0	C-carbamidomethylation	1.0					reverse phase C18	1.0	DDA	1.0	label-free	1.0	ESI	1.0								
PXD005709	Colorectal Cancer Liver Metastasis (CRC-LM) Tissue	Homo sapiens	1.0	liver	1.0	colon cancer	1.0					Q Exactive	1.0	HCD	1.0	trypsin	1.0	C-carbamidomethylation	1.0					reverse phase C18	1.0	DDA	1.0	label-free	1.0	ESI	1.0							True; 2D-LC	
PXD005733	Lung Cancer Tissue (DDA, LF, TMT, DIA)	Homo sapiens	1.0	lung	1.0	lung cancer	1.0					Q Exactive Plus	1.0	HCD	1.0	trypsin	1.0	C-carbamidomethylation	1.0					reverse phase C18	1.0	DDA; DIA	1.0; 1.0	label-free; TMT	1.0; 1.0	ESI	1.0							True; basic pH reversed phase HPLC	
PXD005736	Human Cardiac Organoids and Adult Heart	Homo sapiens	1.0	heart	1.0	healthy	1.0					Q Exactive Plus	1.0	HCD	1.0	LysC; trypsin	1.0; 1.0	C-carbamidomethylation	1.0					reverse phase C18	1.0	DDA	1.0	label-free	1.0	ESI	1.0							True; offline C18 µHPLC	
PXD005739	HEK293 cells	Homo sapiens	1.0			healthy	1.0			HEK293	1.0	Q Exactive	1.0													DDA	1.0	label-free	1.0										
PXD005753	Mouse Brain (HD and WT)	Mus musculus	1.0	brain	1.0	Huntington's disease; healthy	0.99; 1.0					Q Exactive	1.0	HCD	1.0	trypsin; chymotrypsin; LysC	1.0; 1.0; 0.91	C-carbamidomethylation; S-phosphorylation; T-phosphorylation; Y-phosphorylation; K-acetylation	1.0; 1.0; 1.0; 1.0; 1.0					reverse phase C18	1.0	DDA	1.0	label-free; TMT	1.0; 1.0	ESI	1.0							True; SDS-PAGE	phosphorylation; TiO2
PXD005753	Human Brain (HD and Control)	Homo sapiens	1.0	brain	1.0	Huntington's disease; healthy	0.99; 1.0					Q Exactive	1.0	HCD	1.0	trypsin; chymotrypsin; LysC	1.0; 1.0; 0.91	C-carbamidomethylation; S-phosphorylation; T-phosphorylation; Y-phosphorylation; K-acetylation	1.0; 1.0; 1.0; 1.0; 1.0					reverse phase C18	1.0	DDA	1.0	label-free; TMT	1.0; 1.0	ESI	1.0							True; SDS-PAGE	phosphorylation; TiO2
PXD005753	HEK293 Cells	Homo sapiens	1.0							HEK293	1.0	Q Exactive	1.0	HCD	1.0	trypsin; chymotrypsin; LysC	1.0; 1.0; 0.91	C-carbamidomethylation; S-phosphorylation; T-phosphorylation; Y-phosphorylation; K-acetylation	1.0; 1.0; 1.0; 1.0; 1.0					reverse phase C18	1.0	DDA	1.0	label-free; TMT	1.0; 1.0	ESI	1.0							True; SDS-PAGE	phosphorylation; TiO2
PXD005753	STHdh Cells	Mus musculus	1.0					cytoplasm; nucleus	1.0; 1.0																											biologics	1.0	True; SDS-PAGE	
PXD005755	Human plasma serum (T2DM and healthy controls)	Homo sapiens	1.0	blood plasma	1.0	type 2 diabetes; healthy	0.983; 1.0					Q Exactive Plus	1.0	HCD	1.0	trypsin	1.0	C-carbamidomethylation	1.0					reverse phase C18	1.0	DDA	1.0	label-free	1.0	ESI	1.0					environmental	1.0	True; ApoB depletion	
PXD005819	Human Adenohypophysis	Homo sapiens	1.0	hypophysis	0.758							LTQ Orbitrap Velos	1.0	HCD	1.0	trypsin	1.0	C-carbamidomethylation	1.0					reverse phase C18	1.0	DDA	1.0	label-free	1.0	ESI	1.0							True; bRPLC	
PXD005833	Prostate Cancer and Lymph Node Metastases	Homo sapiens	1.0	prostate; lymph node	0.916; 1.0	prostate cancer	0.88					Q Exactive Plus	1.0			trypsin	1.0	C-carbamidomethylation	1.0					reverse phase C18	1.0	DDA	1.0	label-free	1.0	ESI	1.0								
PXD005903	Human Cell Lines	Homo sapiens	1.0									Q Exactive	1.0	HCD	1.0	trypsin; ArgC	1.0; 0.896	C-carbamidomethylation	1.0					reverse phase C18	1.0	DDA	1.0	label-free	1.0	ESI	1.0					small molecule	1.0		
PXD005912	A375 melanoma cell line	Homo sapiens	1.0							A375	1.0	LTQ Orbitrap Velos	1.0	HCD	1.0	LysC	1.0	C-carbamidomethylation	1.0					reverse phase C18	1.0	DDA	1.0	label-free	1.0	ESI	1.0							True; high pH reverse phase	
PXD005914	Human cells TMT fractionated	Homo sapiens	1.0									Q Exactive	1.0	HCD	1.0	LysC; trypsin	0.933; 1.0	C-carbamidomethylation	1.0					reverse phase C18	1.0	DDA	1.0	TMT	1.0	ESI	1.0							True; basic reverse phase	
PXD005921	Platelet proteome in cancer patients and controls	Homo sapiens	1.0	platelets	0.971	lung cancer; pancreatic cancer; healthy	1.0; 1.0; 1.0					Q Exactive	1.0	HCD	1.0	trypsin	1.0	C-carbamidomethylation	1.0					reverse phase C18	1.0	DDA	1.0	label-free	1.0	ESI	1.0							True; SDS-PAGE	
PXD005940	NCI-60 Cell Line Panel	Homo sapiens	1.0			cancer	1.0			Colo-205; MCF-7; PC-3; SKOV3	1.0; 1.0; 1.0; 1.0	LTQ Orbitrap Elite	1.0	HCD; CID	1.0; 1.0	trypsin	1.0	C-carbamidomethylation	1.0					reverse phase C18	1.0	DDA	1.0	label-free	1.0									True; SDS-PAGE	kinases; Kinobead Affinity Purification
PXD005944	Jurkat cell lysate	Homo sapiens	1.0	lymphocytes	0.802					Jurkat	1.0	Q Exactive	1.0	HCD	1.0	trypsin	1.0	C-carbamidomethylation	1.0					reverse phase C18	1.0	DDA	1.0	label-free	1.0	ESI	1.0							True; SDS-PAGE	
PXD005945	SILAC Cell Lines	Homo sapiens	1.0							U2-OS; MCF-7; HeLa; Jurkat; A-431	1.0; 1.0; 1.0; 1.0; 1.0	Q Exactive; Q Exactive Plus	1.0; 0.801	HCD	1.0	trypsin	1.0	C-carbamidomethylation	1.0					reverse phase C18	1.0	DDA	1.0	SILAC	1.0	ESI	1.0							True; GelFree	
PXD005970	Human lung cells exposed to MWCNT	Homo sapiens	1.0	lung	1.0							LTQ Orbitrap Elite	1.0	CID	1.0	trypsin	1.0	C-carbamidomethylation	1.0					reverse phase C18	1.0	DDA	1.0	label-free	1.0	ESI	1.0					environmental	1.0		
PXD005978	Primary AML cells	Homo sapiens	1.0	blood; blood	1.0; 0.766	acute leukemia	1.0					Q Exactive Plus	1.0	HCD	1.0	trypsin	1.0	C-carbamidomethylation; S-phosphorylation; T-phosphorylation; Y-phosphorylation	1.0; 1.0; 1.0; 1.0					reverse phase C18	1.0	DDA	1.0	label-free	1.0	ESI	1.0					small molecule	1.0		phosphorylation; TiO2
PXD005981	Titin I27E24C–K55C monomer with nucleophiles	Homo sapiens	1.0									LTQ Orbitrap Velos	1.0	CID; HCD	1.0; 1.0	trypsin	1.0	C-carbamidomethylation	1.0					reverse phase C18	1.0	DDA	1.0	label-free	1.0	ESI	1.0					small molecule	1.0		
PXD006035	HEK 293F cell proteome	Homo sapiens	1.0	fibroblast	0.705					HEK293F	1.0	LTQ Velos; Orbitrap Elite	0.794; 1.0			trypsin	1.0	C-carbamidomethylation	1.0							DDA	1.0	label-free	1.0									True; WCX	
PXD006095	H1993 Lung Cancer Cell Line ABPP	Homo sapiens	1.0			non-small cell lung carcinoma	1.0					Q Exactive Plus; TSQ Quantiva	1.0; 1.0	HCD	1.0	trypsin	1.0	C-carbamidomethylation	1.0					reverse phase C18	1.0	DDA; DIA	1.0; 1.0	label-free	1.0	ESI	1.0					small molecule	1.0	True; Streptavidin affinity enrichment	desthiobiotinylated peptides; Streptavidin affinity enrichment
PXD006114	NSCLC Xenografts	Homo sapiens; Mus musculus	1.0; 1.0			non-small cell lung carcinoma	0.968			HCC-827	1.0	LTQ Orbitrap Elite; LTQ Orbitrap XL	0.766; 1.0	HCD	1.0	trypsin	1.0	C-carbamidomethylation; Y-phosphorylation	1.0; 1.0					reverse phase C18	1.0	DDA	1.0	TMT	1.0	ESI	1.0					small molecule; biologics	1.0; 1.0	True; TMT multiplexing	phosphotyrosine; phosphotyrosine immoprecipitation and IMAC
PXD006178	MDA-MB231 Chromatin Proteomics	Homo sapiens	1.0			breast cancer	1.0			MDA-MB-231	1.0	Q Exactive	1.0			trypsin	1.0	C-carbamidomethylation	1.0					reverse phase C18	1.0	DDA	1.0	TMT	1.0							small molecule	1.0	True; reverse-phase chromatography	
PXD006179	HMEC-1 cells treated with TGF-β1 and controls	Homo sapiens	1.0									LTQ Orbitrap Velos	1.0					C-carbamidomethylation	1.0							DDA	1.0	iTRAQ	1.0							biologics	1.0		
PXD006200	R2TP_BioID-MS	Homo sapiens	1.0									LTQ Orbitrap Velos	1.0	CID	1.0	trypsin	1.0	C-carbamidomethylation	1.0					reverse phase C18	1.0	DDA	1.0	label-free	1.0	ESI	0.768					environmental	1.0		biotin; streptavidin sepharose
PXD006201	Human cell lines	Homo sapiens	1.0									Q Exactive HF	1.0			trypsin; LysC	1.0; 1.0	C-carbamidomethylation	1.0					reverse phase C18	1.0	DDA	1.0	label-free	1.0									True; high pH reversed-phase chromatography	ubiquitination; immune-affinity purification
PXD006233	Human Brain Proteomes (AD+CVD and Controls)	Homo sapiens	1.0	brain	1.0	healthy	1.0					LTQ Orbitrap Elite	1.0	HCD	1.0	trypsin	1.0	C-carbamidomethylation	1.0					reverse phase C18	1.0	DDA	1.0	label-free	1.0	ESI	1.0							True; UC-ERLIC	
PXD006265	NHBE Influenza Infection	Homo sapiens	1.0	lung	1.0	influenza	1.0					LTQ Orbitrap Velos	1.0			trypsin	1.0	C-carbamidomethylation	1.0					reverse phase C18	1.0	DDA	1.0	iTRAQ	1.0	ESI	1.0					environmental	1.0	True; high-pH reverse-phase fractionation	
PXD006268	HFS Patient Skin Tissues	Homo sapiens	1.0	skin	1.0							Q Exactive	1.0			trypsin	1.0	C-carbamidomethylation	1.0					reverse phase C18	1.0	DDA	1.0	label-free	1.0	ESI	1.0								
PXD006269	HCMV pentamer interaction study	Homo sapiens	1.0									Q Exactive	1.0					N-term acetylation; N-term acetylation	0.99; 0.763																				protein interaction; immunoprecipitation
PXD006299	Jurkat and Hep-2 cell lines	Homo sapiens	1.0							Jurkat; HEp-2	1.0; 1.0	Q Exactive HF	1.0			LysC; trypsin	1.0; 1.0	C-carbamidomethylation	1.0					reverse phase C18	1.0	DDA	1.0	label-free	1.0									True; high pH reversed-phase chromatography	ubiquitination; immune-affinity
PXD006335	HeLa APC/C SUMOylation and Binding Analysis	Homo sapiens	1.0							HeLa	1.0	Q Exactive	1.0			trypsin	1.0	C-carbamidomethylation	1.0									label-free	1.0							biologics; biologics	1.0; 1.0		
PXD006371	Peritoneal Dialysis Effluent Extracellular Vesicles	Homo sapiens	1.0	peritoneal dialysis fluid	0.832							Orbitrap Fusion	0.744	HCD	1.0	trypsin	1.0	C-carbamidomethylation	1.0					reverse phase C18	1.0	DDA	1.0	label-free	1.0	nanoESI	0.712							True; size exclusion chromatography	
PXD006386	Huh7.5 cells treated with GL22	Homo sapiens	1.0									Q Exactive	1.0			trypsin	1.0	C-carbamidomethylation	1.0									TMT	1.0							small molecule	1.0		
PXD006401	Murine Kidney	Mus musculus	1.0	kidney	1.0							Q Exactive Plus	1.0	HCD	1.0	trypsin	1.0	C-carbamidomethylation	1.0					reverse phase C18	1.0	DDA	1.0	label-free	1.0	ESI	1.0								
PXD006401	Human Tonsil	Homo sapiens	1.0	tonsil	1.0							Q Exactive Plus	1.0	HCD	1.0	trypsin	1.0	C-carbamidomethylation	1.0					reverse phase C18	1.0	DDA	1.0	label-free	1.0	ESI	1.0								
