pxd	run	tissue	confidence
PXD047134	HF2_13838_TFU_59_PD-P79_10_2_060521	Brain	0.4494
PXD047134	HF2_13838_TFU_5_Control-C4_00_1_060521	Brain	0.6589
PXD047134	HF2_13838_TFU_60_PD-P80_07_2_050521	Brain	0.5968
PXD047134	HF2_13838_TFU_61_PD-P82_05_2_100521	Brain	0.6001
PXD047134	HF2_13838_TFU_6_Control-P18_03_1_060521	Brain	0.8005
PXD047134	HF2_13838_TFU_7_Control-P29_12_1_050521	Brain	0.5116
PXD047134	HF2_13838_TFU_8_Control-P43_13_1_060521	Brain	0.7102
PXD047134	HF2_13838_TFU_9_Control-P45_04_1_100521	Brain	0.6109
PXD047134	HFX_10017_TFU_Control-C01-99_200819	Brain	0.9431
PXD047134	HFX_10017_TFU_Control-C09-94_200819	Brain	0.6159
PXD047134	HFX_10017_TFU_Control-C11-97_200819	Brain	0.8035
PXD047134	HFX_10017_TFU_Control-P18-03_200819	Brain	0.7854
PXD047134	HFX_10017_TFU_Control-P29-12_220819	Brain	0.8592
PXD047134	HFX_10017_TFU_Control-P32-09_200819	Brain	0.8246
PXD047134	HFX_10017_TFU_Control-P41-09_200819	Brain	0.8897
PXD047134	HFX_10017_TFU_Control-P43-13_270819	Brain	0.7976
PXD047134	HFX_10017_TFU_Control-P45-04_270819	Brain	0.5464
PXD047134	HFX_10017_TFU_Control-P48-15_270819	Brain	0.8508
PXD047134	HFX_10017_TFU_Control-P5-13_220819	Brain	0.6743
PXD047134	HFX_10017_TFU_Control-P66-10_220819	Brain	0.7825
PXD047134	HFX_10017_TFU_Control-P67-10_220819	Brain	0.8928
PXD047134	HFX_10017_TFU_Control-P72-07_200819	Brain	0.6601
PXD047134	HFX_10017_TFU_PD-GBA-P13-97_200819	Brain	0.5787
PXD047134	HFX_10017_TFU_PD-GBA-P23-98_270819	Brain	0.8244
PXD047134	HFX_10017_TFU_PD-GBA-P25-01_200819	Brain	0.6792
PXD047134	HFX_10017_TFU_PD-GBA-P25-13_270819	Brain	0.8167
PXD047134	HFX_10017_TFU_PD-GBA-P25-98_200819	Brain	0.7835
PXD047134	HFX_10017_TFU_PD-GBA-P29-92_200819	Brain	0.5607
PXD047134	HFX_10017_TFU_PD-GBA-P31-03_220819	Brain	0.6281
PXD047134	HFX_10017_TFU_PD-GBA-P34-06_220819	Brain	0.6686
PXD047134	HFX_10017_TFU_PD-GBA-P36-01_270819	Brain	0.5748
PXD047134	HFX_10017_TFU_PD-GBA-P36-09_270819	Brain	0.8635
PXD047134	HFX_10017_TFU_PD-GBA-P40-00_270819	Brain	0.8435
PXD047134	HFX_10017_TFU_PD-GBA-P41-97_200819	Brain	0.7872
PXD047134	HFX_10017_TFU_PD-GBA-P44-01_200819	Brain	0.8464
PXD047134	HFX_10017_TFU_PD-GBA-P54-13_270819	Brain	0.8735
PXD047134	HFX_10017_TFU_PD-GBA-P54-99_200819	Brain	0.8018
PXD047134	HFX_10017_TFU_PD-GBA-P67-12_220819	Brain	0.8235
PXD047134	HFX_10017_TFU_PD-GBA-P68-06_220819	Brain	0.8587
PXD047134	HFX_10017_TFU_PD-GBA-P71-04_220819	Brain	0.8531
PXD047134	HFX_10017_TFU_PD-GBA-P73-04_270819	Brain	0.6826
PXD047134	HFX_10017_TFU_PD-GBA-P78-11_220819	Brain	0.7896
PXD047134	HFX_10017_TFU_PD-P14-05_200819	Brain	0.8112
PXD047134	HFX_10017_TFU_PD-P16-06_200819	Brain	0.5777
PXD047134	HFX_10017_TFU_PD-P21-13_220819	Brain	0.7346
PXD047134	HFX_10017_TFU_PD-P23-10_270819	Brain	0.785
PXD047134	HFX_10017_TFU_PD-P32-00_200819	Brain	0.8014
PXD047134	HFX_10017_TFU_PD-P32-10_270819	Brain	0.6787
PXD047134	HFX_10017_TFU_PD-P47-09_270819	Brain	0.6253
PXD047134	HFX_10017_TFU_PD-P48-09_200819	Brain	0.6768
PXD047134	HFX_10017_TFU_PD-P50-03_200819	Brain	0.7673
PXD047134	HFX_10017_TFU_PD-P54-11_270819	Brain	0.73
PXD047134	HFX_10017_TFU_PD-P57-08_200819	Brain	0.6792
PXD047134	HFX_10017_TFU_PD-P59-07_220819	Brain	0.599
PXD047134	HFX_10017_TFU_PD-P6-08_220819	Brain	0.8717
PXD047134	HFX_10017_TFU_PD-P61-15_220819	Brain	0.7908
PXD047134	HFX_10017_TFU_PD-P76-10_270819	Brain	0.9175
PXD047134	HFX_10017_TFU_PD-P79-10_220819	Brain	0.854
PXD047134	HFX_10017_TFU_PD-P80-07_200819	Brain	0.7907
PXD047134	HFX_10017_TFU_PD-P82-05_220819	Brain	0.6076
PXD047134	HFX_10401_TFU_Control-C01-99_031219	Brain	0.8063
PXD047134	HFX_10401_TFU_Control-C04-97_031219	Brain	0.8713
PXD047134	HFX_10401_TFU_Control-C09-94_051219	Brain	0.842
PXD047134	HFX_10401_TFU_Control-C4-00_021219	Brain	0.8289
PXD047134	HFX_10401_TFU_Control-P18-03_051219	Brain	0.826
PXD047134	HFX_10401_TFU_Control-P29-12_081219	Brain	0.836
PXD047134	HFX_10401_TFU_Control-P32-09_051219	Brain	0.8193
PXD047134	HFX_10401_TFU_Control-P41-09_021219	Brain	0.846
PXD047134	HFX_10401_TFU_Control-P43-13_111219	Brain	0.8232
PXD047134	HFX_10401_TFU_Control-P45-04_111219	Brain	0.8731
PXD047134	HFX_10401_TFU_Control-P48-15_111219	Brain	0.8404
PXD047134	HFX_10401_TFU_Control-P5-13_081219	Brain	0.8221
PXD047134	HFX_10401_TFU_Control-P58-10_081219	Brain	0.828
PXD047134	HFX_10401_TFU_Control-P64-11_081219	Brain	0.7995
PXD047134	HFX_10401_TFU_Control-P66-10_111219	Brain	0.823
PXD047134	HFX_10401_TFU_Control-P67-10_111219	Brain	0.8459
PXD047134	HFX_10401_TFU_Control-P72-07_051219	Brain	0.8802
PXD047134	HFX_10401_TFU_Control-P75-08_031219	Brain	0.8545
PXD047134	HFX_10401_TFU_Control-P78-06_051219	Brain	0.9012
PXD047134	HFX_10401_TFU_Control-P94-05_051219	Brain	0.8483
PXD047134	HFX_10401_TFU_PD-GBA-59-94_051219	Brain	0.8398
PXD047134	HFX_10401_TFU_PD-GBA-P23-98_111219	Brain	0.8548
PXD047134	HFX_10401_TFU_PD-GBA-P25-01_031219	Brain	0.8643
PXD047134	HFX_10401_TFU_PD-GBA-P25-13_081219	Brain	0.8135
PXD047134	HFX_10401_TFU_PD-GBA-P25-98_051219	Brain	0.8201
PXD047134	HFX_10401_TFU_PD-GBA-P29-92_021219	Brain	0.8375
PXD047134	HFX_10401_TFU_PD-GBA-P31-03_051219	Brain	0.8214
PXD047134	HFX_10401_TFU_PD-GBA-P34-06_051219	Brain	0.8866
PXD047134	HFX_10401_TFU_PD-GBA-P36-01_111219	Brain	0.8226
PXD047134	HFX_10401_TFU_PD-GBA-P36-09_081219	Brain	0.8405
PXD047134	HFX_10401_TFU_PD-GBA-P40-00_081219	Brain	0.8385
PXD047134	HFX_10401_TFU_PD-GBA-P41-97_031219	Brain	0.8326
PXD047134	HFX_10401_TFU_PD-GBA-P44-01_021219	Brain	0.8324
PXD047134	HFX_10401_TFU_PD-GBA-P54-13_111219	Brain	0.8091
PXD047134	HFX_10401_TFU_PD-GBA-P54-99_031219	Brain	0.8694
PXD047134	HFX_10401_TFU_PD-GBA-P67-12_051219	Brain	0.8383
PXD047134	HFX_10401_TFU_PD-GBA-P68-06_051219	Brain	0.8102
PXD047134	HFX_10401_TFU_PD-GBA-P71-04_051219	Brain	0.8368
PXD047134	HFX_10401_TFU_PD-GBA-P73-04_111219	Brain	0.7669
PXD047134	HFX_10401_TFU_PD-GBA-P78-11_081219	Brain	0.8655
PXD047134	HFX_10401_TFU_PD-P10-08_051219	Brain	0.8646
PXD047134	HFX_10401_TFU_PD-P14-05_031219	Brain	0.851
PXD047134	HFX_10401_TFU_PD-P16-06_021219	Brain	0.8287
PXD047134	HFX_10401_TFU_PD-P21-13_081219	Brain	0.848
PXD047134	HFX_10401_TFU_PD-P32-00_051219	Brain	0.8254
PXD047134	HFX_10401_TFU_PD-P32-10_111219	Brain	0.8131
PXD047134	HFX_10401_TFU_PD-P47-09_081219	Brain	0.8051
PXD047134	HFX_10401_TFU_PD-P48-09_031219	Brain	0.8317
PXD047134	HFX_10401_TFU_PD-P50-03_051219	Brain	0.8068
PXD047134	HFX_10401_TFU_PD-P54-11_111219	Brain	0.8182
PXD047134	HFX_10401_TFU_PD-P55-07_051219	Brain	0.8135
PXD047134	HFX_10401_TFU_PD-P57-08_051219	Brain	0.8354
PXD047134	HFX_10401_TFU_PD-P59-07_051219	Brain	0.822
PXD047134	HFX_10401_TFU_PD-P6-08_051219	Brain	0.8365
PXD047134	HFX_10401_TFU_PD-P61-15_081219	Brain	0.8298
PXD047134	HFX_10401_TFU_PD-P74-04_021219	Brain	0.8114
PXD047134	HFX_10401_TFU_PD-P76-10_111219	Brain	0.8694
PXD047134	HFX_10401_TFU_PD-P79-10_081219	Brain	0.8539
PXD047134	HFX_10401_TFU_PD-P80-07_031219	Brain	0.811
PXD047134	HFX_10401_TFU_PD-P82-05_051219	Brain	0.8244
PXD047134	HFX_11364_TFU_Control-C01-99_1_261120	Brain	0.6253
PXD047134	HFX_11364_TFU_Control-C09-94_1_261120	Brain	0.4097
PXD047134	HFX_11364_TFU_Control-C11-97_1_261120	Brain	0.6499
PXD047134	HFX_11364_TFU_Control-P18-03_1_261120	Brain	0.6004
PXD047134	HFX_11364_TFU_Control-P29-12_1_261120	Brain	0.5673
PXD047134	HFX_11364_TFU_Control-P32-09_1_011220	Brain	0.4986
PXD047134	HFX_11364_TFU_Control-P41-09_1_011220	Brain	0.5567
PXD047134	HFX_11364_TFU_Control-P43-13_1_011220	Brain	0.5736
PXD047134	HFX_11364_TFU_Control-P45-04_1_011220	Brain	0.3226
PXD047134	HFX_11364_TFU_Control-P48-15_1_011220	Brain	0.6467
PXD047134	HFX_11364_TFU_Control-P5-13_1_011220	Brain	0.4185
PXD047134	HFX_11364_TFU_Control-P66-10_1_261120	Brain	0.5295
PXD047134	HFX_11364_TFU_Control-P67-10_1_261120	Brain	0.6261
PXD047134	HFX_11364_TFU_Control-P72-07_1_031220	Brain	0.4666
PXD047134	HFX_11364_TFU_PD-GBA-P13-97_1_031220	Brain	0.4003
PXD047134	HFX_11364_TFU_PD-GBA-P23-98_2_031220	Brain	0.5525
PXD047134	HFX_11364_TFU_PD-GBA-P25-01_2_031220	Brain	0.5546
PXD047134	HFX_11364_TFU_PD-GBA-P25-13_2_011220	Brain	0.5379
PXD047134	HFX_11364_TFU_PD-GBA-P25-98_2_011220	Brain	0.6145
PXD047134	HFX_11364_TFU_PD-GBA-P29-92_2_011220	Brain	0.4405
PXD047134	HFX_11364_TFU_PD-GBA-P31-03_2_011220	Brain	0.3638
PXD047134	HFX_11364_TFU_PD-GBA-P34-06_2_261120	Brain	0.44
PXD047134	HFX_11364_TFU_PD-GBA-P36-01_2_261120	Brain	0.45
PXD047134	HFX_11364_TFU_PD-GBA-P36-09_2_261120	Brain	0.636
PXD047134	HFX_11364_TFU_PD-GBA-P40-00_2_261120	Brain	0.5739
PXD047134	HFX_11364_TFU_PD-GBA-P41-97_2_261120	Brain	0.5696
PXD047134	HFX_11364_TFU_PD-GBA-P44-01_2_031220	Brain	0.6824
PXD047134	HFX_11364_TFU_PD-GBA-P54-13_2_031220	Brain	0.5753
PXD047134	HFX_11364_TFU_PD-GBA-P54-99_2_031220	Brain	0.5243
PXD047134	HFX_11364_TFU_PD-GBA-P67-12_2_031220	Brain	0.5585
PXD047134	HFX_11364_TFU_PD-GBA-P68-06_2_031220	Brain	0.6657
PXD047134	HFX_11364_TFU_PD-GBA-P71-04_2_031220	Brain	0.6742
PXD047134	HFX_11364_TFU_PD-GBA-P73-04_2_261120	Brain	0.4281
PXD047134	HFX_11364_TFU_PD-GBA-P78-11_2_261120	Brain	0.5942
PXD047134	HFX_11364_TFU_PD-P14-05_2_011220	Brain	0.5591
PXD047134	HFX_11364_TFU_PD-P16-06_2_011220	Brain	0.4847
PXD047134	HFX_11364_TFU_PD-P21-13_2_011220	Brain	0.4014
PXD047134	HFX_11364_TFU_PD-P23-10_1_031220	Brain	0.4074
PXD047134	HFX_11364_TFU_PD-P32-00_2_031220	Brain	0.5993
PXD047134	HFX_11364_TFU_PD-P32-10_2_031220	Brain	0.4307
PXD047134	HFX_11364_TFU_PD-P47-09_2_031220	Brain	0.3609
PXD047134	HFX_11364_TFU_PD-P48-09_2_031220	Brain	0.428
PXD047134	HFX_11364_TFU_PD-P50-03_2_031220	Brain	0.4779
PXD047134	HFX_11364_TFU_PD-P54-11_2_261120	Brain	0.4345
PXD047134	HFX_11364_TFU_PD-P57-08_2_261120	Brain	0.4474
PXD047134	HFX_11364_TFU_PD-P59-07_2_261120	Brain	0.4287
PXD047134	HFX_11364_TFU_PD-P6-08_2_261120	Brain	0.5268
PXD047134	HFX_11364_TFU_PD-P61-15_2_011220	Brain	0.6363
PXD047134	HFX_11364_TFU_PD-P76-10_2_011220	Brain	0.5712
PXD047134	HFX_11364_TFU_PD-P79-10_2_011220	Brain	0.5805
PXD047134	HFX_11364_TFU_PD-P80-07_2_261120	Brain	0.6717
PXD047134	HFX_11364_TFU_PD-P82-05_2_261120	Brain	0.4402
PXD047134	HFX_11366_TFU_Control-C01-99_1_160820	Brain	0.5209
PXD047134	HFX_11366_TFU_Control-C04-97_1_160820	Brain	0.5675
PXD047134	HFX_11366_TFU_Control-C09-94_1_180820	Brain	0.4595
PXD047134	HFX_11366_TFU_Control-C4-00_1_180820	Brain	0.442
PXD047134	HFX_11366_TFU_Control-P18-03_1_180820	Brain	0.5856
PXD047134	HFX_11366_TFU_Control-P29-12_1_180820	Brain	0.602
PXD047134	HFX_11366_TFU_Control-P32-09_1_160820	Brain	0.5961
PXD047134	HFX_11366_TFU_Control-P41-09_1_160820	Brain	0.6038
PXD047134	HFX_11366_TFU_Control-P43-13_1_200820	Brain	0.5239
PXD047134	HFX_11366_TFU_Control-P45-04_1_200820	Brain	0.5439
PXD047134	HFX_11366_TFU_Control-P48-15_1_200820	Brain	0.5091
PXD047134	HFX_11366_TFU_Control-P48-15_1_200820_20200823065308	Brain	0.4912
PXD047134	HFX_11366_TFU_Control-P5-13_1_200820	Brain	0.5118
PXD047134	HFX_11366_TFU_Control-P58-10_1_200820	Brain	0.4311
PXD047134	HFX_11366_TFU_Control-P64-11_1_200820	Brain	0.5565
PXD047134	HFX_11366_TFU_Control-P66-10_1_180820	Brain	0.5897
PXD047134	HFX_11366_TFU_Control-P67-10_1_180820	Brain	0.5297
PXD047134	HFX_11366_TFU_Control-P72-07_1_160820	Brain	0.5886
PXD047134	HFX_11366_TFU_Control-P75-08_1_160820	Brain	0.5136
PXD047134	HFX_11366_TFU_Control-P78-06_1_160820	Brain	0.5979
PXD047134	HFX_11366_TFU_Control-P94-05_1_180820	Brain	0.5532
PXD047134	HFX_11366_TFU_PD-GBA-59-94_1_180820	Brain	0.4234
PXD047134	HFX_11366_TFU_PD-GBA-P23-98_1_160820	Brain	0.5643
PXD047134	HFX_11366_TFU_PD-GBA-P25-01_1_160820	Brain	0.4932
PXD047134	HFX_11366_TFU_PD-GBA-P25-13_1_180820	Brain	0.4367
PXD047134	HFX_11366_TFU_PD-GBA-P25-98_1_180820	Brain	0.5435
PXD047134	HFX_11366_TFU_PD-GBA-P29-92_1_160820	Brain	0.5773
PXD047134	HFX_11366_TFU_PD-GBA-P31-03_1_160820	Brain	0.55
PXD047134	HFX_11366_TFU_PD-GBA-P34-06_1_180820	Brain	0.4528
PXD047134	HFX_11366_TFU_PD-GBA-P36-01_1_180820	Brain	0.5399
PXD047134	HFX_11366_TFU_PD-GBA-P36-09_1_160820	Brain	0.5763
PXD047134	HFX_11366_TFU_PD-GBA-P40-00_1_160820	Brain	0.5545
PXD047134	HFX_11366_TFU_PD-GBA-P41-97_1_160820	Brain	0.5248
PXD047134	HFX_11366_TFU_PD-GBA-P44-01_1_200820	Brain	0.5628
PXD047134	HFX_11366_TFU_PD-GBA-P54-13_1_200820	Brain	0.5266
PXD047134	HFX_11366_TFU_PD-GBA-P54-99_1_200820	Brain	0.4427
PXD047134	HFX_11366_TFU_PD-GBA-P67-12_1_200820	Brain	0.5207
PXD047134	HFX_11366_TFU_PD-GBA-P68-06_1_200820	Brain	0.5722
PXD047134	HFX_11366_TFU_PD-GBA-P71-04_1_200820	Brain	0.5326
PXD047134	HFX_11366_TFU_PD-GBA-P73-04_1_180820	Brain	0.4982
PXD047134	HFX_11366_TFU_PD-GBA-P78-11_1_180820	Brain	0.45
PXD047134	HFX_11366_TFU_PD-P10-08_1_180820	Brain	0.5256
PXD047134	HFX_11366_TFU_PD-P14-05_1_160820	Brain	0.6439
PXD047134	HFX_11366_TFU_PD-P16-06_1_160820	Brain	0.5487
PXD047134	HFX_11366_TFU_PD-P21-13_1_180820	Brain	0.5267
PXD047134	HFX_11366_TFU_PD-P32-00_1_180820	Brain	0.4055
PXD047134	HFX_11366_TFU_PD-P32-10_1_180820	Brain	0.5453
PXD047134	HFX_11366_TFU_PD-P47-09_1_200820	Brain	0.4369
PXD047134	HFX_11366_TFU_PD-P48-09_1_200820	Brain	0.6142
PXD047134	HFX_11366_TFU_PD-P50-03_1_160820	Brain	0.5402
PXD047134	HFX_11366_TFU_PD-P54-11_1_160820	Brain	0.4401
PXD047134	HFX_11366_TFU_PD-P55-07_1_200820	Brain	0.5286
PXD047134	HFX_11366_TFU_PD-P57-08_1_200820	Brain	0.4525
PXD047134	HFX_11366_TFU_PD-P59-07_1_200820	Brain	0.5637
PXD047134	HFX_11366_TFU_PD-P6-08_1_200820	Brain	0.4367
PXD047134	HFX_11366_TFU_PD-P61-15_1_180820	Brain	0.5573
PXD047134	HFX_11366_TFU_PD-P74-04_1_180820	Brain	0.4891
PXD047134	HFX_11366_TFU_PD-P76-10_1_180820	Brain	0.6183
PXD047134	HFX_11366_TFU_PD-P79-10_1_160820	Brain	0.4858
PXD047134	HFX_11366_TFU_PD-P80-07_1_160820	Brain	0.5605
PXD047134	HFX_11366_TFU_PD-P82-05_1_160820	Brain	0.5296
PXD047134	HFX_8018_TFU_Control-C01_99_071118_20181123093609	Brain	0.8732
PXD047134	HFX_8018_TFU_Control-C09_94_111118_20181126223341	Brain	0.7155
PXD047134	HFX_8018_TFU_Control-C11_97_071118_20181125070656	Brain	0.8222
PXD047134	HFX_8018_TFU_Control-P18_03_111118_20181126072324	Brain	0.9094
PXD047134	HFX_8018_TFU_Control-P32_09_111118_20181127225006	Brain	0.9479
PXD047134	HFX_8018_TFU_Control-P41_09_071118_20181123184216	Brain	0.8728
PXD047134	HFX_8018_TFU_Control-P75_08_071118_20181124185841	Brain	0.8752
PXD047134	HFX_8018_TFU_Control-P78_06_111118_20181127194805	Brain	0.939
PXD047134	HFX_8018_TFU_Control-P94_05_111118_20181126193138	Brain	0.8307
PXD047134	HFX_8018_TFU_PD-GBA-P25_01_071118_20181125131106	Brain	0.808
PXD047134	HFX_8018_TFU_PD-GBA-P29_92_071118_20181124155640	Brain	0.936
PXD047134	HFX_8018_TFU_PD-GBA-P31_03_111118_20181129020844	Brain	0.9228
PXD047134	HFX_8018_TFU_PD-GBA-P34_06_111118_20181128075615	Brain	0.8858
PXD047134	HFX_8018_TFU_PD-GBA-P41_97_071118_20181124034830	Brain	0.9031
PXD047134	HFX_8018_TFU_PD-GBA-P44_01_071118_20181125040452	Brain	0.8184
PXD047134	HFX_8018_TFU_PD-GBA-P54_99_071118_20181124220043	Brain	0.8796
PXD047134	HFX_8018_TFU_PD-GBA-P71_04_111118_20181126102528	Brain	0.7582
PXD047134	HFX_8018_TFU_PD-P10_08_071118_20181125100901	Brain	0.7278
PXD047134	HFX_8018_TFU_PD-P14_05_071118_20181123123812	Brain	0.868
PXD047134	HFX_8018_TFU_PD-P55_07_071118_20181125191515	Brain	0.8545
PXD047134	HFX_8018_TFU_PD-P57_08_111118_20181129051046	Brain	0.898
PXD047134	HFX_8018_TFU_PD-P74_04_071118_20181123033200	Brain	0.899
PXD047134	HFX_8018_TFU_PD-P80_07_071118_20181123214420	Brain	0.7275
PXD047134	HFX_9105_TFU_Control-C01_99_140319	Brain	0.8414
PXD047134	HFX_9105_TFU_Control-C04_97_260319	Brain	0.7402
PXD047134	HFX_9105_TFU_Control-C09_94_260319	Brain	0.6135
PXD047134	HFX_9105_TFU_Control-C11_97_260319	Brain	0.7455
PXD047134	HFX_9105_TFU_Control-C4_00_140319	Brain	0.734
PXD047134	HFX_9105_TFU_Control-P18_03_200319	Brain	0.7436
PXD047134	HFX_9105_TFU_Control-P29_12_260319	Brain	0.9257
PXD047134	HFX_9105_TFU_Control-P32_09_260319	Brain	0.8777
PXD047134	HFX_9105_TFU_Control-P41_09_140319	Brain	0.7211
PXD047134	HFX_9105_TFU_Control-P43_13_260319	Brain	0.8325
PXD047134	HFX_9105_TFU_Control-P45_04_200319	Brain	0.8783
PXD047134	HFX_9105_TFU_Control-P48_15_200319	Brain	0.809
PXD047134	HFX_9105_TFU_Control-P58_10_260319	Brain	0.7845
PXD047134	HFX_9105_TFU_Control-P5_13_200319	Brain	0.7653
PXD047134	HFX_9105_TFU_Control-P64_11_200319	Brain	0.7477
PXD047134	HFX_9105_TFU_Control-P66_10_200319	Brain	0.7951
PXD047134	HFX_9105_TFU_Control-P67_10_200319	Brain	0.836
PXD047134	HFX_9105_TFU_Control-P72_07_140319	Brain	0.7167
PXD047134	HFX_9105_TFU_Control-P75_08_140319	Brain	0.7147
PXD047134	HFX_9105_TFU_Control-P78_06_140319	Brain	0.7387
PXD047134	HFX_9105_TFU_Control-P94_05_140319	Brain	0.7191
PXD047134	HFX_9105_TFU_PD-GBA-59_94_260319	Brain	0.8454
PXD047134	HFX_9105_TFU_PD-GBA-P13_97_140319	Brain	0.8105
PXD047134	HFX_9105_TFU_PD-GBA-P23_98_140319	Brain	0.7038
PXD047134	HFX_9105_TFU_PD-GBA-P25_01_260319	Brain	0.5871
PXD047134	HFX_9105_TFU_PD-GBA-P25_13_260319	Brain	0.8067
PXD047134	HFX_9105_TFU_PD-GBA-P25_98_140319	Brain	0.7962
PXD047134	HFX_9105_TFU_PD-GBA-P29_92_260319	Brain	0.7222
PXD047134	HFX_9105_TFU_PD-GBA-P31_03_140319	Brain	0.7239
PXD047134	HFX_9105_TFU_PD-GBA-P34_06_200319	Brain	0.5663
PXD047134	HFX_9105_TFU_PD-GBA-P36_01_200319	Brain	0.7577
PXD047134	HFX_9105_TFU_PD-GBA-P36_09_200319	Brain	0.9007
PXD047134	HFX_9105_TFU_PD-GBA-P40_00_200319	Brain	0.7332
PXD047134	HFX_9105_TFU_PD-GBA-P41_97_140319	Brain	0.7101
PXD047134	HFX_9105_TFU_PD-GBA-P44_01_260319	Brain	0.587
PXD047134	HFX_9105_TFU_PD-GBA-P54_13_200319	Brain	0.7299
PXD047134	HFX_9105_TFU_PD-GBA-P54_99_140319	Brain	0.7677
PXD047134	HFX_9105_TFU_PD-GBA-P67_12_260319	Brain	0.6362
PXD047134	HFX_9105_TFU_PD-GBA-P68_06_200319	Brain	0.7209
PXD047134	HFX_9105_TFU_PD-GBA-P71_04_200319	Brain	0.7966
PXD047134	HFX_9105_TFU_PD-GBA-P73_04_140319_20190320065931	Brain	0.7447
PXD047134	HFX_9105_TFU_PD-GBA-P78_11_260319	Brain	0.8189
PXD047134	HFX_9105_TFU_PD-P10_08_140319	Brain	0.828
PXD047134	HFX_9105_TFU_PD-P14_05_140319	Brain	0.7247
PXD047134	HFX_9105_TFU_PD-P16_06_260319	Brain	0.6938
PXD047134	HFX_9105_TFU_PD-P21_13_200319	Brain	0.7833
PXD047134	HFX_9105_TFU_PD-P23_10_200319	Brain	0.7291
PXD047134	HFX_9105_TFU_PD-P32_00_140319	Brain	0.6798
PXD047134	HFX_9105_TFU_PD-P32_10_200319	Brain	0.8478
PXD047134	HFX_9105_TFU_PD-P47_09_200319	Brain	0.7539
PXD047134	HFX_9105_TFU_PD-P48_09_140319	Brain	0.8571
PXD047134	HFX_9105_TFU_PD-P50_03_260319	Brain	0.7938
PXD047134	HFX_9105_TFU_PD-P54_11_260319	Brain	0.7329
PXD047134	HFX_9105_TFU_PD-P55_07_200319	Brain	0.8194
PXD047134	HFX_9105_TFU_PD-P57_08_200319	Brain	0.8744
PXD047134	HFX_9105_TFU_PD-P59_07_200319	Brain	0.6167
PXD047134	HFX_9105_TFU_PD-P61_15_260319	Brain	0.6088
PXD047134	HFX_9105_TFU_PD-P6_08_260319	Brain	0.7525
PXD047134	HFX_9105_TFU_PD-P74_04_140319	Brain	0.8524
PXD047134	HFX_9105_TFU_PD-P76_10_140319	Brain	0.7478
PXD047134	HFX_9105_TFU_PD-P79_10_260319	Brain	0.7904
PXD047134	HFX_9105_TFU_PD-P80_07_140319_20190320035727	Brain	0.62
PXD047134	HFX_9105_TFU_PD-P80_07_140319_20190323075547	Brain	0.6442
PXD047134	HFX_9105_TFU_PD-P82_05_260319	Brain	0.7841
PXD047134	HFX_9619_TFU_Control-C01_99_060619_20190620055840	Brain	0.5916
PXD047134	HFX_9619_TFU_Control-C04_97_060619_20190621011451	Brain	0.8128
PXD047134	HFX_9619_TFU_Control-C09_94_110619_20190622133921	Brain	0.8121
PXD047134	HFX_9619_TFU_Control-C11_97_060619_20190620221250	Brain	0.7912
PXD047134	HFX_9619_TFU_Control-C4_00_060619_20190619054203	Brain	0.7681
PXD047134	HFX_9619_TFU_Control-P18_03_060619_20190622043313	Brain	0.8616
PXD047134	HFX_9619_TFU_Control-P29_12_110619	Brain	0.6804
PXD047134	HFX_9619_TFU_Control-P43_13_260619	Brain	0.7413
PXD047134	HFX_9619_TFU_Control-P45_04_260619	Brain	0.6982
PXD047134	HFX_9619_TFU_Control-P48_15_260619	Brain	0.6904
PXD047134	HFX_9619_TFU_Control-P58_10_110619	Brain	0.7079
PXD047134	HFX_9619_TFU_Control-P5_13_110619_20190622103717	Brain	0.7548
PXD047134	HFX_9619_TFU_Control-P64_11_110619_20190623044931	Brain	0.8465
PXD047134	HFX_9619_TFU_Control-P66_10_260619	Brain	0.7276
PXD047134	HFX_9619_TFU_Control-P67_10_260619	Brain	0.8618
PXD047134	HFX_9619_TFU_Control-P72_07_060619_20190619114608	Brain	0.5537
PXD047134	HFX_9619_TFU_Control-P75_08_060619_20190622013113	Brain	0.6692
PXD047134	HFX_9619_TFU_Control-P78_06_110619	Brain	0.8579
PXD047134	HFX_9619_TFU_Control-P94_05_110619	Brain	0.5802
PXD047134	HFX_9619_TFU_Control-P94_05_110619_20190624235501	Brain	0.7045
PXD047134	HFX_9619_TFU_PD-GBA-59_94_110619_20190625025707	Brain	0.8212
PXD047134	HFX_9619_TFU_PD-GBA-P13_97_060619_20190619144812	Brain	0.8768
PXD047134	HFX_9619_TFU_PD-GBA-P23_98_260619	Brain	0.7658
PXD047134	HFX_9619_TFU_PD-GBA-P25_01_060619_20190619084404	Brain	0.8672
PXD047134	HFX_9619_TFU_PD-GBA-P25_13_260619	Brain	0.6766
PXD047134	HFX_9619_TFU_PD-GBA-P25_98_060619_20190620160839	Brain	0.8429
PXD047134	HFX_9619_TFU_PD-GBA-P29_92_060619_20190621192709	Brain	0.8652
PXD047134	HFX_9619_TFU_PD-GBA-P31_03_110619	Brain	0.7538
PXD047134	HFX_9619_TFU_PD-GBA-P34_06_110619_20190622164122	Brain	0.8045
PXD047134	HFX_9619_TFU_PD-GBA-P36_01_260619	Brain	0.7869
PXD047134	HFX_9619_TFU_PD-GBA-P36_09_260619	Brain	0.5778
